streetAddress,lat,lon,Средний доход,Средняя стоимость ЖКУ,age_до 24 лет,age_25_34 лет,age_35_44 лет,age_45_54 лет,age_55_64 лет,age_от 65 лет,мужчины,женщины,С детьми,С животными,С автомобилем,link
"Малый Козихинский переулок, 4",55.763952,37.594708,187538.0,15997.0,23.15,31.85,24.99,12.4,5.19,2.42,47.78,52.22,22.17,21.48,45.04,https://domclick.ru/card/sale__flat__2069438511
"Ленинградское шоссе, 98 к6",55.858958,37.47192,146766.0,11050.0,12.98,24.59,32.87,17.13,9.39,3.04,50.28,49.72,24.59,24.86,46.41,https://domclick.ru/card/sale__flat__2069438690
"улица Твардовского, 14 к1",55.794249,37.404034,173967.0,12127.0,8.9,18.86,35.05,24.56,8.36,4.27,41.99,58.01,34.7,33.1,53.74,https://domclick.ru/card/sale__flat__2069489165
9,55.466406,37.54309,104283.0,13257.0,11.62,19.11,35.5,21.56,8.36,3.84,48.06,51.94,39.64,29.62,49.87,https://domclick.ru/card/sale__flat__2069558093
"Ивантеевская улица, 9",55.818262,37.723055,99842.0,8323.0,14.73,21.2,26.81,18.35,13.4,5.51,49.52,50.48,27.38,20.34,32.6,https://domclick.ru/card/sale__flat__2069598278
"Большая Серпуховская улица, 38 к8",55.723582,37.626376,120404.0,11043.0,13.19,19.42,28.8,20.8,12.18,5.61,52.28,47.72,23.29,20.51,39.79,https://domclick.ru/card/sale__flat__2069625635
"Новозаводская улица, 8",55.752188,37.508162,120995.0,11467.0,12.79,22.55,29.45,19.16,11.54,4.5,58.8,41.2,25.48,18.42,52.44,https://domclick.ru/card/sale__flat__2069840546
"1-я Новокузьминская улица, 6 к2",55.717401,37.782126,111609.0,11334.0,15.22,27.56,27.9,17.29,8.79,3.25,52.16,47.84,26.67,23.84,38.17,https://domclick.ru/card/sale__flat__2069912564
"Радужная улица, 13 к2",55.589966,37.374831,111777.0,9798.0,10.25,20.02,31.6,21.65,10.56,5.93,52.7,47.3,33.65,18.58,52.6,https://domclick.ru/card/sale__flat__2069918337
"Лялин переулок, 8 ст2",55.760143,37.651407,143046.0,13798.0,22.21,24.5,23.42,16.47,9.34,4.06,45.52,54.48,21.21,21.46,35.22,https://domclick.ru/card/sale__flat__2069922905
"улица Короленко, 1 к2",55.798038,37.688993,200007.0,14944.0,14.58,30.95,37.8,10.71,3.57,2.38,72.32,27.68,38.99,24.7,70.83,https://domclick.ru/card/sale__flat__2069952806
"Сиреневый бульвар, 62 к1",55.802427,37.826835,98930.0,9561.0,9.3,17.81,29.41,21.55,14.77,7.16,44.59,55.41,30.01,23.2,38.98,https://domclick.ru/card/sale__flat__2070004757
"Ходынский бульвар, 19",55.789221,37.521539,168035.0,14776.0,18.93,27.55,29.24,15.58,5.79,2.9,54.95,45.05,24.89,21.35,46.3,https://domclick.ru/card/sale__flat__2070039897
"Малая Филёвская улица, 42",55.733701,37.452971,146088.0,10820.0,11.9,22.92,31.62,19.05,9.67,4.84,54.84,45.16,26.31,22.82,50.68,https://domclick.ru/card/sale__flat__2070081088
"улица Чечулина, 11 к1",55.781585,37.830455,86680.0,10196.0,16.94,15.86,25.09,24.37,11.92,5.82,46.68,53.32,32.26,24.28,40.32,https://domclick.ru/card/sale__flat__2070117443
"проспект Будённого, 26 к2",55.763708,37.731509,95206.0,10622.0,13.55,24.08,29.45,20.16,8.17,4.59,55.54,44.46,23.85,21.61,42.11,https://domclick.ru/card/sale__flat__2070128840
"Автозаводская улица, 2",55.710599,37.663663,128913.0,11095.0,10.66,21.82,29.35,20.2,12.83,5.13,52.01,47.99,26.12,20.48,38.5,https://domclick.ru/card/sale__flat__2070263081
"Мичуринский проспект, 7",55.702777,37.509511,198012.0,16611.0,17.06,23.66,30.94,16.95,7.75,3.64,54.02,45.98,30.48,25.56,55.12,https://domclick.ru/card/sale__flat__2070322439
"Малая Филёвская улица, 60",55.733595,37.447431,148442.0,12776.0,8.27,19.76,30.06,22.24,13.97,5.7,62.04,37.96,26.1,19.94,69.76,https://domclick.ru/card/sale__flat__2070399541
"Синявинская улица, 11 к9",55.94626,37.346075,103174.0,9370.0,11.74,18.62,32.68,27.5,7.63,1.83,53.44,46.56,34.15,15.89,43.12,https://domclick.ru/card/sale__flat__2070427616
"Лялин переулок, 8 ст1 / Барашёвский переулок, 5/8",55.75983,37.651536,143046.0,13798.0,22.21,24.5,23.42,16.47,9.34,4.06,45.52,54.48,21.21,21.46,35.22,https://domclick.ru/card/sale__flat__2070525390
"Школьная улица, 1 к3",55.519623,37.216189,107543.0,10751.0,9.87,18.16,36.37,20.79,9.98,4.83,51.95,48.05,33.68,24.25,58.26,https://domclick.ru/card/sale__flat__2070565792
"Школьная улица, 5 к1",55.520792,37.214853,107543.0,10751.0,9.87,18.16,36.37,20.79,9.98,4.83,51.95,48.05,33.68,24.25,58.26,https://domclick.ru/card/sale__flat__2070567634
"Краснопролетарская улица, 7",55.775076,37.60695,157935.0,13036.0,11.88,21.32,29.74,21.12,11.02,4.91,50.24,49.76,27.99,21.7,46.58,https://domclick.ru/card/sale__flat__2070698342
"улица Лавочкина, 42",55.860128,37.48933,104151.0,9484.0,7.28,13.22,25.41,23.63,19.91,10.55,44.58,55.42,24.67,23.33,32.54,https://domclick.ru/card/sale__flat__2070775210
"Варшавское шоссе, 152",55.593473,37.599233,122505.0,10466.0,10.56,19.71,30.91,21.01,11.69,6.11,51.93,48.07,30.93,23.83,48.27,https://domclick.ru/card/sale__flat__2070837344
"Ленинский проспект, 106 к1",55.668854,37.513743,158328.0,13603.0,20.93,21.43,24.74,18.36,9.51,5.02,53.11,46.89,29.08,19.84,53.47,https://domclick.ru/card/sale__flat__2070894768
"6-я Радиальная улица, 5 к2",55.605132,37.658896,123800.0,11028.0,12.08,22.35,31.5,20.79,9.34,3.95,55.57,44.43,31.34,20.44,46.27,https://domclick.ru/card/sale__flat__2070935862
"улица Пырьева, 4 к1",55.726387,37.529722,186389.0,16384.0,10.92,19.75,32.31,20.78,11.02,5.22,52.64,47.36,27.2,22.36,59.03,https://domclick.ru/card/sale__flat__2070974306
"Главмосстроя улица, 14",55.654769,37.409085,99455.0,9662.0,16.57,23.86,27.71,17.71,10.29,3.86,51.14,48.86,31.57,26.71,39.71,https://domclick.ru/card/sale__flat__2071091330
"Салтыковская улица, 6/2 к4",55.725377,37.862678,88350.0,10489.0,24.79,23.28,28.37,13.64,7.3,2.62,56.75,43.25,27.27,19.28,42.84,https://domclick.ru/card/sale__flat__2071101737
"Ленинградское шоссе, 52Б",55.837293,37.485655,142567.0,11974.0,13.76,22.38,27.81,20.54,10.27,5.23,60.76,39.24,25.78,18.31,43.12,https://domclick.ru/card/sale__flat__2071114526
"улица Пырьева, 9 к1",55.727167,37.525549,161598.0,14024.0,9.66,19.51,29.2,21.81,12.51,7.31,47.85,52.15,25.68,20.64,52.66,https://domclick.ru/card/sale__flat__2071115874
"улица Вавилова, 56",55.688527,37.555903,145368.0,11061.0,14.74,19.07,29.33,19.45,11.7,5.7,57.29,42.71,27.13,21.88,49.85,https://domclick.ru/card/sale__flat__2071117688
"2-я Кабельная улица, 15",55.749249,37.715592,114237.0,9818.0,8.55,16.36,27.07,23.1,17.56,7.36,45.79,54.21,24.67,23.18,34.13,https://domclick.ru/card/sale__flat__2071128088
"улица Маршала Катукова, 24 к5",55.803097,37.413127,125838.0,11055.0,10.42,17.64,29.86,23.97,10.57,7.54,49.88,50.12,32.3,25.05,56.43,https://domclick.ru/card/sale__flat__2071158945
"улица Твардовского, 14 к2",55.794209,37.405058,119094.0,10634.0,9.45,23.16,32.82,21.81,8.17,4.59,78.87,21.13,22.82,20.59,89.06,https://domclick.ru/card/sale__flat__2071173750
"улица Академика Опарина, 4 к1",55.647122,37.503116,89433.0,10536.0,43.01,20.25,17.49,11.13,4.85,3.26,45.52,54.48,19.5,15.73,32.55,https://domclick.ru/card/sale__flat__2071288856
"Радужная улица, 14/3",55.588647,37.372919,111777.0,9798.0,10.25,20.02,31.6,21.65,10.56,5.93,52.7,47.3,33.65,18.58,52.6,https://domclick.ru/card/sale__flat__2071373035
"улица Маршала Катукова, 24 к3",55.80445,37.413224,125838.0,11055.0,10.42,17.64,29.86,23.97,10.57,7.54,49.88,50.12,32.3,25.05,56.43,https://domclick.ru/card/sale__flat__2071374923
"улица Винокурова, 5/6 к1",55.689187,37.585251,116587.0,10092.0,12.38,18.96,27.35,20.78,12.64,7.89,48.13,51.87,26.68,23.71,42.2,https://domclick.ru/card/sale__flat__2071396008
"Мосфильмовская улица, 11 к4",55.71592,37.524166,135887.0,14154.0,10.7,17.27,27.45,22.16,13.51,8.9,53.75,46.25,23.3,17.73,47.14,https://domclick.ru/card/sale__flat__2071413411
"улица Маршала Тухачевского, 41 к1",55.78432,37.469169,125528.0,12183.0,7.9,17.43,29.71,22.86,11.62,10.48,45.9,54.1,30.57,22.1,46.76,https://domclick.ru/card/sale__flat__2071516012
"Куркинское шоссе, 17",55.885249,37.39375,157421.0,15529.0,11.08,13.02,25.21,31.3,11.08,8.31,44.88,55.12,37.12,27.98,64.27,https://domclick.ru/card/sale__flat__2071519298
"улица Островитянова, 53",55.636874,37.542316,105977.0,9784.0,13.49,23.5,26.98,18.26,11.55,6.23,59.43,40.57,27.69,19.96,49.08,https://domclick.ru/card/sale__flat__2071595648
"3-й микрорайон, 9",55.595512,37.345154,117303.0,8684.0,9.84,20.84,30.35,21.44,11.52,6.01,46.96,53.04,35.03,19.1,46.6,https://domclick.ru/card/sale__flat__2071607371
"улица Академика Варги, 3",55.630317,37.478329,94008.0,9033.0,12.2,17.92,25.39,23.31,12.49,8.69,53.51,46.49,24.29,19.76,45.35,https://domclick.ru/card/sale__flat__2071608784
"Малая Филёвская улица, 58",55.734096,37.447878,148442.0,12776.0,8.27,19.76,30.06,22.24,13.97,5.7,62.04,37.96,26.1,19.94,69.76,https://domclick.ru/card/sale__flat__2071612958
"Спортивная улица, 9",55.503089,37.566248,79671.0,11956.0,10.08,19.25,27.52,24.66,13.08,5.41,51.88,48.12,22.41,20.3,36.39,https://domclick.ru/card/sale__flat__2071651681
"Главмосстроя улица, 20",55.655561,37.40823,101192.0,8918.0,13.53,21.04,29.74,20.85,10.49,4.34,48.59,51.41,31.53,22.19,42.27,https://domclick.ru/card/sale__flat__2071681514
"Варсонофьевский переулок, 4 ст1",55.763245,37.624822,122637.0,12611.0,9.4,18.81,25.91,23.8,15.16,6.91,38.32,61.68,25.14,24.63,34.87,https://domclick.ru/card/sale__flat__2071689860
"улица Демьяна Бедного, 4 к2",55.770346,37.489835,145456.0,9914.0,6.41,14.16,31.17,21.44,14.95,11.87,54.75,45.25,25.87,19.86,55.06,https://domclick.ru/card/sale__flat__2071693857
"Электролитный проезд, 16 к7",55.6697,37.61146,117668.0,10181.0,14.29,23.18,28.63,19.29,10.46,4.15,55.16,44.84,26.5,19.26,43.18,https://domclick.ru/card/sale__flat__2071696680
"Ленинградское шоссе, 25 к3",55.828101,37.487883,145765.0,12670.0,12.12,24.24,21.21,18.18,24.24,,45.45,54.55,30.3,24.24,48.48,https://domclick.ru/card/sale__flat__2071718976
"Комсомольский проспект, 9а",55.730974,37.591184,125428.0,11816.0,13.51,17.43,23.38,22.0,14.58,9.1,50.68,49.32,23.72,20.57,40.1,https://domclick.ru/card/sale__flat__2071731772
"Большой Ордынский переулок, 4 ст4",55.735494,37.626156,167747.0,12912.0,16.51,26.52,29.75,15.74,8.19,3.29,47.06,52.94,25.61,23.13,42.88,https://domclick.ru/card/sale__flat__2071749141
"улица Трофимова, 9 к2",55.704301,37.666742,111474.0,9936.0,10.44,21.35,30.48,20.34,11.91,5.48,53.27,46.73,24.68,19.67,38.99,https://domclick.ru/card/sale__flat__2071762715
"улица Раменки, 20",55.689046,37.488005,112253.0,10694.0,11.01,18.41,28.62,21.36,11.25,9.35,45.8,54.2,31.17,19.8,37.47,https://domclick.ru/card/sale__flat__2071773031
"улица Плющиха, 53/25 ст1 / улица Бурденко, 25",55.738942,37.576577,128597.0,11800.0,10.41,16.25,28.94,25.37,12.88,6.14,55.2,44.8,25.17,21.11,42.22,https://domclick.ru/card/sale__flat__2071773085
"Мосфильмовская улица, 88 к4 ст2",55.703853,37.489966,256513.0,21115.0,12.42,26.77,35.97,18.2,4.07,2.57,56.1,43.9,35.97,25.7,72.16,https://domclick.ru/card/sale__flat__2071779261
4,55.471164,37.542758,106973.0,12059.0,13.94,17.99,34.35,20.64,9.11,3.97,50.16,49.84,41.51,27.49,46.42,https://domclick.ru/card/sale__flat__2071788557
"Фрунзенская набережная, 24 / 1-я Фрунзенская улица, 1",55.725244,37.588228,225847.0,21483.0,8.25,20.96,25.77,24.4,12.37,8.25,32.65,67.35,27.49,32.65,52.58,https://domclick.ru/card/sale__flat__2071804761
"улица Сергея Макеева, 6",55.760043,37.550971,202858.0,16578.0,12.03,23.71,32.66,18.72,8.79,4.09,51.48,48.52,28.59,22.25,56.05,https://domclick.ru/card/sale__flat__2071815080
"Самотёчная улица, 5",55.77534,37.618319,197704.0,11423.0,7.75,23.25,31.13,21.0,11.25,5.62,46.0,54.0,31.0,22.88,47.5,https://domclick.ru/card/sale__flat__2071828239
"Новоостаповская улица, 6",55.718537,37.667769,135917.0,11234.0,9.46,19.13,27.67,20.65,14.75,8.34,56.56,43.44,23.8,19.02,51.27,https://domclick.ru/card/sale__flat__2071843968
"улица Шверника, 3 к1",55.694789,37.581559,136663.0,12863.0,9.18,24.89,31.67,20.33,9.63,4.31,72.01,27.99,28.31,18.18,88.41,https://domclick.ru/card/sale__flat__2071870856
"1-я Тверская-Ямская улица, 7",55.771525,37.592815,152381.0,11265.0,16.05,27.79,26.45,17.0,9.03,3.68,44.56,55.44,22.97,22.69,35.89,https://domclick.ru/card/sale__flat__2071892351
"4-я Тверская-Ямская улица, 24",55.774345,37.594423,148083.0,12410.0,17.6,20.52,23.13,19.79,12.14,6.82,45.04,54.96,21.6,21.88,39.41,https://domclick.ru/card/sale__flat__2071892404
"Мерзляковский переулок, 13 / Столовый переулок, 2 / Медвежий переулок, 3",55.756207,37.596862,162803.0,11791.0,14.45,24.22,25.67,19.76,10.81,5.09,39.24,60.76,24.93,21.95,38.29,https://domclick.ru/card/sale__flat__2071892492
"Большая Академическая улица, 67",55.840689,37.548393,107172.0,9601.0,11.85,19.86,29.32,21.24,12.89,4.84,54.88,45.12,25.34,18.67,41.73,https://domclick.ru/card/sale__flat__2071911655
8,55.467199,37.545051,104283.0,13257.0,11.62,19.11,35.5,21.56,8.36,3.84,48.06,51.94,39.64,29.62,49.87,https://domclick.ru/card/sale__flat__2071981988
"Ленинградский проспект, 76 к2",55.806437,37.515305,119896.0,10892.0,18.63,21.1,23.16,18.38,12.26,6.47,44.71,55.29,22.39,22.0,31.52,https://domclick.ru/card/sale__flat__2072025740
"Нижняя Первомайская улица, 10",55.790798,37.793881,126381.0,7632.0,0.85,11.97,45.3,18.8,14.53,8.55,23.93,76.07,71.79,29.06,45.3,https://domclick.ru/card/sale__flat__2072043700
"Малый Козихинский переулок, 7",55.764547,37.595825,187538.0,15997.0,23.15,31.85,24.99,12.4,5.19,2.42,47.78,52.22,22.17,21.48,45.04,https://domclick.ru/card/sale__flat__2072049359
"Кастанаевская улица, 32",55.736761,37.484365,128607.0,10713.0,10.54,20.92,28.99,20.3,12.41,6.84,50.46,49.54,24.76,22.26,39.78,https://domclick.ru/card/sale__flat__2072102609
"Большая Академическая улица, 63",55.839932,37.54632,107172.0,9601.0,11.85,19.86,29.32,21.24,12.89,4.84,54.88,45.12,25.34,18.67,41.73,https://domclick.ru/card/sale__flat__2072122710
"Варшавское шоссе, 94",55.647249,37.618645,131824.0,13099.0,12.5,17.5,33.33,22.5,12.5,1.67,62.5,37.5,21.67,21.67,51.67,https://domclick.ru/card/sale__flat__2072170970
"Большая Почтовая улица, 30 ст1 к12",55.779,37.701428,119088.0,9769.0,10.66,16.84,21.72,24.9,16.84,9.03,44.02,55.98,23.03,21.97,31.9,https://domclick.ru/card/sale__flat__2072175157
"Родионовская улица, 10 к1",55.8951,37.391785,154365.0,9125.0,,11.11,52.78,27.78,5.56,2.78,11.11,88.89,52.78,33.33,47.22,https://domclick.ru/card/sale__flat__2072176668
"посёлок Завода Мосрентген, 37",55.622781,37.474772,86206.0,11750.0,14.01,25.59,30.37,18.21,8.67,3.15,69.97,30.03,16.52,10.63,35.95,https://domclick.ru/card/sale__flat__2072178122
"Мосфильмовская улица, 88 к6",55.702678,37.489652,256513.0,21115.0,12.42,26.77,35.97,18.2,4.07,2.57,56.1,43.9,35.97,25.7,72.16,https://domclick.ru/card/sale__flat__2072264384
"улица Костикова, 4 к6",55.761497,37.55637,156933.0,14160.0,17.29,29.11,28.76,16.1,6.3,2.43,53.81,46.19,24.26,20.79,42.43,https://domclick.ru/card/sale__flat__2072264485
"Мосфильмовская улица, 88 к2 ст5",55.705209,37.492254,225343.0,21523.0,16.95,23.42,30.77,18.5,7.73,2.63,52.82,47.18,32.95,20.85,70.63,https://domclick.ru/card/sale__flat__2072264571
"Ленинградский проспект, 36 ст38",55.789472,37.567186,183198.0,15433.0,15.55,27.3,32.89,15.74,6.25,2.27,52.08,47.92,35.35,24.47,54.36,https://domclick.ru/card/sale__flat__2072320446
"Симферопольский проезд, 18",55.66515,37.613998,119808.0,11684.0,13.66,22.69,28.63,19.6,10.79,4.63,59.47,40.53,25.33,18.72,36.12,https://domclick.ru/card/sale__flat__2072331902
"Огородный проезд, 20",55.819439,37.594643,123516.0,9791.0,12.67,20.55,22.95,21.58,15.07,7.19,34.25,65.75,29.79,29.45,41.1,https://domclick.ru/card/sale__flat__2072336087
"Фрунзенская набережная, 54",55.7163,37.578139,135415.0,13149.0,12.46,17.57,26.04,21.62,13.15,9.16,47.85,52.15,26.11,22.12,46.92,https://domclick.ru/card/sale__flat__2072367605
"бульвар Генерала Карбышева, 18",55.781464,37.472219,142528.0,11546.0,10.54,20.11,30.76,20.7,11.11,6.78,47.77,52.23,30.65,23.41,44.75,https://domclick.ru/card/sale__flat__2072384859
"улица Тимура Фрунзе, 18",55.734705,37.589148,162910.0,13611.0,16.84,25.06,27.27,17.79,8.81,4.23,49.84,50.16,24.29,21.95,42.0,https://domclick.ru/card/sale__flat__2072399643
"Борисовская улица, 1",55.785205,37.735791,111911.0,11768.0,12.3,20.55,30.3,20.88,11.03,4.94,53.3,46.7,28.88,20.09,44.18,https://domclick.ru/card/sale__flat__2072421118
"улица Лобачевского, 118 к5",55.693232,37.470314,136078.0,14448.0,21.37,26.36,26.93,16.61,6.23,2.5,59.28,40.72,25.06,15.31,42.73,https://domclick.ru/card/sale__flat__2072453082
"Малая Филёвская улица, 48",55.734281,37.451461,148442.0,12776.0,8.27,19.76,30.06,22.24,13.97,5.7,62.04,37.96,26.1,19.94,69.76,https://domclick.ru/card/sale__flat__2072480796
"Южнобутовская улица, 44",55.539368,37.535749,115477.0,10129.0,10.79,23.38,32.96,19.43,9.76,3.67,51.65,48.35,32.4,27.1,49.65,https://domclick.ru/card/sale__flat__2072488773
"Ярцевская улица, 34 к2",55.741674,37.419478,130265.0,12537.0,13.12,22.56,27.53,19.39,11.88,5.53,46.43,53.57,24.88,20.87,34.71,https://domclick.ru/card/sale__flat__2072493667
