id,building_id,address,lat,lon,building_floors,material,accessible_entrance,temporary_closed,created_at,updated_at,hours_per_day,branch_count,branches_in_moll,country,region,district_area,city,living_area,title,content,extension,rating,rating_cnt,parking,free_parking,payed_parking,nearest_station,nearest_station_type,nearest_station_d,count_stations,all_stations,district
70000001024075128_y7rm93c8dBdB9A826J7H4J2JH0IIGHGJe1tAcAy939-c17d04384238I13438534-d8d5048B995J28A37632482A5BBJ3JIf8i3b78B8d33G4G1732000019HB6I1I20J1B4C9g1,4504235283049914,"Варшавское шоссе, 160",55.582987,37.595142,3.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-09-19,12.0,1,74.0,Россия,Москва,,Москва,,Галерея Атлантис,Торгово-развлекательные центры,торговый центр,4.3,56.0,166,1,165,Аннино,['metro'],200.0,3,"{'Аннино': {'distance': 200, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Улица Академика Янгеля': {'distance': 1400, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Лесопарковая': {'distance': 1500, 'comment': 'Бутовская линия', 'route_types': ['metro']}}",Чертаново Южное
4504127908390435_p5EyttfxdBdB9A824J7H5J2J1GIIGHG3fcD9urpj39-c17d04384246I193C1457-d8d5048B995J28A376324835ABI5HJIf8i3b78B8d33G4G148241279HA9J2H3AG4969C6b,4504235282557000,"Днепропетровская улица, 2",55.623148,37.603873,6.0,Железобетон,"Пандус, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,119.0,Россия,Москва,,Москва,,Глобал Сити,Торгово-развлекательные центры,торгово-развлекательный комплекс,4.9,35.0,504,408,96,Южная,['metro'],290.0,2,"{'Южная': {'distance': 290, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Пражская': {'distance': 1300, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Чертаново Северное
4504128908353527_p5EyttfxdBdB9A824J7H5J2J1GIIGHG3fcD9urpj39-c17d04384246I19384549-d8d5048B995J28A376324835ABI5HJIf8i3b78B8d33G4G148241289HAAJ2H3AG4969C91,4504235283049955,"Кировоградская улица, 14",55.622599,37.605994,2.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,99.0,Россия,Москва,,Москва,,Глобал Сити,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,38.0,409,409,0,Южная,['metro'],180.0,2,"{'Южная': {'distance': 180, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Пражская': {'distance': 1000, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Чертаново Северное
4504127908968413_p5EyttfxdBdB9A824J7H5J2J1GIIGHG3fcD9urpj39-c17d04384246I19999435-d8d5048B995J28A376324835ABI5HJIf8i3b78B8d33G4G148241279HABJ2H3AG4969Cf1,4504235282945653,"Школьная улица, 1",55.633062,37.211987,14.0,Железобетон,"Пандус, Автоматическая дверь",,,2026-02-25,12.0,1,77.0,Россия,Московская область,Одинцовский городской округ,,,Город,"Бизнес-центры,Торгово-развлекательные центры",торгово-деловой комплекс,4.7,11.0,351,351,0,Лесной Городок,"['suburban_train', 'mcd']",470.0,1,"{'Лесной Городок': {'distance': 470, 'comment': 'D4 Калужско-Нижегородский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
70000001044045324_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I15435554-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G1732000015HCCI1I20J1B4C9f4,70030076214331284,"Новоухтомское шоссе, 2а",55.714191,37.843787,3.0,Железобетон,"Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,2021-12-20,2025-11-12,12.0,3,229.0,Россия,Москва,,Москва,,Город,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,138.0,1002,1002,0,Косино,"['suburban_train', 'mcd']",950.0,3,"{'Косино': {'distance': 950, 'comment': 'D3 Ленинградско-Казанский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Лермонтовский проспект': {'distance': 1800, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}}",Косино-Ухтомский
4504127911302029_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I2233304B-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241279H233I1I20J1B4C926,4504235282634626,"Рязанский проспект, 2 к2",55.72984,37.731617,3.0,Железобетон,"Пандус, Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-09-05,12.0,3,196.0,Россия,Москва,,Москва,,Город,Торгово-развлекательные центры,торгово-развлекательный центр,4.5,247.0,2001,2001,0,Нижегородская,['metro'],40.0,3,"{'Нижегородская': {'distance': 40, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Нижегородский
4504127908390899_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I193C18BB-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241279H234I1I20J1B4C928,4504235283016133,"шоссе Энтузиастов, 12 ст2",55.747471,37.706848,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,3,409.0,Россия,Москва,,Москва,,Город,Торгово-развлекательные центры,торгово-развлекательный центр,4.6,340.0,2701,2701,0,Авиамоторная,['metro'],1000.0,3,"{'Авиамоторная': {'distance': 1000, 'comment': 'Калининская линия', 'route_types': ['metro']}, 'Москва-Товарная': {'distance': 1400, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Лефортово
4504127916846654_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I27877676-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241279H235I1I20J1B4C9g3,4504235282878147,"Центральная улица, 8",55.632638,37.211371,3.0,Железобетон,"Пандус, Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-10-13,12.0,1,35.0,Россия,Московская область,Одинцовский городской округ,,,Городок,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,6.0,351,351,0,Лесной Городок,"['suburban_train', 'mcd']",550.0,1,"{'Лесной Городок': {'distance': 550, 'comment': 'D4 Калужско-Нижегородский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
70000001043086329_p5EyttfxdBdB9A824J7H5J2JHG2IGHGJfcD9urpj39-c17d04384246I15339654-d8d5048B995J28A376324832A6BCH5If8i3b78B8d33G4G173200001AH435H2HG3G3979A05,4504235310506539,"Чертановская улица, 20 ст3",55.624498,37.594093,3.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2021-02-26,2026-01-14,12.0,1,18.0,Россия,Москва,,Москва,,Гравитация,Торгово-развлекательные центры,торгово-развлекательный центр,4.4,22.0,101,101,0,Южная,['metro'],900.0,3,"{'Южная': {'distance': 900, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Пражская': {'distance': 1800, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Чертановская': {'distance': 1900, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Чертаново Северное
4504127908964386_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I199953A8-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241279H237I1I20J1B4C9de,4504235282800104,"улица Симферопольская, 35",55.368226,37.532774,3.0,Железобетон,"Пандус, Широкий лифт, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,84.0,Россия,Московская область,Подольск городской округ,Подольск,Климовск м-н,Гран сити,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,79.0,401,401,0,Гривно,['suburban_train'],1400.0,1,"{'Гривно': {'distance': 1400, 'comment': None, 'route_types': ['suburban_train']}}",
4504128908695747_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I196C6769-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241289H238I1I20J1B4C9ed,4504235282633645,"Каширское шоссе, 14",55.664411,37.627719,4.0,Кирпич,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,109.0,Россия,Москва,,Москва,,Гудзон,Торгово-развлекательные центры,торгово-развлекательный центр,4.3,206.0,1775,1775,0,Варшавская,['metro'],1500.0,2,"{'Варшавская': {'distance': 1500, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}, 'Нахимовский проспект': {'distance': 1800, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Нагатино-Садовники
4504127908391014_p5EyttfxdBdB9A824J7H5J2JH0IIGHGJfcD9urpj39-c17d04384246I193C2036-d8d5048B995J28A37632483A5BBJ3JIf8i3b78B8d33G4G148241279H239I1I20J1B4C97b,4504235282742224,"Красная площадь, 3",55.755223,37.620414,4.0,Кирпич,Доступный вход для людей с инвалидностью,,,2026-01-14,12.0,1,202.0,Россия,Москва,,Москва,,ГУМ,"Интересные здания,Торгово-развлекательные центры",,4.8,1587.0,1,1,0,Театральная,['metro'],200.0,3,"{'Театральная': {'distance': 200, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Площадь Революции': {'distance': 200, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Охотный Ряд': {'distance': 220, 'comment': 'Сокольническая линия', 'route_types': ['metro']}}",Тверской
70000001057590666_p5EyttfxdBdB9A824J7H5J2JHG2IGHGJfcD9urpj39-c17d04384246I1678A088-d8d5048B995J28A376324832A6BCH5If8i3b78B8d33G4G1732000017H439H2HG3G3979A5A,70030076171124311,"Первомайская улица, 3а",55.926588,37.522532,8.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,,2025-10-07,13.0,1,68.0,Россия,Московская область,Долгопрудный городской округ,Долгопрудный,,Дирижабль,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,11.0,127,22,105,Новодачная,"['suburban_train', 'mcd']",430.0,2,"{'Новодачная': {'distance': 430, 'comment': 'D1 Белорусско-Савёловский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Долгопрудная': {'distance': 1600, 'comment': 'D1 Белорусско-Савёловский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
4504127908391293_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I193C22B5-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H253I1I20J1B4C9bb,4504235282531738,"Ореховый бульвар, 14 к3",55.609779,37.720122,3.0,Железобетон,"Пандус, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,170.0,Россия,Москва,,Москва,,Домодедовский,Торгово-развлекательные центры,торгово-развлекательный центр,4.5,143.0,301,1,300,Домодедовская,['metro'],70.0,3,"{'Домодедовская': {'distance': 70, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Красногвардейская': {'distance': 1600, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Зябликово': {'distance': 1700, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}}",Орехово-Борисово Южное
4504127908391593_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I193C25B5-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H254I1I20J1B4C958,4504235282631592,"Рублёвское шоссе, 62",55.766734,37.381165,3.0,Панель,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-10-02,12.0,1,193.0,Россия,Москва,,Москва,,ЕвроПарк,"Интересные здания,Торгово-развлекательные центры",многофункциональный торговый комплекс,4.7,56.0,1503,902,601,ТЦ Европарк,"['bus', 'shuttle_bus']",70.0,1,"{'ТЦ Европарк': {'distance': 70, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",Крылатское
4504127908391654_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I193C2676-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H255I1I20J1B4C96f,4504235282801041,"площадь Киевского вокзала, 2",55.744619,37.565577,7.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-28,12.285714285714286,1,537.0,Россия,Москва,,Москва,,Европейский,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,1385.0,1210,10,1200,Киевская,['metro'],40.0,3,"{'Киевская': {'distance': 40, 'comment': 'Кольцевая линия', 'route_types': ['metro']}}",Дорогомилово
4504127908391840_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I193C2862-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H256I1I20J1B4C9b2,4504235282739966,"Большая Тульская улица, 13",55.708791,37.622107,5.0,Железобетон,"Пандус, Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,196.0,Россия,Москва,,Москва,,Ереван плаза,Торгово-развлекательные центры,торгово-развлекательный центр,4.5,255.0,376,1,375,Тульская,['metro'],20.0,2,"{'Тульская': {'distance': 20, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Шаболовская': {'distance': 1900, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}}",Даниловский
4504128908509662_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I1953A684-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241289H257I1I20J1B4C983,4504235283130967,"Молодёжная улица, 2/1",55.601383,37.044314,3.0,Кирпич,"Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-07-04,12.0,1,73.0,Россия,Московская область,ЗАТО Краснознаменск городской округ,Краснознаменск,,Звёздный,Торгово-развлекательные центры,торгово-развлекательный центр,4.6,7.0,53,53,0,ТЦ Звёздный,"['bus', 'shuttle_bus']",100.0,1,"{'ТЦ Звёздный': {'distance': 100, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",
4504127912948122_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I23979144-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H258I1I20J1B4C962,4504235282546173,"Лобненская улица, 4а",55.889897,37.537637,4.0,Железобетон,"Пандус, Автоматическая дверь",,,2025-11-18,11.0,1,136.0,Россия,Москва,,Москва,,Зиг-Заг,Торгово-развлекательные центры,торгово-развлекательный центр,4.4,73.0,482,2,480,Лианозово,['metro'],1200.0,3,"{'Лианозово': {'distance': 1200, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}, 'Яхромская': {'distance': 1300, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}}",Дмитровский
4504127913614962_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I24645984-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241279H259I1I20J1B4C9c2,4504235282867796,"Крюковская площадь, 1",55.982699,37.175135,3.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-26,12.0,1,102.0,Россия,Москва,,Зеленоград,,Иридиум,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,68.0,251,251,0,Зеленоград-Крюково,"['suburban_train', 'mcd']",260.0,1,"{'Зеленоград-Крюково': {'distance': 260, 'comment': 'D3 Ленинградско-Казанский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Силино
4504128908464927_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I19495949-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241289H25AI1I20J1B4C985,4504235283115346,"улица Мира, ст51",55.919889,37.708271,3.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-08-28,12.0,2,214.0,Россия,Московская область,Мытищи городской округ,Мытищи,,Июнь,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,128.0,3651,1,3650,16-й микрорайон,"['bus', 'shuttle_bus']",100.0,1,"{'16-й микрорайон': {'distance': 100, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",
4504128908401742_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I19432764-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241289H25BI1I20J1B4C927,4504235282957463,"Знаменская улица, 5",55.819669,37.346102,5.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-02-03,12.0,2,81.0,Россия,Московская область,Красногорск городской округ,Красногорск,,Июнь,Торгово-развлекательные центры,торгово-развлекательный центр,4.0,81.0,401,1,400,Павшино,"['suburban_train', 'mcd']",1000.0,2,"{'Павшино': {'distance': 1000, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Пенягино': {'distance': 1200, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
70000001023983848_Exji3uDodBdB9A823J7H6J2JHG2IGHGJrl4g29jA39-c17d04384255I133C93A6-d8d5048B995J28A376324842A6BCH5If8i3b78B8d33G4G1732000019H45BH2HG3G3979A5g,4504235283347831,"площадь Восстания, 7",55.084015,38.805401,5.0,Железобетон,"Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-10-01,12.0,1,88.0,Россия,Московская область,Коломна городской округ,Коломна,Митяево м-н,КАDО,"Автовокзалы,Торгово-развлекательные центры",торгово-развлекательный центр,4.8,11.0,61,61,0,Голутвин,['suburban_train'],270.0,2,"{'Голутвин': {'distance': 270, 'comment': None, 'route_types': ['suburban_train']}, 'Бачманово': {'distance': 1500, 'comment': None, 'route_types': ['suburban_train']}}",
4504128908395072_Exji3uDodBdB9A823J7H6J2JH0IIGHGJrl4g29jA39-c17d04384255I193C6094-d8d5048B995J28A37632484A5BBJ3JIf8i3b78B8d33G4G148241289H263I1I20J1B4C9e9,4504235283010378,"Сходненская улица, 56",55.850861,37.443646,9.0,Железобетон,"Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,300.0,Россия,Москва,,Москва,,Калейдоскоп,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,273.0,557,1,556,Сходненская,['metro'],160.0,2,"{'Сходненская': {'distance': 160, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}, 'Планерная': {'distance': 1200, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}}",Южное Тушино
70000001020796072_Exji3uDodBdB9A823J7H6J2JHG2IGHGJrl4g29jA39-c17d04384255I130AA629-d8d5048B995J28A376324842A6BCH5If8i3b78B8d33G4G1732000013H463H2HG3G3979A0f,4504235283044653,"Новоясеневский проспект, вл7",55.607389,37.532023,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,139.0,Россия,Москва,,Москва,,Калита,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,64.0,391,1,390,Ясенево,['metro'],50.0,3,"{'Ясенево': {'distance': 50, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}, 'Новоясеневская': {'distance': 1500, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}, 'Битцевский парк': {'distance': 1800, 'comment': 'Бутовская линия', 'route_types': ['metro']}}",Ясенево
4504127908721423_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I19752445-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H277I1I20J1B4C927,4504235282685656,"Профсоюзная улица, 61а",55.655923,37.541711,4.0,Железобетон,"Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-02-05,13.0,1,174.0,Россия,Москва,,Москва,,Калужский,Торгово-развлекательные центры,торговый центр,4.7,112.0,356,1,355,Калужская,['metro'],40.0,3,"{'Калужская': {'distance': 40, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}, 'Воронцовская': {'distance': 290, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}, 'Беляево': {'distance': 1800, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}}",Черёмушки
70000001029107323_628eudp3dBdB9A823J7H7J2JHG2IGHGJtg6Bnepp39-c17d04384265I13941754-d8d5048B995J28A376324852A6BCH5If8i3b78B8d33G4G1732000014H477H2HG3G3979A63,4504235283379931,"улица Якова Флиера, 4",55.804569,38.97431,2.0,Железобетон,"Пандус, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-10-13,12.0,7,62.0,Россия,Московская область,Орехово-Зуевский городской округ,Орехово-Зуево,,Капитолий,Торгово-развлекательные центры,торговый центр,4.8,29.0,101,101,0,Орехово-Зуево,['suburban_train'],1200.0,1,"{'Орехово-Зуево': {'distance': 1200, 'comment': None, 'route_types': ['suburban_train']}}",
4504127909242458_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I1A27347A-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H279I1I20J1B4C9b3,4504235282705487,"Севастопольский проспект, 11е",55.687247,37.604037,3.0,Железобетон,Доступный вход для людей с инвалидностью,,,2025-10-13,12.0,7,82.0,Россия,Москва,,Москва,,Капитолий,Торгово-развлекательные центры,торговый центр,4.7,36.0,656,655,1,Крымская,['mcc'],400.0,3,"{'Крымская': {'distance': 400, 'comment': 'Московское центральное кольцо', 'route_types': ['mcc']}, 'Верхние Котлы': {'distance': 1400, 'comment': 'Московское центральное кольцо', 'route_types': ['mcc']}}",Котловка
4504127909242455_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I1A273477-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H27AI1I20J1B4C92b,4504235282629547,"Шереметьевская улица, 20",55.803469,37.619085,3.0,Железобетон,"Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-11-12,12.0,7,111.0,Россия,Москва,,Москва,,Капитолий,Торгово-развлекательные центры,торговый центр,4.6,62.0,1,1,0,Марьина Роща,"['suburban_train', 'mcd']",440.0,3,"{'Марьина Роща': {'distance': 440, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Марьина Роща
4504127909242454_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I1A273476-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H27BI1I20J1B4C95c,4504235282548626,"Правобережная улица, 1Б",55.881129,37.450331,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-23,12.0,7,82.0,Россия,Москва,,Москва,,Капитолий,Торгово-развлекательные центры,торговый центр,4.5,61.0,1694,1,1693,Химки,"['suburban_train', 'mcd']",1800.0,2,"{'Химки': {'distance': 1800, 'comment': 'D3 Ленинградско-Казанский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Левобережная': {'distance': 1800, 'comment': 'D3 Ленинградско-Казанский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Левобережный
4504127909242452_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I1A273474-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H27CI1I20J1B4C93f,4504235282693052,"Вернадского проспект, 6",55.692301,37.52763,7.0,Железобетон,"Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2025-11-07,12.0,7,229.0,Россия,Москва,,Москва,,Капитолий,Торгово-развлекательные центры,торговый центр,4.8,207.0,2082,1,2081,Университет,['metro'],550.0,2,"{'Университет': {'distance': 550, 'comment': 'Сокольническая линия', 'route_types': ['metro']}, 'Вавиловская': {'distance': 1200, 'comment': 'Троицкая линия', 'route_types': ['metro']}}",Раменки
4504127920284193_628eudp3dBdB9A823J7H7J2JH0IIGHGJtg6Bnepp39-c17d04384265I312B51B5-d8d5048B995J28A37632485A5BBJ3JIf8i3b78B8d33G4G148241279H283I1I20J1B4C983,4504235283057449,"Московская улица, вл96",55.153509,37.459083,5.0,Железобетон,"Пандус, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-02,12.0,1,118.0,Россия,Московская область,Чехов муниципальный округ,Чехов,,Карнавал,Торгово-развлекательные центры,торгово-развлекательный центр,4.9,100.0,601,1,600,Рынок,"['bus', 'shuttle_bus']",90.0,1,"{'Рынок': {'distance': 90, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",
70000001032401765_628eudp3dBdB9A823J7H7J2JHG2IGHGJtg6Bnepp39-c17d04384265I14271198-d8d5048B995J28A376324852A6BCH5If8i3b78B8d33G4G1732000016H483H2HG3G3979Abe,4504235324657245,"Каширское шоссе, 61 к2",55.62132,37.71405,6.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2018-05-25,2026-01-14,12.0,1,282.0,Россия,Москва,,Москва,,Каширская Плаза,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,285.0,1472,101,1371,Домодедовская,['metro'],1100.0,3,"{'Домодедовская': {'distance': 1100, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Орехово': {'distance': 1900, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Шипиловская': {'distance': 1900, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}}",Орехово-Борисово Северное
70000001017454523_628eudp3dBdB9A823J7H7J2JHG2IGHGJtg6Bnepp39-c17d04384265I12776474-d8d5048B995J28A376324852A6BCH5If8i3b78B8d33G4G1732000014H484H2HG3G3979A6f,4504235283127186,"улица Ленина, 2",55.819406,37.320225,5.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-02-18,12.0,2,170.0,Россия,Московская область,Красногорск городской округ,Красногорск,,Красный Кит,"Аренда помещений,Торгово-развлекательные центры",торгово-развлекательный комплекс,4.7,55.0,303,1,302,Красногорская,"['suburban_train', 'mcd']",1500.0,2,"{'Красногорская': {'distance': 1500, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Павшино': {'distance': 1700, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
