id,building_id,address,lat,lon,building_floors,material,accessible_entrance,temporary_closed,created_at,updated_at,hours_per_day,branch_count,branches_in_moll,country,region,district_area,city,living_area,title,content,extension,rating,rating_cnt,parking,free_parking,payed_parking,nearest_station,nearest_station_type,nearest_station_d,count_stations,all_stations,district
4504127908646734_d4vh47podBdB9A828J7H9J2JH0IIGHGJ7vs6w29w39-c17d0438428AI19677756-d8d5048B995J28A37632487A5BBJ3JIf8i3b78B8d33G4G148241279H2C5I1I20J1B4C9c3,4504235282815822,"Калужское шоссе 21 километр, 1",55.603013,37.492915,2.0,Железобетон,"Пандус, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-02-13,12.0,5,273.0,Россия,Москва,,Москва,,Мега Тёплый Стан,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,192.0,10384,10382,2,Корниловская,['metro'],1000.0,1,"{'Корниловская': {'distance': 1000, 'comment': 'Троицкая линия', 'route_types': ['metro']}}",Коммунарка
4504127915896541_d4vh47podBdB9A828J7H9J2JH0IIGHGJ7vs6w29w39-c17d0438428AI268C7563-d8d5048B995J28A37632487A5BBJ3JIf8i3b78B8d33G4G148241279H2C6I1I20J1B4C918,4504235282954871,"микрорайон ИКЕА, к2",55.909781,37.397368,6.0,Железобетон,"Пандус, Подъёмник, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,,2026-03-21,13.0,5,355.0,Россия,Московская область,Химки городской округ,Химки,Новые Химки м-н,Мега Химки,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,316.0,8904,8903,1,МЕГА,"['bus', 'shuttle_bus']",50.0,1,"{'МЕГА': {'distance': 50, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",
4504127914617039_d4vh47podBdB9A828J7H9J2JH0IIGHGJ7vs6w29w39-c17d0438428AI2564805B-d8d5048B995J28A37632487A5BBJ3JIf8i3b78B8d33G4G148241279H2C7I1I20J1B4C950,4504235282998213,"Андропова проспект, 8",55.696249,37.665582,6.0,Железобетон,"Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,12.0,1,208.0,Россия,Москва,,Москва,,Мегаполис,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,271.0,201,31,170,Технопарк,['metro'],100.0,3,"{'Технопарк': {'distance': 100, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Автозаводская': {'distance': 1300, 'comment': 'Московское центральное кольцо', 'route_types': ['mcc']}}",Даниловский
70000001028714152_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI138A2437-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000013H4C7H2HG3G3979Ab5,4504235314993631,"Августовская улица, 14",55.549683,37.068659,3.0,Железобетон,"Пандус, Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-02-05,12.0,1,131.0,Россия,Московская область,Наро-Фоминский городской округ,Апрелевка,,Мелодия,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,19.0,1,1,0,Апрелевка,"['suburban_train', 'mcd']",40.0,1,"{'Апрелевка': {'distance': 40, 'comment': 'D4 Калужско-Нижегородский диаметр', 'route_types': ['suburban_train', 'mcd']}}",
70000001065577688_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI1758878A-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000019H4C8H2HG3G3979Ac8,70030076362428984,"Шереметьевское шоссе, 10",56.005849,37.435694,2.0,,"Вызов персонала, Туалет для маломобильных людей, Автоматическая дверь",,2022-10-23,2026-01-14,12.0,1,25.0,Россия,Московская область,Лобня городской округ,Лобня,,Мельница,Торгово-развлекательные центры,торгово-досуговый центр,4.3,8.0,1,1,0,Переезд,"['bus', 'shuttle_bus']",300.0,1,"{'Переезд': {'distance': 300, 'comment': None, 'route_types': ['bus', 'shuttle_bus']}}",
70000001098545429_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI1A885564-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G173200001AH4C9H3HG4G3979AdB,70030076200228221,"улица Шаболовка, вл56",55.712294,37.605857,4.0,Железобетон,"Подъёмник, Туалет для маломобильных людей, Автоматическая дверь",,2025-02-01,2026-03-21,12.0,26,26.0,Россия,Москва,,Москва,,Место встречи Алмаз,Торгово-развлекательные центры,районный центр,4.0,14.0,1,1,0,Шаболовская,['metro'],850.0,3,"{'Шаболовская': {'distance': 850, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}, 'Тульская': {'distance': 1400, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Ленинский проспект': {'distance': 1400, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}}",Донской
4504127913335255_d4vh47podBdB9A828J7H9J2JH0IIGHGJ7vs6w29w39-c17d0438428AI24366277-d8d5048B995J28A37632487A5BBJ3JIf8i3b78B8d33G4G148241279H2CBI2I21J1B4C92c,70030076163255977,"Чонгарский бульвар, 7",55.651288,37.612437,4.0,Железобетон,"Подъёмник, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,83.0,Россия,Москва,,Москва,,Место встречи Ангара,Торгово-развлекательные центры,районный центр,4.7,86.0,55,1,54,Варшавская,['metro'],550.0,2,"{'Варшавская': {'distance': 550, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}, 'Каховская': {'distance': 900, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Нагорный
70000001063819565_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI173B2978-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000016H4CBH3HG4G3979A9g,70030076190501361,"улица Декабристов, 17",55.864995,37.605093,5.0,Железобетон,"Пандус, Подъёмник, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,,2026-03-21,12.0,26,76.0,Россия,Москва,,Москва,,Место встречи Байконур,Торгово-развлекательные центры,районный центр,4.6,55.0,3,3,0,Отрадное,['metro'],40.0,1,"{'Отрадное': {'distance': 40, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Отрадное
70000001027205080_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI1375152A-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000011H532H3HG4G3979A89,70030076222126241,"улица Усиевича, 12",55.805999,37.528042,5.0,Железобетон,"Пандус, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,53.0,Россия,Москва,,Москва,,Место встречи Баку,Торгово-развлекательные центры,районный центр,4.7,28.0,1,1,0,Аэропорт,['metro'],800.0,3,"{'Аэропорт': {'distance': 800, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Сокол': {'distance': 950, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Красный Балтиец': {'distance': 1100, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Аэропорт
70000001066676124_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI17698634-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000015H533H3HG4G3979A0f,70030076261606410,"Булатниковская улица, 9а",55.579559,37.648971,4.0,Кирпич,"Пандус, Подъёмник, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,40.0,Россия,Москва,,Москва,,Место встречи Бирюсинка,Торгово-развлекательные центры,районный центр,4.6,13.0,1,1,0,Бирюлёво-Пасс.,['suburban_train'],900.0,2,"{'Бирюлёво-Пасс.': {'distance': 900, 'comment': None, 'route_types': ['suburban_train']}, 'Бирюлёво-Тов.': {'distance': 1800, 'comment': None, 'route_types': ['suburban_train']}}",Бирюлёво Западное
70000001045337489_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI1556476A-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G173200001AH534H3HG4G3979A0g,70030076158195454,"улица Лескова, 14",55.897289,37.604452,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2020-09-16,2026-03-21,12.0,26,60.0,Россия,Москва,,Москва,,Место встречи Будапешт,"Интересные здания,Торгово-развлекательные центры",районный центр,4.8,34.0,79,1,78,Алтуфьево,['metro'],1100.0,2,"{'Алтуфьево': {'distance': 1100, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}, 'Бибирево': {'distance': 1800, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Бибирево
70000001098453246_d4vh47podBdB9A828J7H9J2JHG2IGHGJ7vs6w29w39-c17d0438428AI1A876346-d8d5048B995J28A376324872A6BCH5If8i3b78B8d33G4G1732000017H535H3HG4G3979A68,70030076238902820,"Миклухо-Маклая улица, 27а",55.647146,37.516786,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,2025-02-22,2026-03-21,12.0,26,58.0,Россия,Москва,,Москва,,Место встречи Витязь,Торгово-развлекательные центры,районный центр,4.8,10.0,1,1,0,Беляево,['metro'],800.0,3,"{'Беляево': {'distance': 800, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}, 'Университет дружбы народов': {'distance': 900, 'comment': 'Троицкая линия', 'route_types': ['metro']}, 'Коньково': {'distance': 1700, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}}",Коньково
70000001047214352_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI214A3165-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000063J537I2GJ1I1C4A9hb,70030076181874309,"улица Юных Ленинцев, 52",55.699815,37.76574,4.0,Железобетон,"Пандус, Подъёмник, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2020-12-25,2026-03-21,12.0,26,47.0,Россия,Москва,,Москва,,Место встречи Высота,Торгово-развлекательные центры,районный центр,4.7,46.0,1,1,0,Кузьминки,['metro'],550.0,2,"{'Кузьминки': {'distance': 550, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}, 'Волжская': {'distance': 1400, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}}",Кузьминки
70000001068120228_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI216B2224-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000039J538I2GJ1I1C4A9Ae,4504235282596903,"Вернадского проспект, 14",55.676949,37.50484,5.0,Железобетон,"Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,27.0,Россия,Москва,,Москва,,Место встречи Звездный,Торгово-развлекательные центры,районный центр,4.9,14.0,2,2,0,Проспект Вернадского,['metro'],60.0,3,"{'Проспект Вернадского': {'distance': 60, 'comment': 'Сокольническая линия', 'route_types': ['metro']}, 'Новаторская': {'distance': 1300, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Проспект Вернадского
70000001066136645_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI21692388-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000056J539I2GJ1I1C4A9A0,70030076175330873,"Зелёный проспект, 81",55.751899,37.820631,5.0,Железобетон,"Пандус, Подъёмник, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,123.0,Россия,Москва,,Москва,,Место встречи Киргизия,Торгово-развлекательные центры,районный центр,4.5,118.0,110,1,109,Новогиреево,['metro'],50.0,2,"{'Новогиреево': {'distance': 50, 'comment': 'Калининская линия', 'route_types': ['metro']}}",Новогиреево
70000001046730862_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI2149832A-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000073J53AI2GJ1I1C4A9i2,70030076177985440,"Инженерная улица, 1",55.87884,37.58227,3.0,Железобетон,"Пандус, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2020-11-25,2026-03-21,12.0,26,25.0,Россия,Москва,,Москва,,Место встречи Марс,Торгово-развлекательные центры,районный центр,4.8,33.0,1,1,0,Бескудниково,"['suburban_train', 'mcd']",950.0,2,"{'Бескудниково': {'distance': 950, 'comment': 'D1 Белорусско-Савёловский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Бибирево': {'distance': 1600, 'comment': 'Серпуховско-Тимирязевская линия', 'route_types': ['metro']}}",Алтуфьевский
70000001046146437_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI21492486-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000048J541I2GJ1I1C4A9i0,70030076175924217,"Беломорская улица, 16а",55.862794,37.471209,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2020-10-01,2026-03-21,12.0,26,54.0,Россия,Москва,,Москва,,Место встречи Нева,Торгово-развлекательные центры,районный центр,4.5,43.0,25,25,0,Беломорская,['metro'],380.0,2,"{'Беломорская': {'distance': 380, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Речной вокзал': {'distance': 950, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}}",Левобережный
70000001064767627_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI21678698-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000038J542I2GJ1I1C4A934,70030076155268954,"Андропова проспект, 27",55.676334,37.665503,4.0,Железобетон,"Пандус, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2022-10-15,2026-03-21,12.0,26,71.0,Россия,Москва,,Москва,,Место встречи Орбита,Торгово-развлекательные центры,районный центр,4.3,71.0,3,3,0,Коломенская,['metro'],50.0,2,"{'Коломенская': {'distance': 50, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Кленовый бульвар': {'distance': 1700, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Нагатинский Затон
70000001089664007_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI218C7662-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000018J543I2GJ1I1C4A98f,70030076210579674,"улица Лётчика Бабушкина, 26",55.869113,37.677532,3.0,Кирпич,"Пандус, Подъёмник, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,81.0,Россия,Москва,,Москва,,Место встречи Орион,Торгово-развлекательные центры,районный центр,4.8,31.0,225,2,223,Бабушкинская,['metro'],850.0,1,"{'Бабушкинская': {'distance': 850, 'comment': 'Калужско-Рижская линия', 'route_types': ['metro']}}",Лосиноостровский
70000001110215628_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI22133178-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000039J544I2GJ1I1C4A9g4,70030076316781912,"улица Саляма Адиля, 4",55.774891,37.46764,4.0,Железобетон,"Туалет для маломобильных людей, Автоматическая дверь",,2025-12-12,2026-03-21,12.0,26,38.0,Россия,Москва,,Москва,,Патриот,Торгово-развлекательные центры,районный центр,2.4,4.0,0,0,0,Народное Ополчение,['metro'],1200.0,1,"{'Народное Ополчение': {'distance': 1200, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Хорошёво-Мнёвники
70000001079918289_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI217CA1A4-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA2000009AJ545I2GJ1I1C4A97e,70030076355575037,"Первомайская улица, 93",55.794164,37.806262,4.0,Железобетон,"Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,68.0,Россия,Москва,,Москва,,Место встречи Первомайский,Торгово-развлекательные центры,районный центр,4.3,34.0,1,1,0,Первомайская,['metro'],420.0,3,"{'Первомайская': {'distance': 420, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Измайловская': {'distance': 2000, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Щёлковская': {'distance': 2000, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}}",Восточное Измайлово
70000001091420234_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI21945224-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000045J546I2GJ1I1C4A9h0,70030076190486469,"Нежинская улица, вл11",55.707779,37.473467,4.0,Монолит,"Пандус, Подъёмник, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,30.0,Россия,Москва,,Москва,Матвеевское м-н,Место Встречи Планета,Торгово-развлекательные центры,районный центр,4.8,8.0,3,3,0,Матвеевская,"['suburban_train', 'mcd']",800.0,3,"{'Матвеевская': {'distance': 800, 'comment': 'D4 Калужско-Нижегородский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Аминьевская': {'distance': 1600, 'comment': 'D4 Калужско-Нижегородский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Очаково-Матвеевское
70000001089677906_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI218C779B-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000017J547I2GJ1I1C4A9id,70030076194818067,"улица Нижняя Масловка, 10",55.792679,37.578022,4.0,Железобетон,"Пандус, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-03-21,12.0,26,38.0,Россия,Москва,,Москва,,Место встречи Прага,Торгово-развлекательные центры,районный центр,4.6,27.0,1,1,0,Савёловская,['metro'],550.0,3,"{'Савёловская': {'distance': 550, 'comment': 'Большая кольцевая линия', 'route_types': ['metro']}}",Савёловский
70000001044857901_m448uduAdBdB9A82AJ7H13I3HGI2GHGJ695zcnrv39-c17d043842ACI2147959B-d8d5048B995J28A37632489H2B6CAJ4f8i3b78B8d33G4G1GA20000012J548I2GJ1I1C4A9if,4504235282550925,"улица Зои и Александра Космодемьянских, 23",55.82414,37.517996,4.0,Железобетон,"Пандус, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2020-10-27,2026-03-21,12.0,26,45.0,Россия,Москва,,Москва,,Место встречи Рассвет,Торгово-развлекательные центры,районный центр,4.7,34.0,1,1,0,Красный Балтиец,"['suburban_train', 'mcd']",1400.0,3,"{'Красный Балтиец': {'distance': 1400, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Войковская': {'distance': 1500, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Балтийская': {'distance': 2000, 'comment': 'Московское центральное кольцо', 'route_types': ['mcc']}}",Коптево
70000001104185516_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI22072877-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000027J561I2GJ1I1C4A9g6,4504235282641059,"улица Измайловский Вал, 5",55.781646,37.717915,3.0,Железобетон,"Пандус, Вызов персонала, Туалет для маломобильных людей, Доступный вход для людей с инвалидностью",,2025-09-15,2026-03-21,12.0,26,2.0,Россия,Москва,,Москва,,Место Встречи Родина,"Интересные здания,Торгово-развлекательные центры",районный центр,3.9,4.0,0,0,0,Семёновская,['metro'],250.0,3,"{'Семёновская': {'distance': 250, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Электрозаводская': {'distance': 950, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}}",Соколиная Гора
70000001054056686_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI21571588-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000097J562I2GJ1I1C4A9A4,4504235282597671,"Саянская улица, 9",55.768384,37.832711,3.0,Металл,"Пандус, Вызов персонала, Туалет для маломобильных людей, Автоматическая дверь",,,2026-03-21,12.0,26,4.0,Россия,Москва,,Москва,,Место встречи Саяны,Торгово-развлекательные центры,районный центр,4.1,9.0,1,1,0,Саянская д.5,['bus'],220.0,1,"{'Саянская д.5': {'distance': 220, 'comment': None, 'route_types': ['bus']}}",Ивановское
70000001091420188_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI21945223-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000099J563I2GJ1I1C4A9B2,70030076351567899,"улица Богданова, 19",55.652712,37.393218,4.0,Железобетон,"Пандус, Подъёмник, Туалет для маломобильных людей, Автоматическая дверь",,,2026-03-21,12.0,26,32.0,Россия,Москва,,Москва,,Место встречи Солнцево,Торгово-развлекательные центры,районный центр,4.7,13.0,3,3,0,Солнцево,['metro'],280.0,3,"{'Солнцево': {'distance': 280, 'comment': 'Солнцевская линия', 'route_types': ['metro']}, 'Солнечная': {'distance': 1200, 'comment': 'D4A Новопеределкино — Солнечная', 'route_types': ['suburban_train', 'mcd']}}",Солнцево
70000001066981432_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI2169A836-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000043J565I2GJ1I1C4A9B3,70030076182649619,"Новочеркасский бульвар, 21а",55.648106,37.727793,5.0,Железобетон,"Пандус, Подъёмник, Вызов персонала, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2022-12-23,2026-03-21,12.0,26,40.0,Россия,Москва,,Москва,,Место встречи Экран,Торгово-развлекательные центры,районный центр,4.8,17.0,36,36,0,Марьино,['metro'],1100.0,3,"{'Марьино': {'distance': 1100, 'comment': 'Люблинско-Дмитровская линия', 'route_types': ['metro']}, 'Курьяново': {'distance': 1900, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}, 'Перерва': {'distance': 2000, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Марьино
70000001044896933_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI2147998B-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000044J566I2GJ1I1C4A95b,70030076177592214,"Кавказский бульвар, 17",55.630913,37.670837,3.0,Железобетон,"Подъёмник, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,2020-08-17,2026-03-21,12.0,26,38.0,Россия,Москва,,Москва,,Место встречи Эльбрус,Торгово-развлекательные центры,районный центр,4.6,29.0,3,3,0,Кантемировская,['metro'],1100.0,3,"{'Кантемировская': {'distance': 1100, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Царицыно': {'distance': 1300, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}}",Царицыно
70000001057272863_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI215A374A-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000074J567I2GJ1I1C4A97e,70030076181038583,"Открытое шоссе, 4 ст1",55.809038,37.730251,4.0,Железобетон,"Пандус, Подъёмник, Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь",,,2026-03-21,12.0,26,72.0,Россия,Москва,,Москва,,Место встречи Янтарь,Торгово-развлекательные центры,районный центр,4.4,65.0,2,2,0,Бульвар Рокоссовского,['metro'],600.0,3,"{'Бульвар Рокоссовского': {'distance': 600, 'comment': 'Сокольническая линия', 'route_types': ['metro']}, 'Черкизовская': {'distance': 1400, 'comment': 'Сокольническая линия', 'route_types': ['metro']}}",Преображенское
4504127908399903_j2fgdb2hdBdB9A829J7H14I3HG2IGHGJo37l6kBs39-c17d0438433BIA186A9B2-d8d5048B995J28A376324922A6BCH5If8i3b78B8d33G4G1G77041274H579H2HG3G3979Ad9,4504235282578431,"Ленинградское шоссе, 16а ст4",55.823434,37.497202,5.0,Металл,"Вызов персонала, Широкий лифт, Туалет для маломобильных людей, Автоматическая дверь, Доступный вход для людей с инвалидностью",,,2026-01-14,13.0,1,552.0,Россия,Москва,,Москва,,Метрополис,Торгово-развлекательные центры,торгово-развлекательный центр,4.8,711.0,6003,2,6001,Балтийская,['mcc'],10.0,3,"{'Балтийская': {'distance': 10, 'comment': 'Московское центральное кольцо', 'route_types': ['mcc']}, 'Войковская': {'distance': 220, 'comment': 'Замоскворецкая линия', 'route_types': ['metro']}, 'Стрешнево': {'distance': 1000, 'comment': 'D2 Курско-Рижский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Войковский
70000001031104515_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI21342067-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000026J569I1GJ0I1C4A98d,70030076152862644,"улица Генерала Кузнецова, 22",55.686006,37.85368,3.0,Железобетон,"Пандус, Широкий лифт, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2018-02-15,2026-01-14,12.0,1,142.0,Россия,Москва,,Москва,,Миля,Торгово-развлекательные центры,торгово-развлекательный центр,4.7,128.0,351,1,350,Жулебино,['metro'],80.0,3,"{'Жулебино': {'distance': 80, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}, 'Котельники': {'distance': 1100, 'comment': 'Таганско-Краснопресненская линия', 'route_types': ['metro']}, 'Ухтомская': {'distance': 1800, 'comment': 'D3 Ленинградско-Казанский диаметр', 'route_types': ['suburban_train', 'mcd']}}",Выхино-Жулебино
70000001076990247_j2fgdb2hdBdB9A829J7H14I3HGI2GHGJo37l6kBs39-c17d0438433BI2179A924-d8d5048B995J28A37632492H2B6CAJ4f8i3b78B8d33G4G1GA20000058J56AI1GJ0I1C4A9d6,70030076326530168,"Дубравная улица, 51 ст1",55.840771,37.355032,3.0,Железобетон,"Пандус, Автоматическая дверь, Доступный вход для людей с инвалидностью",,2023-02-06,2026-01-28,12.0,1,73.0,Россия,Москва,,Москва,,Митино Парк,"Аренда спортивных площадок,Торгово-развлекательные центры",многофункциональный центр,4.9,17.0,2,2,0,Митино,['metro'],750.0,3,"{'Митино': {'distance': 750, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Пятницкое шоссе': {'distance': 1800, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}, 'Волоколамская': {'distance': 2000, 'comment': 'Арбатско-Покровская линия', 'route_types': ['metro']}}",Митино
