title,extension,content,address,address_comment,postal,district,city,region,rating,rating_cnt,lat,lon,type
Взрослая поликлиника,,Взрослые поликлиники,"Волжский бульвар, 9",,109125.0,Рязанский,Москва,Москва,2.4,49.0,55.715811,37.746274,branch
Поликлиника №66,отделение платных услуг,Взрослые поликлиники; Медицинская диагностика; Гастроэнтеролог; Невролог; Эндокринолог; Аллерголог-иммунолог; Пульмонолог; Кардиолог; Хирург; Уролог; Проктолог; ЛОР (отоларинголог); Офтальмолог; Гинеколог; Терапевт; Профпатолог; Ревматолог; Диетолог; Дерматолог; Процедурный кабинет; Психиатр; Инфекционист; Нефролог; Рефлексотерапевт; Физиотерапевт; Массажист; Травматолог-ортопед; Медицинские комиссии,"улица Руднёвка, 8",5 этаж,111675.0,Косино-Ухтомский,Москва,Москва,2.3,10.0,55.715935,37.889483,branch
Поликлиника №62,терапевтическое отделение,Взрослые поликлиники,"Чапаевский переулок, 4",1 этаж,125057.0,Сокол,Москва,Москва,,,55.801971,37.519532,branch
Поликлиника,отделение платных услуг,Взрослые поликлиники; Терапевт; Медицинская диагностика,"Керамический проезд, 49Б",,127540.0,Восточное Дегунино,Москва,Москва,,,55.874687,37.564551,branch
Детская поликлиника №104,филиал №2,Детские поликлиники; Гастроэнтеролог; Эндокринолог; Аллерголог-иммунолог; Вакцинация; Физиотерапевт; Массажист; Хирург; Травматолог-ортопед; Гинеколог; ЛОР (отоларинголог); Офтальмолог; Невролог; Медицинская диагностика,"Новорогожская улица, 34 ст1",,109544.0,Таганский,Москва,Москва,,,55.738803,37.690446,branch
Поликлиника,"отделение психотерапии, косметологии и массажа",Психотерапевт; Косметолог; Массажист,"Ленинский проспект, 37",1 этаж,119334.0,Донской,Москва,Москва,5.0,1.0,55.709875,37.586817,branch
Детская поликлиника №99,филиал №2,Детские поликлиники,"Староалексеевская улица, 18",,129626.0,Алексеевский,Москва,Москва,4.0,5.0,55.809469,37.6426,branch
Детская поликлиника,,Детские поликлиники; Интересные здания,"4-й Добрынинский переулок, 1/9 ст7",,119049.0,Замоскворечье,Москва,Москва,,,55.726686,37.616327,branch
НМИЦ Колопроктологии им. А.Н. Рыжих,консультативно-диагностический центр,Взрослые поликлиники,"улица Саляма Адиля, 2 ст28",1 этаж; Консультативно-диагностический центр,123423.0,Хорошёво-Мнёвники,Москва,Москва,,,55.771797,37.465072,branch
Поликлиника №66,филиал №4,Взрослые поликлиники,"Новокосинская улица, 42",,111672.0,Новокосино,Москва,Москва,3.0,25.0,55.742576,37.874988,branch
Поликлиника №212,филиал №194,Взрослые поликлиники,"Солнцевский проспект, 8",,119620.0,Солнцево,Москва,Москва,3.3,35.0,55.651888,37.400171,branch
Поликлиника №5,отделение функциональной диагностики,Взрослые поликлиники,"Большая Бронная улица, 3",,123104.0,Пресненский,Москва,Москва,,,55.760483,37.597744,branch
Поликлиника №5,урологическое отделение,Взрослые поликлиники,"Большая Бронная улица, 3",312 кабинет; 3 этаж,123104.0,Пресненский,Москва,Москва,,,55.760483,37.597744,branch
