title,extension,content,address,address_comment,postal,district,city,region,rating,rating_cnt,lat,lon,type
Dental Art Gallery by Doctor Mussurov,стоматологическая клиника,Частные стоматологии,"проспект Мира, 21 ст1","1, 2 этаж",129090.0,Мещанский,Москва,Москва,4.7,18.0,55.778913,37.631731,branch
Dental clinic,стоматологическая клиника,Частные стоматологии,"проспект Мира, 21 ст1",,129090.0,Мещанский,Москва,Москва,,,55.778818,37.632344,branch
Dental d club,стоматологическая клиника,Частные стоматологии,"Цветной бульвар, 24 к2",2 этаж,127051.0,Мещанский,Москва,Москва,,,55.771148,37.622906,branch
Dental Dream,стоматологический центр,Частные стоматологии,"Зоологическая улица, 2","1, 2 этаж; 9 подъезд",123242.0,Пресненский,Москва,Москва,5.0,35.0,55.765711,37.581094,branch
Dental Experts,,Частные стоматологии,"Серебрянический переулок, 3 ст1",,109028.0,Таганский,Москва,Москва,5.0,1.0,55.750354,37.646538,branch
Dental&cosmetology clinic,клиника стоматологии и косметологии,Частные стоматологии,"3-й Крутицкий переулок, 11",2 этаж,109044.0,Южнопортовый,Москва,Москва,5.0,4.0,55.731322,37.666077,branch
DentalOpera,стоматологическая клиника,Частные стоматологии,"Хомутовский тупик, 2",1 этаж,105064.0,Басманный,Москва,Москва,4.9,14.0,55.766119,37.654152,branch
Dentaltime,стоматологическая клиника,Частные стоматологии,"Большой Златоустинский переулок, 7 ст1",3 этаж,101000.0,Басманный,Москва,Москва,,,55.758661,37.632688,branch
DentaTech,стоматологическая клиника,Частные стоматологии,"Нижняя Красносельская улица, 40/12 к20",117 офис; 1 этаж; 3 подъезд,105066.0,Басманный,Москва,Москва,4.6,14.0,55.773703,37.671309,branch
Dentcor,стоматологическая клиника,Частные стоматологии,"Краснопрудная улица, 15",2-3 этаж; вход на лестнице между вторым и третьим этажом,107140.0,Красносельский,Москва,Москва,5.0,54.0,55.780763,37.667265,branch
Dentodel,стоматологический центр,Частные стоматологии,"Новорязанская улица, 31/7 к9",1 этаж,105066.0,Басманный,Москва,Москва,,,55.772681,37.67228,branch
DentoStar,стоматология,Частные стоматологии; Челюстно-лицевой хирург,"Большой Симоновский переулок, 2",1 этаж,109316.0,Таганский,Москва,Москва,5.0,2.0,55.72835,37.673201,branch
Deva-Dent,эстетическая стоматология,Частные стоматологии,"улица Щепкина, 60/2 ст2",1 этаж,129110.0,Мещанский,Москва,Москва,5.0,6.0,55.785307,37.630101,branch
Deva-Dent,эстетическая стоматология,Частные стоматологии,"1-й Обыденский переулок, 10",1 этаж,119034.0,Хамовники,Москва,Москва,4.5,20.0,55.74287,37.603439,branch
DHC,стоматологический центр,Частные стоматологии,"Пресненская набережная, 12",1А офис; 46 этаж,123112.0,Пресненский,Москва,Москва,4.7,66.0,55.749582,37.537272,branch
Digital Dental,частная стоматология,Частные стоматологии,"Петровский бульвар, 5 ст1",,127051.0,Тверской,Москва,Москва,5.0,1.0,55.76845,37.614525,branch
Dl-стоматология,стоматологическая клиника,Частные стоматологии,"3-я Фрунзенская улица, 1",,119270.0,Хамовники,Москва,Москва,5.0,1.0,55.71985,37.580114,branch
DmDent,стоматология доктора Микаеляна,Частные стоматологии,"Сущёвская улица, 9",1 этаж,127030.0,Тверской,Москва,Москва,5.0,16.0,55.780553,37.601625,branch
DocDent,,Частные стоматологии,"Комсомольский проспект, 32",,119146.0,Хамовники,Москва,Москва,,,55.725351,37.576522,branch
DocDent,стоматологическая клиника,Частные стоматологии,"Дербеневская улица, 6",,115114.0,Даниловский,Москва,Москва,,,55.726363,37.651006,branch
DocDent,стоматологическая клиника,Частные стоматологии,"Трубная улица, 35",,127051.0,Мещанский,Москва,Москва,,,55.772904,37.624686,branch
DocDeti,стоматологическая клиника,Частные стоматологии; Частные детские стоматологии,"Комсомольский проспект, 32",2 этаж,119146.0,Хамовники,Москва,Москва,4.9,23.0,55.725351,37.576522,branch
