title,extension,content,address,address_comment,postal,district,city,region,rating,rating_cnt,lat,lon,type
Пицца и вино,кафе,Кафе; Пиццерии; Доставка еды,"3-й Красносельский переулок, 19 ст5",,107140.0,Красносельский,Москва,Москва,4.9,20.0,55.784558,37.656415,branch
Пицца и Канноли,пиццерия,Пиццерии; Доставка еды; Быстрое питание,"Малая Никитская улица, 24 ст7",,121069.0,Пресненский,Москва,Москва,4.9,77.0,55.759044,37.588763,branch
Пицца Паоло,мини-пиццерия,Пиццерии; Доставка еды; Быстрое питание,"улица Щепкина, 25/20",1 этаж,129090.0,Мещанский,Москва,Москва,4.9,11.0,55.777904,37.628898,branch
Пиццерия-паб,,Кафе; Пиццерии,"Комсомольская площадь, 6",1 этаж,107140.0,Красносельский,Москва,Москва,4.0,20.0,55.776494,37.660765,branch
Планета Суши,,Рестораны; Суши-бары; Доставка еды,"площадь Тверская Застава, 7 ст1",1 этаж,125047.0,Тверской,Москва,Москва,4.8,4.0,55.776293,37.58197,branch
Планета Суши,,Рестораны; Суши-бары,"Селезнёвская улица, 30 к Б-В",2 этаж,127473.0,Тверской,Москва,Москва,4.9,113.0,55.780907,37.611698,branch
Планета Суши,,Рестораны; Суши-бары,"Павелецкая площадь, 1а ст1",1 этаж; ресторан IL Патио,115114.0,Замоскворечье,Москва,Москва,4.6,116.0,55.729696,37.637427,branch
Планета Суши,,Суши-бары,"шоссе Энтузиастов, 12 ст2",3 этаж,111024.0,Лефортово,Москва,Москва,4.9,241.0,55.747516,37.705335,branch
Плов Хаус,кафе,Кафе; Доставка еды,"Балакиревский переулок, 23",1 этаж,105082.0,Басманный,Москва,Москва,4.8,13.0,55.778184,37.689245,branch
Плов центр,кафе,Кафе,"Новая Басманная улица, 30",,105066.0,Басманный,Москва,Москва,4.1,2.0,55.769628,37.667333,branch
Плов-центр,кафе узбекской кухни,Кафе,"Новослободская улица, 46",1 этаж,127055.0,Тверской,Москва,Москва,2.2,12.0,55.785949,37.595419,branch
Пловно-Сытно,кафе халяльной кухни,Кафе; Доставка еды,"Большая Серпуховская улица, 58",1 этаж,115093.0,Даниловский,Москва,Москва,4.6,48.0,55.720032,37.62617,branch
Пляж,летнее кафе,Кафе,,,119049.0,Якиманка,Москва,Москва,2.9,37.0,55.724371,37.593183,branch
По бургеру,закусочная,Кафе; Быстрое питание,"2-я Звенигородская улица, 12 ст23",,123100.0,Пресненский,Москва,Москва,3.0,1.0,55.762653,37.556579,branch
По Чесноку,ресторан,Рестораны; Доставка еды,"2-й Смоленский переулок, 1/4",1 этаж,121099.0,Арбат,Москва,Москва,4.8,218.0,55.747127,37.581741,branch
По Чесноку,ресторан,Рестораны; Доставка еды,"Бакунинская улица, 69 ст1",1 этаж,105082.0,Басманный,Москва,Москва,4.9,244.0,55.779354,37.691506,branch
По Чесноку,ресторан,Рестораны; Доставка еды,"Кожевническая улица, 7 ст1",2 этаж,115114.0,Замоскворечье,Москва,Москва,4.9,638.0,55.730521,37.645322,branch
Под ведьмачьим мечом,таверна,Кафе,"Камергерский переулок, 5/7","цокольный, 3 этаж",125009.0,Тверской,Москва,Москва,4.3,145.0,55.760495,37.614735,branch
Под мухой,кафе-бар,Кафе; Бары,"Страстной бульвар, 6 ст2",цокольный этаж,125375.0,Тверской,Москва,Москва,4.3,227.0,55.765566,37.609336,branch
ПоДвал,гастропаб,Кафе; Бары,"1-й Хорошёвский проезд, 2/17",цокольный этаж,125284.0,Хорошёвский,Москва,Москва,4.4,7.0,55.777226,37.549819,branch
Подвал бродячей собаки,бар,Бары,"1-я Тверская-Ямская улица, 8",цокольный этаж,125047.0,Тверской,Москва,Москва,4.4,13.0,55.771974,37.59344,branch
Подкоп,спорт-бар,Бары,"Подкопаевский переулок, 4 ст7",1 этаж,109028.0,Басманный,Москва,Москва,4.6,25.0,55.753652,37.64167,branch
Подозрительные лица,бар,Кафе; Рюмочные; Бары,"Пятницкая улица, 2/38 ст1",1 этаж,115035.0,Замоскворечье,Москва,Москва,4.7,40.0,55.745721,37.626498,branch
Подъезд,бар,Бары; Ночные клубы,"улица Фридриха Энгельса, 21",цокольный этаж,105005.0,Басманный,Москва,Москва,2.7,4.0,55.77276,37.683048,branch
Поле,кафе и гастрономическая лавка,Кафе,"Зубовская площадь, 3 ст1",1 этаж,119021.0,Хамовники,Москва,Москва,,,55.738056,37.585655,branch
Поле,ресторан современной авторской кухни,Рестораны,"Зубовская площадь, 3 ст1",1 этаж,119021.0,Хамовники,Москва,Москва,4.8,10.0,55.737816,37.584827,branch
Политех,коктейль-бар,Кафе; Бары,"Лубянский проезд, 5 ст1",2 этаж,101000.0,Басманный,Москва,Москва,4.8,76.0,55.758624,37.629467,branch
Полная кружка,пивной бар,Кафе; Бары,"Нижняя Радищевская улица, 10 ст1",2 этаж,109240.0,Таганский,Москва,Москва,3.9,40.0,55.742434,37.652279,branch
Полотно,пышка-бар,Кафе,"Бауманская улица, 56/17 ст1",,105005.0,Басманный,Москва,Москва,5.0,3.0,55.768795,37.678886,branch
Польза,кафе,Кафе,"Нижняя Красносельская улица, 35 ст59",2 этаж,105066.0,Басманный,Москва,Москва,5.0,4.0,55.776699,37.674941,branch
Пороселло,кафе-бар,Кафе; Бары; Доставка еды,"Бауманская улица, 42",1 этаж,105005.0,Басманный,Москва,Москва,4.6,98.0,55.770826,37.678874,branch
Пороселло,кафе-бар,Кафе; Бары; Доставка еды,"Сущёвская улица, 21 ст7",1 этаж,127030.0,Тверской,Москва,Москва,4.6,73.0,55.782327,37.599856,branch
Порта Росса,ресторан,Рестораны,"Каланчёвский тупик, 9 ст2",цокольный этаж,107078.0,Красносельский,Москва,Москва,4.6,25.0,55.770628,37.649168,branch
Порто Миконос,греческий ресторан,Рестораны; Доставка еды; Кейтеринг,"Сущёвская улица, 27 ст2",2 этаж; справа от студии Пальчики,127030.0,Тверской,Москва,Москва,4.8,118.0,55.782912,37.601336,branch
Последняя капля,рюмочная,Бары; Рюмочные,"Малый Палашёвский переулок, 6",цокольный этаж,123104.0,Тверской,Москва,Москва,4.8,19.0,55.765098,37.602389,branch
Почтмейстер,ресторан,Кафе,"улица Арбат, 47/23",цокольный этаж,119002.0,Арбат,Москва,Москва,3.8,34.0,55.74808,37.587678,branch
Пошаблим,ресторан,Рестораны; Бары; Доставка еды,"Ленинградский проспект, 12",1-2 этаж,125040.0,Беговой,Москва,Москва,4.8,83.0,55.780142,37.578818,branch
Правда?,бар,Кафе; Бары,"Садовая-Самотечная улица, 4а",,127051.0,Тверской,Москва,Москва,4.7,7.0,55.773077,37.613214,branch
Пражка,паб-ресторан,Рестораны; Бары; Доставка еды,"Воронцовская улица, 35Б к2",1 этаж,109147.0,Таганский,Москва,Москва,4.6,105.0,55.733996,37.662983,branch
Практика by Ast,бар,Бары,"Чистопрудный бульвар, 10 ст1",цокольный этаж,101000.0,Басманный,Москва,Москва,4.8,8.0,55.762226,37.642496,branch
Практика by ast,бар,Бары,"Новорязанская улица, 23 ст1",1 этаж,105066.0,Красносельский,Москва,Москва,5.0,1.0,55.772669,37.663036,branch
Практика by Darvin,винный бар,Кафе; Бары; Доставка еды,"Садовая-Самотечная улица, 18 ст1",1 этаж,127051.0,Тверской,Москва,Москва,4.8,32.0,55.773214,37.618724,branch
Практика by Darvin,винный бар,Кафе; Бары; Доставка еды,"улица Малая Дмитровка, 6 ст1",цокольный этаж,127006.0,Тверской,Москва,Москва,4.4,61.0,55.767778,37.606562,branch
Практика by Darvin,винный бар,Кафе; Бары,"Большая Грузинская улица, 39",1 этаж,123056.0,Пресненский,Москва,Москва,4.4,46.0,55.770586,37.581715,branch
Практика кофе,кофейня,Кофейни; Кафе-кондитерские,"Комсомольский проспект, 33/11",,119146.0,Хамовники,Москва,Москва,4.0,4.0,55.724054,37.578731,branch
Преснявары,магазин разливного пива,Бары; Доставка еды,"Столярный переулок, 7 ст1",1 этаж,123022.0,Пресненский,Москва,Москва,3.9,15.0,55.763762,37.56572,branch
Приличные люди,,Рестораны,"улица Сергия Радонежского, 23-25 ст1",1 этаж,105120.0,Таганский,Москва,Москва,4.7,10.0,55.746994,37.678527,branch
Примавера,ресторан,Рестораны,"улица Шаболовка, 17",1 этаж,119049.0,Якиманка,Москва,Москва,4.5,34.0,55.724004,37.611288,branch
Притча,ресторан русской кухни,Рестораны; Бары,"Смоленская площадь, 6",,121099.0,Арбат,Москва,Москва,5.0,1.0,55.748612,37.583211,branch
Притяжение,бар,Бары,"Денисовский переулок, 30 ст1",1 этаж,105005.0,Басманный,Москва,Москва,,,55.766896,37.677871,branch
Притяжение,диско-клуб,Бары; Ночные клубы,"Доброслободская улица, 21",цокольный этаж,105066.0,Басманный,Москва,Москва,2.2,17.0,55.765581,37.675562,branch
Пробка,гриль-бар,Кафе; Бары; Доставка еды,"Мясницкая улица, 24/7 ст1",1 этаж,101000.0,Басманный,Москва,Москва,4.1,72.0,55.762341,37.635106,branch
Пробка и штопор,винный бар,Бары,"Большой Патриарший переулок, 8 ст1",1 этаж,123001.0,Пресненский,Москва,Москва,4.1,8.0,55.762864,37.592532,branch
Прогресс,бар,Бары,"улица Гиляровского, 68 ст1",1 этаж,129110.0,Мещанский,Москва,Москва,4.3,17.0,55.788854,37.633339,branch
Прогресс,бар,Кафе; Бары; Доставка еды,"улица Пресненский Вал, 38 ст1",1 этаж,123557.0,Пресненский,Москва,Москва,3.5,21.0,55.771369,37.570298,branch
Проточный,кафе-бар,Кафе; Бары,"Проточный переулок, 2",,121099.0,Арбат,Москва,Москва,3.7,15.0,55.750456,37.582418,branch
Профиль,ресторан,Кафе; Доставка еды,"Пятницкая улица, 58 ст1",1-2 этаж,115184.0,Замоскворечье,Москва,Москва,1.4,1.0,55.733511,37.627313,branch
Профсоюз,авторское барное объединение,Бары,"Новослободская улица, 16а",1 этаж,127030.0,Тверской,Москва,Москва,4.6,268.0,55.782332,37.600307,branch
Прошуттерия,итальянский ресторан,Рестораны,"Новослободская улица, 24а ст2",,127055.0,Тверской,Москва,Москва,4.6,141.0,55.782978,37.599258,branch
Пряная Вишня,бар,Бары,"Новослободская улица, 34/2",,127055.0,Тверской,Москва,Москва,5.0,11.0,55.78398,37.59722,branch
Птицасиница,паб,Бары,"Большой Спасоглинищевский переулок, 3 ст5",2 этаж,101000.0,Басманный,Москва,Москва,4.5,58.0,55.756387,37.635234,branch
Публика,кафе-бар,Кафе; Бары; Доставка еды; Банкетные залы,"Старая Басманная улица, 18 ст4",,105066.0,Басманный,Москва,Москва,4.6,46.0,55.766435,37.663657,branch
Пуримания,кафе,Кафе; Доставка еды,"Гончарная набережная, 9/16 ст2",1 этаж,115172.0,Таганский,Москва,Москва,3.3,18.0,55.737314,37.649786,branch
Путь барашка,ресторан,Рестораны; Доставка еды,"площадь Киевского вокзала, 2",3 этаж,121059.0,Дорогомилово,Москва,Москва,4.3,92.0,55.744986,37.567301,branch
Пушкарёв,кафе,"Кафе; Бары; Аренда концертных площадок; Театральные, концертные мероприятия","Пушкарёв переулок, 9",цокольный этаж,107045.0,Мещанский,Москва,Москва,4.5,21.0,55.768962,37.627535,branch
Пушкинъ у фонтана,кафе,Кафе; Кондитерские изделия,"Красная площадь, 3",1 этаж,109012.0,Тверской,Москва,Москва,4.6,70.0,55.754776,37.621637,branch
Пхукет,кафе тайской кухни,Кафе,"Дубининская улица, 55 к1 ст2",,115054.0,Даниловский,Москва,Москва,,,55.721826,37.63586,branch
Пэпэ,кафе здорового питания,Кафе,"Пресненская набережная, 2",,123112.0,Пресненский,Москва,Москва,5.0,4.0,55.750113,37.542611,branch
Пэпэ,кафе здорового питания,Кафе,"улица Костикова, 4 к3",,123100.0,Пресненский,Москва,Москва,,,55.761034,37.556134,branch
Равиоли,кафе,Кафе; Доставка еды,"Большая Филёвская улица, 4",1 этаж,121087.0,Филёвский парк,Москва,Москва,4.9,166.0,55.753611,37.512293,branch
Радио,гастрономический ресторан,Рестораны,"2-я Бауманская улица, 9/23 ст3",1 этаж,105005.0,Басманный,Москва,Москва,4.3,40.0,55.763908,37.682779,branch
Разведка,кафе-бар-музей,Кафе; Доставка еды; Бары,"Новая площадь, 10",цокольный этаж,109012.0,Тверской,Москва,Москва,4.5,125.0,55.757989,37.627477,branch
Разные зёрна,кафе,Кафе; Доставка еды,"Трифоновская улица, 2/14",1 этаж,127055.0,Марьина Роща,Москва,Москва,4.9,32.0,55.788159,37.6111,branch
Раки и гады,,Рестораны,"Комсомольский проспект, 42 ст1",,119048.0,Хамовники,Москва,Москва,4.3,6.0,55.721182,37.573174,branch
Раки&пиво,бар,Бары; Доставка еды; Быстрое питание,"Тишинская площадь, 1 ст1",66 место; 2 этаж,123056.0,Пресненский,Москва,Москва,4.0,4.0,55.769421,37.582889,branch
Раковарня на Трёхгорке,ресторан,Рестораны; Доставка еды; Бары; Караоке-залы,"Рочдельская улица, 15 ст30",1 этаж,123376.0,Пресненский,Москва,Москва,4.8,110.0,55.755837,37.561228,branch
Раковая на Маяковке,ресторан,Рестораны; Бары; Банкетные залы; Доставка еды,"Большая Садовая улица, 5 к1",1 этаж,123001.0,Пресненский,Москва,Москва,4.8,59.0,55.769742,37.592031,branch
Раковая на Таганке,ресторан,Рестораны; Бары; Доставка еды,"Краснохолмская набережная, 1/3",,115172.0,Таганский,Москва,Москва,4.8,100.0,55.735597,37.649856,branch
Раковая на Усачёва,ресторан,Рестораны; Бары; Доставка еды,"улица Усачёва, 22",1 этаж,119048.0,Хамовники,Москва,Москва,4.6,45.0,55.727764,37.570191,branch
Рама,,Кафе,"Михайловский проезд, 1 ст1",,109029.0,Нижегородский,Москва,Москва,5.0,1.0,55.731682,37.686316,branch
Рамен по-Ланьчжоуски,кафе,Кафе,"Новослободская улица, 4",3 этаж,127055.0,Тверской,Москва,Москва,3.5,2.0,55.779918,37.60137,branch
Рамен-клаб,раменная,Кафе; Доставка еды,"Пятницкая улица, 82/34 ст1",1 этаж,115184.0,Замоскворечье,Москва,Москва,4.2,53.0,55.730261,37.625373,branch
Рамен-клаб,раменная,Кафе; Доставка еды,"Садовническая набережная, 75",1 этаж,115035.0,Замоскворечье,Москва,Москва,3.7,52.0,55.736622,37.640455,branch
Раскол,викинг бар,Кафе; Бары,"Новослободская улица, 18",цокольный этаж,127055.0,Тверской,Москва,Москва,4.3,64.0,55.782269,37.599386,branch
Рассвет,бар,Рестораны; Бары,"Столярный переулок, 3 к13",1 этаж,123022.0,Пресненский,Москва,Москва,4.9,21.0,55.764626,37.568665,branch
Рассольников,ресторан,Рестораны; Доставка еды; Караоке-залы,"проспект Мира, 68 ст1а",1 этаж,129110.0,Мещанский,Москва,Москва,4.1,43.0,55.787601,37.635795,branch
Рахат,кафе,Кафе,"улица Сущёвский Вал, 46",1 этаж,127018.0,Марьина Роща,Москва,Москва,4.3,29.0,55.792764,37.612474,branch
Рахмат,чайхана,Кафе; Доставка еды,"Краснопрудная улица, 22/24",цокольный этаж,107140.0,Красносельский,Москва,Москва,3.4,45.0,55.779205,37.666199,branch
Ре:зиденция,,Бары; Ночные клубы,"Мясницкая улица, 41 ст3",1 этаж,101000.0,Красносельский,Москва,Москва,,,55.768288,37.642743,branch
Реберная №1,гриль-бар,Кафе; Бары; Доставка еды,"Климентовский переулок, 10 ст2",1-2 этаж,115035.0,Замоскворечье,Москва,Москва,3.8,33.0,55.741067,37.6275,branch
Реберная №1,гриль-бар,Кафе; Бары; Доставка еды,"Русаковская улица, 27",1 этаж,107113.0,Сокольники,Москва,Москва,4.2,120.0,55.787026,37.677341,branch
Реберная №1,гриль-бар,Кафе; Бары; Доставка еды,"Театральная площадь, 5 ст2",,109012.0,Тверской,Москва,Москва,4.3,412.0,55.757149,37.620852,branch
Реджина,бар,Бары,"Большой Спасоглинищевский переулок, 9/1 ст10",1 этаж; вход в арку,101000.0,Басманный,Москва,Москва,4.2,13.0,55.754981,37.637202,branch
Резиденция,ресторан-бар,Рестораны; Бары,"Новослободская улица, 16а",,127030.0,Тверской,Москва,Москва,2.4,8.0,55.782231,37.599834,branch
Ресторан,,Рестораны,"Банный переулок, 3",1 этаж,129110.0,Мещанский,Москва,Москва,,,55.786845,37.637516,branch
Ресторан 360,панорамный ресторан,Рестораны,"Пресненская набережная, 12",89 этаж,123112.0,Пресненский,Москва,Москва,4.6,131.0,55.749515,37.537707,branch
Ресторан на Воробьевых горах,,Рестораны,"улица Косыгина, 20",2 этаж,119334.0,Раменки,Москва,Москва,3.0,2.0,55.706912,37.553719,branch
Ресторан на Казачьем,,Рестораны; Банкетные залы,"1-й Казачий переулок, 4",1 этаж; комплекс Отель на Казачьем,119017.0,Якиманка,Москва,Москва,3.8,3.0,55.735176,37.62358,branch
Ресторан при отеле Сретенская,,Рестораны; Банкетные залы,"улица Сретенка, 15",1 этаж,107045.0,Мещанский,Москва,Москва,4.6,2.0,55.769084,37.63193,branch
Риальто,итальянский ресторан,Рестораны; Доставка еды,"Большой Факельный переулок, 9/11",,109147.0,Таганский,Москва,Москва,4.9,27.0,55.741393,37.665026,branch
Рива,ресторан,Кафе; Рестораны,"Воробьёвская набережная, 2Б ст1",,119334.0,Раменки,Москва,Москва,4.4,30.0,55.711312,37.547397,branch
Римляне,пиццерия,Кафе; Пиццерии,"Неглинная улица, 16/2 ст4",1 этаж,107031.0,Мещанский,Москва,Москва,4.2,28.0,55.765277,37.620556,branch
