title,lat,lon,avg_price,capacity
Шоколадница,55.845716,37.660536,850,35
Шоколадница,55.825729,37.627964,850,
Шоколадница,55.847158,37.637672,850,80
Шоколадница,55.814407,37.601515,850,65
Шоколадница,55.865201,37.661458,850,60
Шоколадница,55.832756,37.61935,850,70
Шоколадница,55.780527,37.600148,850,27
Шоколадница,55.795249,37.617414,850,68
Шоколадница,55.88795,37.662319,850,54
Шоколадница,55.808445,37.636455,850,60
Шоколот,55.832756,37.61935,1500,40
Штолле,55.782425,37.598513,450,5
Штолле,55.811211,37.638549,1100,20
Шукур,55.849309,37.588943,,
Эне-сай,55.895818,37.683452,890,350
Якитория,55.870713,37.640415,1450,100
Яккатут,55.862919,37.661447,500,50
Яуза,55.876103,37.61526,1000,50
#шашлык100,55.814011,37.733352,850,50
1001 плов,55.818759,37.752006,550,18
15-й шар,55.795629,37.700005,1800,
1715,55.737412,37.811549,1200,30
7Нур,55.811284,37.812584,500,20
Ala-too,55.807225,37.777245,500,130
Alibi,55.700866,37.851598,550,50
Ashokas,55.710897,37.812546,350,
Bek&burger,55.805787,37.844957,500,36
Black cat,55.807931,37.799206,1500,50
Boncake,55.752513,37.876621,1200,50
Brothers Food Street,55.787259,37.852341,800,50
Bulldog Bar,55.812048,37.82558,3000,50
Catering city,55.738257,37.765241,350,35
Cccp,55.78704,37.723544,,
Chips`n`kale,55.797222,37.675881,700,20
Coffee Way,55.754786,37.887456,250,4
Coffee&Tea,55.738006,37.764483,250,40
Com Pho,55.722759,37.824502,600,24
Cosmo burgers,55.756452,37.711796,400,10
Crafted grill bar,55.795465,37.678117,1000,80
Crowley,55.795173,37.713282,1000,70
Dark Side шаурма&гриль,55.795418,37.700427,550,10
DoramaNd,55.69833,37.879649,,12
Drive,55.706855,37.906326,400,4
Duckstar's,55.796352,37.719326,1000,50
Evcalipt,55.74016,37.860831,,
Family Villa,55.712987,37.844944,1000,150
Family Villa,55.811367,37.801847,1000,72
Fattoh,55.703466,37.834175,,
Gallery Lounge,55.803195,37.793594,1350,
Garden Coffe,55.807317,37.739511,700,31
Good Choice,55.743287,37.859661,,
Grays,55.775144,37.847056,1500,30
Greenpark Sokolniki,55.794211,37.674374,1450,120
Hanoi,55.808944,37.757917,1000,16
Hatimaki,55.69757,37.859359,1150,34
Il mio,55.813142,37.799323,1200,30
Indian delight,55.793644,37.806347,800,
Italiano vero,55.809442,37.729915,890,
Jc Burger,55.71306,37.878159,1500,25
Kitchen,55.751247,37.868886,1100,60
La famiglia,55.750038,37.87135,800,35
Les,55.811537,37.834477,850,45
Life food cafe,55.742431,37.835135,550,18
Lobby bar,55.789615,37.747355,600,50
Lock Stock,55.794499,37.705822,1500,80
Madame Van,55.782654,37.723476,700,
Mati,55.711603,37.933667,1250,30
MC Karaoke Club,55.705402,37.892996,1000,60
Mixx club,55.70558,37.893887,1500,40
Mosdyrym,55.740909,37.818514,550,
Nabat,55.80315,37.789649,360,50
Naturalyti,55.803849,37.753598,650,6
Nicepricecafe,55.783544,37.721211,,
Norme,55.803369,37.6866,1000,75
Norme,55.804773,37.681617,1000,32
O! Pho bo,55.784544,37.721882,800,50
Palla,55.803904,37.681905,800,32
Pandora,55.724106,37.825779,,
Pandora lounge,55.809002,37.758803,2000,80
Pap`sBurger,55.803502,37.744988,700,34
Pecorino,55.702929,37.8457,1500,100
Pero,55.739521,37.772275,2500,40
Pho 34,55.754454,37.752596,,
Pho ba dinh,55.815955,37.691249,1200,20
Pho-house,55.79055,37.679817,1500,24
Poolroom,55.734547,37.831483,1300,50
Prime,55.795173,37.713282,300,
Pronto pizza,55.720278,37.82191,1100,100
Pronto pizza,55.747606,37.861806,1100,105
Rampstroy cafe,55.760414,37.751855,700,
Red Stars,55.739572,37.779658,200,
Rice&sticks,55.788699,37.748339,1000,34
Rodina,55.81065,37.711508,300,24
Select,55.822562,37.875343,350,12
Since 1957,55.795697,37.674436,900,200
Subjoy,55.751003,37.783592,300,
Subjoy,55.794665,37.711836,300,35
Subjoy,55.789678,37.748485,300,30
Substance,55.754067,37.709903,2500,100
The Red,55.718482,37.824935,250,13
TortikVam,55.792149,37.787881,1300,
True Cost,55.795076,37.712182,1250,250
Vanana lounge,55.804127,37.800573,1500,100
Vitae healthy food,55.741922,37.801519,650,56
Vлаvаше,55.724113,37.77662,400,26
Youko,55.811057,37.800214,700,
Yum Thai Kitchen,55.751673,37.820008,600,
Азбука Вкуса,55.804448,37.761416,300,10
Азбука Вкуса,55.696443,37.85286,550,6
Азбука Еды,55.821498,37.875491,1400,25
Азия,55.799438,37.791812,500,80
Азия,55.814305,37.773016,450,
Алло! Пицца,55.757788,37.712265,1000,
Алло! Пицца,55.806834,37.801185,1000,48
Алло! Пицца,55.786517,37.735458,1000,50
Аль Мадина,55.801368,37.74798,400,40
Аль халяль,55.691899,37.88046,350,40
Амродияб,55.801368,37.74798,400,30
Андерcон,55.781222,37.751977,1500,60
АндерСон,55.698829,37.845092,1450,80
АндерСон,55.744185,37.79446,1450,56
Ани,55.715132,37.892468,850,35
Анненфельд,55.819873,37.79759,1500,110
Ареал,55.750628,37.755718,500,60
Archa,55.698041,37.877814,700,
Аура,55.716892,37.794111,500,
Ашлянфу,55.794788,37.698794,600,50
Бабушка Нóра,55.774599,37.737429,1200,24
Базилик,55.78423,37.850344,350,14
Бай казан,55.811818,37.79812,500,60
Баку 007,55.778419,37.8538,250,30
Баракат,55.785412,37.854731,500,14
Баракат,55.814277,37.772521,400,46
Баракат,55.715578,37.881473,250,
Баракат,55.715516,37.881151,500,40
Баракат-95,55.753611,37.753111,490,50
Бегели,55.749693,37.865538,450,30
Безе,55.736256,37.804275,,14
Белый кот,55.746309,37.720208,1300,30
Березка,55.830168,37.811149,1350,700
Беш манты,55.811095,37.799465,550,
Беш-Бармак,55.792969,37.74754,800,60
Богород,55.819239,37.723054,1000,70
Бол бол фуд,55.81023,37.787795,900,40
Бульвар. Шашлык-сити,55.79722,37.792595,1000,40
Бунгалoff,55.690552,37.863216,1500,70
Бурка,55.816144,37.690873,700,50
В окошках,55.79556,37.787926,1000,35
Ваня и Гоги,55.744964,37.794324,1100,40
Вареничная №1,55.783159,37.72021,1100,132
Вах! Хинкали,55.760482,37.737729,1050,20
Великие,55.808289,37.758671,1350,
Веранда,55.732086,37.820638,700,50
Вескор,55.793331,37.698229,350,50
Виват Пицца,55.803141,37.785757,700,48
Вишнёвый сад,55.740141,37.861244,,
Вкус востока,55.804087,37.760064,300,12
ВкусВилл,55.740927,37.882741,,
ВкусВилл,55.793104,37.800414,550,9
ВкусВилл,55.699761,37.879936,,3
ВкусВилл,55.701706,37.846137,300,
ВкусВилл,55.79291,37.819416,,9
ВкусВилл,55.753358,37.881284,500,4
ВкусВилл,55.697973,37.848556,300,10
ВкусВилл,55.798295,37.76891,500,8
ВкусВилл,55.756187,37.77672,600,4
ВкусВилл,55.759249,37.738855,400,3
ВкусВилл,55.808048,37.760488,500,20
ВкусВилл,55.795047,37.710906,300,9
ВкусВилл,55.797628,37.72173,200,
ВкусВилл,55.753263,37.715889,350,26
ВкусВилл,55.793261,37.692207,500,6
ВкусВилл,55.714714,37.8833,200,4
ВкусВилл,55.751139,37.817775,450,4
ВкусВилл,55.745224,37.788609,500,12
ВкусВилл,55.80346,37.725758,350,4
ВкусВилл,55.810239,37.704257,200,
ВкусВилл,55.751199,37.789617,500,4
ВкусВилл,55.743693,37.863173,200,
ВкусВилл,55.751228,37.869964,200,
ВкусВилл,55.803521,37.817562,350,15
ВкусВилл,55.735405,37.829673,200,
ВкусВилл,55.782667,37.723804,400,4
ВкусВилл,55.796474,37.812265,450,16
ВкусВилл,55.796494,37.799862,400,8
ВкусВилл,55.796912,37.675411,,
Вкусная Грузия,55.822523,37.823355,500,60
Вкусно Как Дома!,55.790998,37.7487,500,31
"Вкусно, как дома",55.723304,37.823444,1000,50
Вкусный Вьетнам,55.783522,37.720655,,
Во! Хинкали,55.792485,37.790607,650,24
Восток,55.759653,37.715831,550,13
Восток,55.806526,37.770356,350,24
Восток,55.748398,37.77618,500,40
Восток,55.750835,37.70829,800,30
Восток-А,55.792422,37.719238,500,22
Восточное кафе,55.789403,37.748384,,20
Встречасто,55.698635,37.878071,500,40
Высокий градус,55.805919,37.75479,1050,30
Вьет Лотос,55.751468,37.816393,,
Вьетнамка,55.747536,37.873541,650,16
Вьетпоинт,55.785161,37.85179,700,26
Гамбринус,55.755693,37.776007,1700,60
Гогиели,55.74948,37.718915,950,45
Грузинский вкус,55.697752,37.848958,450,
Грузинское кафе,55.778654,37.854255,,
Гурман,55.783057,37.734459,1500,180
Гурман house,55.788685,37.748972,700,50
Гурман house,55.750942,37.819585,650,
Дагестанские истории,55.788239,37.749403,800,20
Дастархан,55.798402,37.697003,500,30
Дастархан,55.817772,37.714339,400,40
Дачное Кусково,55.734538,37.799213,700,
Девичья башня,55.807022,37.812273,1500,80
Дедас пури,55.75411,37.877798,950,25
Джонджоли,55.80348,37.800061,1800,134
Долина,55.778611,37.736207,550,18
Дрова @ угли,55.734352,37.75277,350,50
Дружба,55.820603,37.797554,500,
Евровосток,55.803505,37.753632,450,36
Екатерина,55.796076,37.751413,700,50
Жарить и пить,55.790694,37.749048,1400,158
Зарафшан,55.717613,37.792795,700,50
Захотелось,55.773573,37.821165,1100,36
Зацепин,55.739155,37.768702,1750,25
Здрасте,55.798529,37.713251,,
Здрасте,55.733878,37.738944,1450,20
Здрасте,55.805416,37.752445,1450,37
Здрасте,55.78594,37.851224,1450,30
Здрасте,55.817583,37.74894,1450,10
Здрасте,55.699501,37.880441,1450,12
Идиллия,55.811745,37.718324,500,40
Изюм,55.755454,37.797988,500,40
Имонуца,55.758833,37.709324,900,28
История Вкуса,55.776263,37.737759,1000,30
Ихлас,55.81107,37.797001,650,90
Кант,55.806194,37.841795,,
Карло,55.783172,37.720578,1300,
Кафе,55.71388,37.878124,,
Кафе,55.713706,37.873578,,
Кафе,55.805701,37.804782,,
Кафе,55.748606,37.88722,400,20
Кафе,55.750777,37.757165,,
Кафе,55.713776,37.943982,,
Кафе,55.791522,37.748013,1000,
Кафе,55.714508,37.819464,,
Кафе,55.764745,37.793792,700,50
Кафе,55.819784,37.785875,350,40
Кафе,55.704826,37.834777,500,20
Кафе,55.741425,37.89054,400,40
Кафе,55.76385,37.777602,650,
Кафе,55.723864,37.798174,300,16
Кафе,55.777417,37.859219,350,16
Шурпа и лагман,55.788691,37.748155,,
Кафе-бистро,55.70349,37.834034,,
Кафе-пекарня,55.758557,37.75016,,
Кафе-столовая,55.749876,37.728215,300,80
Кафе-хинкальная,55.745371,37.857857,1400,400
Кафе-хинкальная,55.790513,37.74975,1400,55
Кечи,55.829469,37.816009,1350,130
Ким энд Фо,55.722735,37.778363,650,30
Киргизия,55.815135,37.773109,350,
Киргизия,55.748123,37.766813,850,100
Китайская кухня,55.798435,37.765375,400,30
Кобзарь,55.726769,37.771683,1500,130
Конфетерий,55.749831,37.71151,550,20
Крошка картошка,55.793968,37.806678,350,
Крошка картошка,55.751608,37.819988,500,329
Крошка картошка,55.743109,37.864067,450,6
Крошка картошка,55.804057,37.800947,450,
Крошка картошка,55.809405,37.729984,350,
Крошка картошка,55.713521,37.84332,550,
Крошка картошка,55.724096,37.825243,400,
Крошка картошка,55.811181,37.799903,550,
Крошка картошка,55.810654,37.830724,450,
Крошка картошка,55.714454,37.883422,600,
Крошка картошка,55.751676,37.886826,550,
Крошка картошка,55.762693,37.844922,350,
Крошка картошка,55.788239,37.749403,350,16
Крошка картошка,55.783052,37.722015,400,
Кулинарная лавка,55.718055,37.783893,500,
Кюрдамир,55.82043,37.758766,700,100
Лаззат,55.74024,37.82722,350,20
Лаззат,55.809786,37.794027,500,60
Лаззат,55.809784,37.797342,350,50
Лаззат Хаус,55.75018,37.787697,650,150
Латте,55.754769,37.756582,,
Легенда,55.805787,37.773991,,
Легенды,55.725748,37.82644,600,20
Лемонграсс,55.787937,37.732789,1200,60
ЛесНой,55.830175,37.81691,1150,45
Ли,55.717145,37.795671,500,30
Ли,55.718129,37.783653,850,
Лимон,55.741175,37.767637,,50
Лобби бар Вега,55.790742,37.747464,1000,55
Луч,55.75951,37.771975,800,120
Ля фантази,55.795173,37.713282,1250,30
М@сквичи,55.738247,37.829195,1500,100
Мадам Безе,55.765207,37.732025,,
МакЛарен`с Паб,55.800807,37.708679,1550,100
Маленькая Италия,55.81095,37.741821,1500,32
Малиновка,55.794917,37.678739,2000,120
Манас,55.734127,37.752811,500,30
Манас,55.752503,37.723819,,
Манас,55.809356,37.781251,350,150
Мангал,55.771201,37.832888,400,32
Мангал House,55.74894,37.771308,1500,70
Манго,55.795754,37.709625,800,24
Мао Тим,55.762418,37.785132,1150,24
Матрёшка,55.760069,37.765283,400,60
Матрёшка,55.792228,37.74928,1000,100
Мелиса,55.814277,37.772521,400,80
Мелодия,55.784608,37.750929,700,24
Мельница,55.794091,37.750029,1350,25
Мельница пицца,55.753003,37.879645,800,34
Меркурий,55.753435,37.72478,400,35
Мидийное место,55.811179,37.79979,1700,
Монастырский дворик,55.79152,37.716616,,
Моремания,55.762777,37.844346,950,
Моремания,55.754768,37.752404,950,50
Московский дворик,55.785082,37.730942,850,50
МС Кебаб,55.705622,37.893931,900,16
Мтевани,55.807017,37.799911,1350,50
Му-Му,55.810856,37.801778,450,50
Му-Му,55.78318,37.720392,450,
Мундуз,55.814193,37.772592,900,32
Мэджик Лэнд,55.723246,37.779237,,
На луне,55.712809,37.928317,1500,30
Набат,55.809145,37.841362,800,250
Нават,55.806582,37.840559,800,80
Натахтари,55.810878,37.800435,1450,95
Никольское,55.751251,37.888475,1500,100
Нияма,55.751507,37.886563,1300,
Нияма,55.788593,37.750387,1300,
Нияма,55.763104,37.845056,1300,
Нур,55.71442,37.898346,500,200
Нур,55.71121,37.934824,700,
Нут,55.755302,37.844593,350,56
Оазис,55.80028,37.716484,1000,20
Облепиха,55.815554,37.687794,,
Обухов,55.792683,37.772298,550,26
Однажды в Самарканде,55.750853,37.859213,1500,100
Оливка,55.791002,37.686404,300,35
Он пришел,55.797043,37.763875,1500,27
От Армани,55.713876,37.836674,500,
Ош,55.753093,37.819286,650,150
Панорама,55.719722,37.858066,1500,60
Пантера,55.810912,37.717984,1500,96
Папа Журди,55.74653,37.862825,450,45
Папуас,55.761142,37.717717,550,15
Парк,55.802326,37.821305,500,35
Паша донер,55.788247,37.747968,300,20
Пельмени,55.752697,37.818103,550,30
Пиво Еда Люди,55.793176,37.682939,,
Пирол,55.711234,37.861135,,
Пицца Императрица,55.720561,37.899442,850,35
ПиццаФабрика,55.723441,37.772256,450,
Планета боулинг,55.792228,37.74928,590,70
Плов манты,55.734706,37.752706,600,12
Плов центр,55.712815,37.928228,600,40
Плов центр,55.74939,37.879453,350,40
Плов.Point,55.733511,37.861919,1500,50
Плов&Лагман,55.718015,37.826341,500,32
Плюшка,55.794301,37.749308,,
Повод Есть,55.749902,37.770496,1400,100
Поминки,55.74747,37.872514,,
Причал,55.696686,37.887174,2000,120
Пять звезд,55.740343,37.784319,300,40
Ра Пата,55.723812,37.777525,1500,45
Ранние пташки,55.791623,37.805396,600,30
Ранчо,55.762744,37.845008,800,110
Рахат,55.783383,37.733969,650,42
Рахат,55.718804,37.785721,450,68
Реновация,55.793057,37.820879,1450,60
Рецепт,55.800013,37.727602,550,12
Рецепт,55.72322,37.822586,550,17
Рецепт,55.725798,37.806901,,20
Роллофф,55.700464,37.881132,1500,20
Рюмочная,55.811169,37.800052,600,30
Саамо,55.793549,37.803691,1500,45
Сабр,55.716307,37.813493,660,
Самарканд,55.70356,37.833707,350,14
Самарканд,55.714245,37.820141,500,60
Самарканд-сити,55.751083,37.716189,800,250
Сармат,55.789698,37.748493,1200,50
Севгилим,55.814351,37.694572,1000,300
Семейный очаг,55.700147,37.883614,1000,40
Семейный форт,55.816665,37.702374,1650,
Сирень,55.793378,37.674596,2500,300
Сказка,55.749866,37.866972,1500,70
Смакидзе,55.70205,37.910845,1200,20
Сочный вертел,55.794936,37.700009,600,20
Спорт тайм,55.794069,37.663733,,20
Стремя,55.753642,37.753092,1000,32
Счастье в блинах,55.781999,37.72099,650,20
Сырная лавка,55.7943,37.749914,1250,20
Сыто Пьяно,55.753386,37.716573,599,120
Тана,55.697752,37.848958,350,10
Тапчан,55.749269,37.877732,500,120
Техно кафе,55.719878,37.929272,,
Тихий дом,55.808449,37.828906,500,75
Трапезная,55.741271,37.891492,,
Трапезная,55.740341,37.891352,,
Три перца,55.754106,37.800374,2000,200
Три финика,55.759237,37.833507,,
Триумф,55.807152,37.812615,,70
Турецкий уголок,55.7517,37.886392,650,36
Турка,55.757059,37.750927,,
Тхань,55.79411,37.712021,650,40
Уголок,55.722524,37.824258,350,12
Узбекский дворик,55.81053,37.798206,1200,120
Узбекское кафе,55.814447,37.774283,300,15
Узген,55.778621,37.723464,600,100
Узгенская самса №1,55.717585,37.792968,600,25
Умед,55.794581,37.718306,400,36
Унаги,55.800139,37.8256,1500,30
Ухтомская усадьба,55.699175,37.865289,500,100
Уч Кудук,55.815983,37.715504,600,70
Уют,55.795588,37.708617,1000,70
Фа минор,55.82029,37.716884,1800,76
Фабрика Бо,55.755964,37.777025,950,25
Файзабад,55.742436,37.869303,350,50
Фо Ши Мин,55.795139,37.783064,1000,
Фо Ши Мин,55.77379,37.739147,450,28
Формула За Рулем,55.817593,37.730368,690,15
Френдс,55.801344,37.710429,1550,45
Хан ордо,55.716896,37.79365,500,
Ханордо,55.747764,37.775862,500,60
Хинкали Gали,55.818549,37.710255,850,
Хинкали vs хачапури,55.761397,37.734446,1300,50
Хинкали&co,55.751601,37.819794,700,
Хинкальная,55.729726,37.761545,1000,
Хинкальная,55.790397,37.678317,1000,60
Хинкальная,55.703346,37.834096,,
Хинкальная,55.794764,37.711847,1000,40
Хинкальная,55.698708,37.878927,1000,24
Хинкальная 11,55.78281,37.72803,550,60
Хинкальная у Бехо,55.77313,37.736844,1250,50
Хлебико,55.793284,37.809772,200,12
Хот Дог Бульдог,55.751992,37.819817,,
Цвет миндаля,55.750188,37.876667,2000,200
Центр плова,55.711603,37.898168,,
Центр плова,55.745417,37.860617,,
Чайхана,55.756249,37.788545,450,
Чайхана,55.77634,37.714007,,
Чайхана,55.78986,37.67828,500,45
Чайхана,55.714134,37.821009,250,30
Чайхана,55.812046,37.817692,400,45
Чайхана,55.788623,37.784013,400,30
Чайханчик,55.783921,37.721957,500,36
Чайхона,55.773797,37.740634,350,10
Чайхона №1,55.742809,37.867006,1150,130
Чачапури,55.753117,37.717421,,
Чебурешная,55.712157,37.844867,750,
Черная пантера,55.792228,37.74928,1500,50
Чилл Хаб,55.794436,37.771759,1050,
Чисто Ростовский Бар,55.787863,37.67743,1000,140
Шаварм`е,55.818144,37.75006,,
Шаварм`е,55.793521,37.802018,350,16
Шаварм`е,55.782872,37.70605,450,2
Шалость удалась,55.776862,37.680161,859,55
Шапошка,55.780882,37.715119,300,
Шарманка,55.756709,37.716717,1500,120
ШаурМишка,55.785716,37.854604,400,5
Шафран,55.786101,37.658255,900,120
Шашлык 24,55.758567,37.750614,,
Шашлык Джан,55.752611,37.792142,450,3
Шашлык фуд,55.808532,37.763707,1150,36
Шашлычный дворик,55.722285,37.905233,450,130
Шашлычный мир №1,55.720832,37.787576,500,
Шашлычный сет,55.694349,37.876579,1000,16
Шашлычок,55.810013,37.842245,350,25
Швили,55.752029,37.819863,2500,50
Шеф бургер,55.770884,37.753011,500,30
Шеф повар,55.782684,37.705087,1500,50
Шоколадница,55.78966,37.67889,1000,80
Шоколадница,55.789846,37.680895,850,
Шоколадница,55.751598,37.819887,850,60
Шоколадница,55.803637,37.79965,850,80
Шоколадница,55.809467,37.729796,850,30
Шоколадница,55.810982,37.800047,850,72
Шоколадница,55.810989,37.80009,850,50
Шоколадница,55.792282,37.775163,850,60
Шоколадница,55.794905,37.799914,850,
Шоколадница,55.789332,37.748796,850,100
Шоколадница,55.752235,37.88747,850,100
Шоколадница,55.698297,37.85001,850,118
Шоколадница,55.779521,37.666845,850,40
Шоколадница,55.78963,37.678828,850,90
Штолле,55.784576,37.665351,1100,12
Штолле,55.783091,37.702382,1100,40
Экспресс Стамбул,55.788239,37.749403,,
Эль Шарк,55.792228,37.74928,1000,50
Этно,55.785202,37.721802,500,35
Эчпочмак,55.793532,37.693368,850,40
Юрта,55.795543,37.699678,900,50
Якитория,55.745336,37.859347,1450,156
Якитория,55.793149,37.80639,1450,90
Якитория,55.751831,37.813066,1450,160
Японский лось,55.700674,37.908231,1050,16
7шампуров,55.64588,37.673764,700,20
Anor,55.622312,37.784932,500,
Anor,55.652408,37.832111,1000,50
Asia city,55.695762,37.955338,950,32
Bay Bo,55.69377,37.723178,,
BBQ Kitchen,55.710217,37.674704,1500,30
Bò34,55.727121,37.750416,1050,14
Break&food,55.700342,37.792965,450,
Brick Star,55.693638,37.67184,,
Bro,55.738185,37.716925,700,24
Brunch`s,55.720901,37.688766,1600,40
Burger club,55.671989,37.780842,450,28
Co`m Pho,55.726721,37.748364,,
Com Pho,55.663963,37.732861,600,
Cool food,55.685823,37.700303,500,30
Da nonna,55.696137,37.745482,950,60
Dat Cang,55.673749,37.858291,500,20
Ding ding bakery,55.673029,37.780373,,
Doggi&Hot coffee,55.699908,37.955241,500,10
Double bubble tea,55.710113,37.675349,,
Dream Game Center,55.693097,37.673185,1000,95
Drive,55.626503,37.800316,400,3
Etmix,55.708315,37.73114,800,30
Family Villa,55.71101,37.677029,1500,85
Fazo,55.651573,37.742271,1100,20
Fazo,55.651704,37.742192,1100,20
FeiFan Villa,55.66534,37.740103,1400,
Firuz,55.709639,37.803215,,
Fox&Grapes,55.691758,37.722595,,100
Gagawa,55.730088,37.731462,,70
Gagawa,55.70087,37.764091,500,50
Gagawa,55.710347,37.675521,1200,
Garage,55.699755,37.805999,400,100
Gastrobar Cavina,55.721126,37.69356,,20
Gastromania,55.71133,37.676595,,
Gg group,55.65267,37.831649,1500,60
Gg group,55.652949,37.831475,1500,60
Giraffe,55.725446,37.760173,480,36
Girafferi,55.680855,37.914008,1300,25
Gurme,55.621968,37.784949,750,30
Hanami,55.69459,37.66556,1200,
Harat`s pub,55.703198,37.764684,1400,130
Harat`s pub,55.708506,37.656843,2000,80
Hatimaki,55.707219,37.6746,1000,
Hatimaki,55.660698,37.729615,1150,28
Hatimaki,55.751938,37.699509,1000,
Hello Kitty,55.693899,37.674142,750,
Hello Kitty,55.694517,37.677848,750,
J.Gilroy`s pub,55.664816,37.752881,2500,100
Kinza,55.671131,37.669599,700,
La Cà Quán,55.726689,37.757328,1150,
LaCus,55.70896,37.725303,,50
Lazzat,55.652991,37.741657,500,80
Lenta Fresh,55.647915,37.736634,200,6
Lilit,55.677634,37.865483,1150,30
Mavi,55.702875,37.695001,1000,40
Megobari,55.698389,37.671342,,
Melissa,55.751478,37.699764,1350,32
Mimi,55.65613,37.744191,1500,250
MonteView coffee,55.719298,37.656104,350,20
Moon Turkish,55.674007,37.76069,850,
N`Joy,55.715708,37.753869,,
N`Joy,55.712459,37.754101,,14
Navruz,55.677498,37.778568,350,
Night Train,55.716506,37.69005,,150
Olive,55.719799,37.67574,1000,80
Omelette,55.69459,37.66556,500,
Pazzi,55.657813,37.751645,1000,
Pho zone,55.691116,37.860457,650,
Pho Халео,55.676324,37.857889,500,
PhoBoSan,55.720164,37.690277,,
Pizza&Sushi hub,55.709657,37.935929,900,15
Poke&tomyum,55.69459,37.66556,600,
Presto,55.688317,37.698202,500,8
Pronto pizza,55.676095,37.678599,1100,120
Rebellion Clubhouse,55.709753,37.654849,3000,
Rumo,55.714515,37.671984,,
Sabr,55.648953,37.74336,400,
Sakina Halal,55.676324,37.857889,500,
Sense,55.721083,37.693685,1500,40
Shawarma Bar,55.674576,37.778492,400,10
Son ha,55.651333,37.832529,800,30
StarLab,55.685987,37.854231,,
Street9 Coffee,55.713825,37.659403,400,15
Subjoy,55.747977,37.706807,300,14
Tatli,55.729948,37.731565,500,
Thang long,55.673717,37.781937,1000,100
Torsher,55.713808,37.750763,1700,50
Vasilchuki Chaihona №1,55.658083,37.847336,2000,140
Vecher,55.645169,37.77044,,
Viet Ngon,55.702087,37.948215,,
Volzh Street Food,55.694862,37.758547,400,4
Vлаvаше,55.679037,37.917592,,
Vлаvаше,55.662099,37.732559,500,
White Star Lounge,55.704166,37.75119,1550,90
Zam Zam,55.71033,37.949576,,
Zамания,55.72947,37.731074,1500,
Абрикос,55.698901,37.911162,1000,50
Азбука Вкуса,55.657297,37.739651,450,14
Азбука Вкуса,55.641163,37.682515,400,6
Азия,55.699323,37.773718,,
Азия,55.704904,37.657187,600,20
Азия совсем близко,55.70229,37.948192,600,28
Азнаури,55.710576,37.667058,,
Алатоо,55.712175,37.730616,400,100
Алло! Пицца,55.65437,37.75821,1000,30
Аловэ,55.72304,37.766879,950,60
АндерСон,55.663303,37.753813,1450,74
Анкара,55.675381,37.779424,1000,90
Анкара донер,55.673147,37.778145,,
Анна Варенина,55.684778,37.699733,700,
Анор,55.6769,37.779535,1050,120
Антон,55.653602,37.821842,700,36
Асфурт,55.696165,37.744148,2000,20
Афсона,55.71777,37.786529,500,100
Бабушкин дом,55.653883,37.824082,1000,
Банкет холл,55.699583,37.741303,,
Баракат,55.658642,37.799788,500,
Баракат,55.673084,37.775183,650,50
Баракат,55.730335,37.734367,500,150
Батони,55.693462,37.675291,1150,70
Безе,55.719495,37.743725,,26
Бек,55.708615,37.656903,700,100
Беседка,55.690669,37.78762,1500,60
Бишкек,55.64805,37.742187,350,30
Бишкек Сити,55.673362,37.738433,800,
Бишкек Сити,55.701874,37.794689,800,150
Блонд&брюн,55.714493,37.671813,1350,32
Большой вонг,55.69401,37.674141,,50
Бухара,55.706731,37.689081,650,54
Бухара,55.677881,37.755826,500,30
В балансе,55.716387,37.769179,700,8
Василиция,55.728573,37.717635,1050,14
Ватан,55.701926,37.657739,350,48
Виктория,55.682538,37.907504,550,28
Вишнёвый сад,55.679722,37.90961,700,16
Вкус Востока,55.679152,37.776706,300,40
Вкус Дня,55.674126,37.781474,550,50
Вкус жизни,55.721431,37.7708,350,50
Вкус#хаус,55.675866,37.771975,500,18
ВкусВилл,55.703211,37.670818,650,6
ВкусВилл,55.709216,37.95563,400,12
ВкусВилл,55.674554,37.760536,500,10
ВкусВилл,55.660743,37.731039,300,
ВкусВилл,55.687833,37.868487,500,4
ВкусВилл,55.659313,37.747137,400,
ВкусВилл,55.719961,37.691786,300,6
ВкусВилл,55.695171,37.747964,400,5
ВкусВилл,55.705765,37.759429,500,8
ВкусВилл,55.67343,37.858972,500,4
ВкусВилл,55.752302,37.699222,750,6
ВкусВилл,55.726295,37.746564,400,12
Вкусно тут,55.717955,37.689174,500,
Вкусный уголок,55.690753,37.854549,600,
Водопад,55.653823,37.828825,450,
Восточка,55.658213,37.749253,,
Восточное,55.672521,37.779874,750,80
Восточные вечера,55.642664,37.796313,1000,70
Восточный уголок,55.657721,37.751329,350,20
Восход,55.651518,37.83254,450,
Время есть есть время,55.690243,37.908036,700,30
Встреча,55.651334,37.83264,350,180
Вьетнамико,55.637584,37.757753,700,36
Вьетнамико,55.677599,37.85533,700,25
Вэньчжоу,55.674154,37.783016,,
Галерея,55.695378,37.767821,1000,200
Герои спорта,55.700303,37.676319,,100
Голодный Пушкин,55.667042,37.735169,950,25
Горец,55.675711,37.854882,800,38
Грузинская Лавка,55.698931,37.924569,950,4
Грузинские каникулы,55.700789,37.76456,1200,
Грузинский уголок,55.676324,37.857889,800,
Губа,55.652912,37.821801,350,30
Гурман,55.643181,37.768327,250,36
Девять Драконов,55.669858,37.763457,1300,20
Деда Хинкали,55.700107,37.909154,700,35
Делимарше,55.695567,37.662563,,
