title,lat,lon,avg_price,capacity
Мимино,55.789856,37.634462,1300,60
Миндаль,55.743968,37.565554,1800,45
Минутка,55.719842,37.647974,300,25
Минутка,55.776941,37.673405,500,20
Мир Шашлыков,55.730342,37.684922,350,20
Модники,55.757849,37.634769,2000,45
Молодежь,55.781935,37.599747,1000,200
Монастырская трапеза,55.755086,37.640155,,
Моремания,55.743326,37.563353,,
Моремания,55.766402,37.610584,950,250
Морской остров,55.780219,37.601371,800,
Моряк и чайка,55.762006,37.623222,1100,55
Москва-Дели,55.764246,37.590387,3000,35
Московская котлетная компания,55.757999,37.624616,700,
Московское время,55.746204,37.600631,850,
МосЧайхана,55.755538,37.68124,450,20
Мтеби,55.770898,37.651997,1000,50
Му-Му,55.78188,37.705106,450,
Му-Му,55.774077,37.654618,300,110
Му-Му,55.760554,37.579506,450,130
Му-Му,55.755301,37.614586,450,200
Му-Му,55.74828,37.583797,450,150
Му-Му,55.740974,37.627854,450,132
Му-Му,55.727611,37.581192,450,100
Му-Му,55.729463,37.622423,450,180
Му-Му,55.771435,37.679063,450,200
Му-Му,55.741196,37.658638,450,165
Му-Му,55.789843,37.680981,450,
Мустафа Кебаб,55.740055,37.632885,350,40
Подкоп,55.768183,37.645865,1500,
Мясоед,55.79635,37.581977,1400,66
Мята Lounge,55.738244,37.631265,2750,1
Мята Lounge,55.800435,37.636649,,69
На Басманной,55.768961,37.668701,1450,70
На Бауманской,55.772563,37.683307,400,160
На волне,55.732848,37.561907,5000,
Шалфей и полынь,55.744715,37.662793,550,50
На МСА,55.718264,37.548388,390,20
На Щепкина,55.777579,37.628838,,70
Настойкин,55.770512,37.642091,500,100
Настойкин,55.777465,37.669364,500,
Натахтари,55.76966,37.632443,1450,100
Натахтари,55.757557,37.635037,1450,130
Наши люди,55.729608,37.632418,490,25
Неон Чилл,55.769397,37.670114,1550,80
Несвятые святые,55.766245,37.629102,300,60
Николай,55.735082,37.627939,700,50
Николай-Каравай,55.72409,37.62153,576,39
Нияма,55.740921,37.654648,1300,
Нркмфн,55.756725,37.581256,,
Нут,55.752107,37.51386,450,186
Образцовое,55.787419,37.609487,,
Огород,55.77813,37.633049,950,235
Одесса-мама,55.7779,37.6336,900,150
Одесса-мама,55.763879,37.607137,1700,150
Одесса-мама,55.747951,37.566867,900,75
Одуванчик,55.756401,37.553967,,
Олива Бистро,55.730916,37.609995,1150,28
Онегинъ,55.76085,37.682001,2000,
Ордо на Ордынке,55.732719,37.624115,1000,100
Ором,55.792723,37.611797,450,72
Осенний Лис,55.782617,37.711679,1000,20
Осень,55.747107,37.646923,700,30
Остерия Монти,55.777089,37.659921,1000,25
Офицерское,55.76053,37.690477,800,72
Охотка,55.757506,37.636702,1500,80
Очаг,55.732476,37.546793,,
Ош,55.782596,37.717341,350,100
Ош Сити,55.772375,37.58088,700,100
Паблик,55.720917,37.600308,1650,80
Павелецкие Бани,55.72326,37.639127,2000,
Падди`с,55.777094,37.585178,1500,100
Пайнерс,55.73714,37.690012,800,24
Пальмира,55.766666,37.607038,1000,70
Пан Запекан,55.746297,37.654873,,
Папа Вейдер,55.759197,37.632506,1500,105
Парос,55.771775,37.673823,500,35
Парфе,55.765204,37.569213,950,26
Пей да гуляй,55.730658,37.625961,1300,50
ПейЗдесь,55.775073,37.656951,550,
Пекин Ми,55.757735,37.624184,650,
Пельмени,55.747364,37.608196,1200,80
Пеперон,55.744992,37.624825,800,30
Пестики-тычинки,55.756387,37.635234,2000,40
Петров и Васечка,55.770992,37.622434,1200,69
Пивтрест,55.768203,37.644557,900,90
Пигги,55.753741,37.63724,2000,80
Пилзнер,55.771481,37.593131,1500,340
Пилзнер,55.733529,37.641153,1500,340
Пилзнер,55.759359,37.644902,1500,187
Пио Розелло,55.754533,37.634758,1550,
Пион,55.745113,37.550239,2000,35
Пипл&Паста,55.772955,37.620829,1300,45
Пирожок,55.71941,37.608581,,
Пита&Сувлаки,55.777287,37.617779,1300,100
Питчер паб,55.730155,37.625306,1500,70
Пицца Аморэ,55.705048,37.576641,1000,45
Пицца и вино,55.784558,37.656415,1000,16
Пиццерия У Фабио,55.74323,37.617807,1000,50
Пиццерия-паб,55.776494,37.660765,1500,50
Плавильня,55.764258,37.682632,,
Плов №1,55.79547,37.592828,400,60
Плов Хаус,55.778184,37.689245,,
Плов центр,55.769628,37.667333,600,72
Плов-центр,55.797568,37.593874,300,10
Плов-центр,55.785949,37.595419,350,30
Пловно-сытно,55.720032,37.62617,500,35
Пляж,55.724371,37.593183,1500,320
Под ведьмачьим мечом,55.760495,37.614735,2500,250
Под мухой,55.765566,37.609336,1000,50
ПоДвал,55.777226,37.549819,1100,45
Подозрительные лица,55.745721,37.626498,2500,50
Поле,55.738056,37.585655,1500,
Политех,55.758624,37.629467,1500,48
Полная кружка,55.742434,37.652279,1000,200
Полотно,55.768795,37.678886,450,
Поляна,55.787263,37.632327,650,86
Полярный мир,55.762717,37.582004,500,
Поминальная традиция,55.757974,37.54735,,
Пороселло,55.770826,37.678874,,50
Пороселло,55.782327,37.599856,1000,30
Посольская,55.755796,37.623817,1500,50
Почтмейстер,55.74808,37.587678,1500,60
Практика by Darvin,55.773214,37.618724,1350,100
Практика by Darvin,55.767778,37.606562,1350,120
Практика by Darvin,55.770586,37.581715,1350,80
Прием,55.764566,37.638053,1500,
Приятного аппетита,55.721884,37.635891,,
Пробка,55.762341,37.635106,1500,120
Прогресс,55.771369,37.570298,850,70
Пролив,55.755551,37.600441,1100,65
Проточный,55.750456,37.582418,1500,70
Профиль,55.733511,37.627313,2500,32
Публика,55.766435,37.663657,2000,30
Пульс вкуса,55.775897,37.63568,450,50
Пуримания,55.737314,37.649786,700,20
Пушкарёв,55.768962,37.627535,1300,56
Пушкинъ у фонтана,55.754776,37.621637,2000,50
Пхукет,55.721826,37.63586,,
Пэпэ,55.748692,37.539907,900,
Пять звезд,55.769439,37.64126,450,70
Равиоли,55.753611,37.512293,1550,40
Разведка,55.757989,37.627477,2000,90
Разные Зёрна,55.788159,37.6111,750,50
Рама,55.731682,37.686316,800,
Рамен,55.76798,37.634914,750,15
Рамен бульон,55.721023,37.609456,400,
Рамен по-Лань чжоуски,55.779918,37.60137,600,
Рамен-клаб,55.730261,37.625373,1200,28
Рамен-клаб,55.736622,37.640455,700,80
Раскол,55.782269,37.599386,1500,80
Рахат,55.792764,37.612474,550,180
Рахмат,55.779205,37.666199,650,80
Реберная №1,55.741067,37.6275,1550,50
Реберная №1,55.787026,37.677341,1550,160
Реберная №1,55.757149,37.620852,1550,210
Рёбрышная,55.744245,37.67895,600,
Рива,55.711312,37.547397,1500,80
Римляне,55.765277,37.620556,1200,25
Рис,55.77628,37.660134,600,30
РичБро,55.739416,37.613473,1100,42
Родник,55.738345,37.673252,1000,45
Роза ветров,55.765885,37.709638,1000,60
Розмарин,55.77312,37.655437,800,40
Романов,55.75495,37.609552,1600,60
Росинка,55.774199,37.674286,380,65
Росинка,55.774512,37.587511,600,75
Библиотека,55.749695,37.608591,,
Россо рива,55.731276,37.647052,1500,45
Рохат,55.793431,37.592736,600,100
Рукав,55.748815,37.656769,3500,150
Руки Вверх!,55.767643,37.601034,1500,290
Русалочка суши,55.767461,37.607799,2500,20
Русский,55.744191,37.679251,500,
Русский паб,55.759133,37.600507,2500,70
Рыба в воде,55.76811,37.572734,800,30
Рыбная галерея,55.766683,37.624441,,
Рыбная мануфактура №1,55.74881,37.53903,2000,120
Рыбная мануфактура №1,55.730247,37.637423,1750,125
Рыбная мануфактура №1,55.788511,37.678086,1100,12
Рыбная мануфактура №1,55.725293,37.575176,2000,96
Рыбная мануфактура №1,55.738436,37.576358,800,20
Рыбный островок,55.74161,37.530819,1000,24
Рыбторг,55.764937,37.597821,2500,37
Рынок и общепит,55.77888,37.600345,1000,35
Рюмочная Ильича,55.747008,37.678368,850,30
Рябчик,55.760683,37.647371,1400,28
Сaмарканд,55.747766,37.680159,500,80
Салют,55.766995,37.612534,1200,60
Самаргало,55.776821,37.607966,650,40
Самарканд,55.723932,37.636784,550,80
Самая Вкусная Шаурма,55.791694,37.584284,400,2
Самая Вкусная Шаурма,55.776412,37.675564,700,
Самса №1,55.733389,37.640531,400,30
Санто Джованни,55.768725,37.613248,2500,
Сварня,55.789983,37.635262,1150,165
Свобода,55.762557,37.637509,,85
Свобода-2,55.762001,37.62397,1500,50
Сегодня,55.753214,37.609973,350,15
Секрет вкуса,55.751093,37.663879,1150,28
Селёдочная,55.754625,37.613542,1250,40
Сельский дом,55.749924,37.537907,300,
Семави,55.73114,37.579622,1150,50
Сергеич,55.769743,37.649562,2500,130
Сибирячка и снегирь,55.754621,37.636508,1500,
Сиель,55.778127,37.693776,500,100
Сиёма,55.737688,37.704669,,120
Символ,55.748014,37.692811,1300,60
Симит хауз,55.786353,37.678347,1400,
Симона,55.753701,37.520323,,20
Сити лайф-ривер,55.77954,37.711023,420,100
Ситуация,55.782311,37.600208,,
Сичильямос Каффеттерия,55.780463,37.601877,500,8
Скандинавия,55.736913,37.659325,2100,38
Скворец!,55.759445,37.597539,2500,34
Славянка,55.780639,37.619483,700,84
Слёзы Беатрис,55.784282,37.70821,950,20
Слёзы берёзы,55.775649,37.677803,2000,
Снеди Феди,55.730596,37.627663,,
Сойка напела,55.762446,37.567107,1000,40
Сок,55.741488,37.621587,1200,50
Сокровища морей,55.772424,37.66359,,
Сокровища морей,55.780261,37.593835,2500,30
Сон Красной Панды,55.75789,37.634134,1500,70
Сорока,55.758018,37.622716,800,40
Сочный вертел,55.760113,37.631664,,8
Сочный вертел,55.782237,37.598675,400,3
Среда59,55.717826,37.636606,1000,16
СССР,55.748158,37.586849,1000,90
Станция,55.773581,37.684338,400,
Старая школа,55.78623,37.601169,1200,40
Старик и море,55.774559,37.584687,1500,100
Старик и море,55.760648,37.643999,2000,100
Старик Хинкалыч,55.750483,37.59443,400,200
Старик Хинкалыч,55.757643,37.608648,750,
Старик Хинкалыч,55.767685,37.646819,750,
Старик Хинкалыч,55.743198,37.62983,850,
Старик Хинкалыч,55.761673,37.63294,850,
Старик Хинкалыч,55.743794,37.651188,850,
Старик Хинкалыч,55.747101,37.607479,750,
Старт,55.721916,37.542559,1000,20
Старый город на Плющихе,55.736037,37.57084,2000,38
Старый Стамбул,55.744472,37.630131,1500,120
Старый Сычуань,55.754613,37.634691,1450,100
Столешников,55.762004,37.615311,1000,30
Столица ест,55.725197,37.643136,500,
Столичный вкус,55.746585,37.537317,500,100
Суло,55.781863,37.580936,1100,40
Суло,55.735674,37.657783,1100,70
Султан,55.781918,37.703759,550,
Сунели,55.792347,37.60137,1150,66
Суп,55.775067,37.585578,1100,50
Суп Том-ям,55.742746,37.55467,700,
СуперСамса,55.782074,37.715347,250,10
Счастье,55.755475,37.620124,,
Сыр&кофе,55.753382,37.643182,1000,30
Сытая столица,55.767323,37.702599,250,
Сыто Пьяно,55.770821,37.632,1700,100
Сыто Пьяно,55.77158,37.681481,300,150
Сыто Пьяно,55.758664,37.641529,1500,70
Сыто Пьяно,55.763462,37.606737,850,120
Сыто Пьяно,55.72765,37.58015,1000,56
Сыто Пьяно,55.765606,37.620843,1000,50
Таганка,55.734877,37.663149,950,25
Тайцы,55.766723,37.630922,700,
Тайчай,55.741279,37.658238,850,50
Так сказала моя мама,55.7374,37.640808,1000,
Талавера,55.741958,37.568172,1000,250
Таманно,55.710287,37.591059,550,30
Тандыр,55.746895,37.679882,500,40
Ташкент,55.75686,37.554889,700,
Тбилисо,55.791218,37.6351,1150,65
Тбилисо,55.768326,37.679438,1150,80
Тбилисо,55.723893,37.626917,1200,40
Тебураси Бар,55.767648,37.60805,2000,52
Теремок,55.707384,37.589912,600,66
Теремок,55.773993,37.546003,,
Тесто,55.789603,37.632085,,
Тоже паб,55.730227,37.631384,1700,60
Токио рамен,55.748933,37.539446,700,
Тот еще гусь,55.730872,37.628703,2500,35
Тото,55.76366,37.613993,2500,50
Точно Вкусно,55.713728,37.551253,,35
Хлеб и Печь,55.772368,37.675481,700,80
Трест,55.774291,37.577976,,
Триумф,55.788734,37.592696,1500,65
Триумф,55.726218,37.58176,1200,36
Труффальдино,55.738495,37.659913,2000,80
Ту-15,55.76085,37.682001,3000,100
Турецкий-Кебаб,55.786902,37.675421,700,20
Тхань,55.772414,37.664261,650,40
Тэсти,55.723542,37.655265,350,80
Тэсти,55.730301,37.644758,450,150
У Сальваторе,55.777505,37.617422,1300,35
Уголок Вкуса,55.786094,37.634591,1000,50
Укроп&Кинза,55.775619,37.659722,1100,100
Универ,55.79119,37.584481,700,24
Ураса,55.768682,37.646956,350,25
Усердие,55.790645,37.610089,500,15
Ускюдар Донер,55.74069,37.628829,450,
Утки в лодке,55.756594,37.547314,,
Фенечка бистро,55.756295,37.552548,,30
Фергана,55.731314,37.641154,500,100
Фергана,55.764939,37.557957,550,100
Ферма,55.724557,37.588472,800,42
Фермерское,55.76463,37.600807,,
Фигаро,55.73094,37.695245,950,50
Финист,55.796386,37.58361,1200,50
Флокс,55.749897,37.646206,,15
Фо Вьет,55.765358,37.639639,750,40
Фо Оань,55.757226,37.632212,750,30
Фо Оань,55.762994,37.63579,850,45
Фо-Бо,55.775348,37.584067,1000,10
Фобо83,55.778811,37.663829,590,40
Фобою,55.726969,37.579025,500,23
Форма,55.734792,37.588482,,
Фрателлидзе,55.742584,37.549689,1500,120
Френдс: Джо не делится едой,55.760599,37.649647,1650,80
Фрея,55.75875,37.587977,2600,100
Фытчин на Бауманской,55.770678,37.686665,850,34
Фьонг Донг,55.732507,37.584204,600,
Фэмилим,55.729335,37.680066,550,40
Хабурзак,55.76788,37.592941,1500,50
Халва,55.740403,37.654805,550,300
Ханой фуд,55.738701,37.660988,500,45
Ханой фуд,55.724006,37.68997,500,30
Харддей,55.744578,37.649363,1500,50
Хатико,55.741566,37.628735,,39
Хачапури,55.763224,37.607041,900,50
Хачапури,55.757017,37.620727,1500,80
Хачапури,55.7779,37.6336,900,100
Хачапури,55.761703,37.635974,900,300
Хачапури,55.747656,37.566894,900,100
Хачапури и вино,55.761958,37.633566,1000,
Хачапури и вино,55.7614,37.61475,800,
Хачапури и вино,55.745495,37.627023,800,130
Хачапури и вино,55.769673,37.625432,800,250
Хачапури и вино,55.753841,37.63808,800,120
Хачапури и вино,55.759712,37.647431,800,111
Хаят,55.779362,37.627511,500,100
Хватай рыбов,55.777917,37.542321,1050,20
Хинкал Есть,55.747678,37.65145,450,
Хинкали Gали,55.788723,37.582745,850,80
Хинкали Gали,55.763116,37.558795,850,75
Хинкали point,55.762361,37.567592,950,
Хинкали point,55.744604,37.624926,950,
Хинкали point,55.780831,37.592945,950,50
Хинкали point,55.754591,37.637758,950,
Хинкали Беври,55.778136,37.662279,990,50
Хинкали здесь!,55.741437,37.658617,1100,24
Хинкали Мишлен,55.755339,37.600618,1500,45
Хинкали у Нино,55.758591,37.641105,400,25
Хинкали хачапури,55.736996,37.659219,1200,
1 этаж,55.811734,37.573036,800,43
2dos,55.848253,37.454555,,
Aeroбика,55.80708,37.588822,850,25
Al33 Pizzeria Bar&Bottega,55.787398,37.559893,1550,100
Allegro,55.783438,37.561468,1000,96
Ambi.rest,55.777384,37.52285,2000,50
Ami Chaise,55.789442,37.567113,1550,52
amici,55.866466,37.543128,,60
AV,55.918377,37.368079,1500,50
Bez Tarelok,55.785731,37.561017,,
Bil House,55.8537,37.496896,1650,
Bistro №8,55.798073,37.52227,2500,26
Boho lounge,55.862635,37.548372,1000,55
Brunchy Brunch,55.785528,37.560665,1400,45
Buffet,55.800985,37.555039,750,80
Buon Rosso,55.845449,37.576491,1150,45
Burger club,55.909008,37.539958,500,
Burger club,55.808758,37.494018,500,50
Cafe Mafe,55.89303,37.501331,800,25
California boxing club,55.788776,37.53575,700,
ChiliChukin,55.804857,37.525434,1400,45
City buzz,55.826556,37.572019,1300,30
Co'm Pho,55.860741,37.483189,700,42
CoffeeBar`17,55.836571,37.496759,400,15
Com pho,55.866653,37.482619,300,4
ComPho,55.866651,37.490719,400,50
Dark Side шаурма&гриль,55.880459,37.54066,550,30
Demokrat,55.83909,37.492637,1000,30
Donna Maria,55.880051,37.538977,1200,52
Drive,55.862156,37.466803,,30
Dungeon,55.87937,37.547441,,
Eiwa,55.788567,37.539009,3000,80
Estetica,55.886259,37.437103,1500,168
Fiji Cafe,55.785827,37.499012,500,40
Fluffy fluffy,55.822773,37.497538,,
Fob`s,55.790427,37.567147,950,39
Frank by Баста,55.805538,37.585065,1500,120
Gagawa,55.909145,37.540875,760,
Gagawa,55.840525,37.491083,590,100
Gagawa,55.911498,37.396358,670,50
Gagawa,55.823313,37.49774,760,50
Gagawa,55.79098,37.529759,1200,30
Garden,55.784936,37.494198,2500,30
Gavi,55.814175,37.574227,600,15
gg,55.806873,37.543765,1000,40
Giraffe,55.804526,37.489762,800,30
Gladiator,55.821022,37.586773,1500,75
Goodfood,55.789108,37.536495,1700,25
Grand Erari,55.85666,37.558438,900,20
Gusto Pizza,55.887438,37.526769,1000,40
Halal food,55.867466,37.489521,600,34
Hanoi chef,55.880398,37.448245,500,20
Harat`s pub,55.839798,37.488142,2500,130
Hatimaki,55.845113,37.455311,1000,21
Hatimaki,55.866521,37.471587,500,20
Hfc Halal Fried Chicken,55.897237,37.480883,500,
Hfc Halal Fried Chicken,55.894105,37.477069,500,5
Ibis Kitchen,55.792243,37.544056,2200,60
IM,55.790177,37.57018,,
Interior,55.885211,37.439181,500,
Is Ku,55.803886,37.590447,1250,26
Jacky jacky,55.796063,37.562138,2000,50
Jojo,55.799924,37.585348,750,30
Jooie,55.790887,37.519339,,
Kabuki,55.823435,37.495721,1500,130
Kimchi to go,55.91095,37.397078,,
Kitchen,55.786133,37.520702,1100,80
Kono,55.800972,37.53244,500,
Korean street,55.909128,37.540058,650,
La Mari,55.952704,37.381811,600,50
La Toast,55.785119,37.561581,,12
LaCus,55.794319,37.54383,450,
LaCus,55.825861,37.498169,300,15
LaCus,55.827759,37.514531,,
LaCus,55.859107,37.517261,,
Laliko,55.802606,37.593814,1500,40
Lao Lee,55.799391,37.532904,1100,50
Lars Vegans,55.806253,37.584798,1200,60
Le`purshi,55.782615,37.514183,950,30
Legacy,55.79331,37.49242,1450,150
Limbo,55.79015,37.531524,550,
Lintu,55.770923,37.517912,400,20
LukCafe,55.794646,37.503948,400,4
Marilyn,55.860618,37.482874,500,80
Mates Bistro,55.790198,37.531312,,
Mates Bistro,55.784343,37.561391,1500,24
Meloncello,55.891775,37.478286,950,50
Mi Am,55.763158,37.507939,600,60
Must-Have,55.850939,37.576027,1500,25
Muu,55.8574,37.495759,1300,40
Nef,55.7764,37.500303,500,60
Nice.Cafe,55.792154,37.514506,550,
Norme,55.79774,37.519702,400,
Old Shoes Pub,55.804913,37.517356,1500,30
Pho city,55.837715,37.497356,,
Pho city,55.84049,37.493423,800,32
Piccochino,55.879364,37.541258,800,30
Pinzeria by Bontempi,55.788914,37.567005,1850,85
Pita by Сила Dobraw,55.790199,37.531166,750,
Pizza pasta gala,55.839841,37.494209,1100,30
Plov city,55.895058,37.480107,350,20
Pool Bar Chalet,55.88089,37.434693,,50
Prime,55.791112,37.492681,300,20
Prime,55.821517,37.497542,300,20
Prime,55.790611,37.517171,300,
Prime,55.798946,37.529384,550,30
Prime,55.805416,37.520011,350,50
Prime,55.804335,37.49015,350,40
Pro порции,55.85887,37.561294,1050,30
Prolunch,55.883231,37.434056,450,50
Publo bar,55.803467,37.590784,900,37
Quercus,55.819833,37.570412,1350,
Rib's 48,55.796438,37.542842,1750,
Rocky coffee,55.814695,37.574633,300,2
Roll&Ramen,55.878836,37.478952,800,
Rossiya Airlines,55.960097,37.413071,800,100
Salvador,55.869655,37.470038,1000,30
Sattva,55.788354,37.511311,750,30
Sattva,55.797486,37.540332,2000,50
Sattva,55.797486,37.540332,1000,30
Sense,55.786631,37.498559,1200,50
Shibainu fusion cafe,55.784539,37.560878,1200,36
Svoy,55.78645,37.494882,800,20
Synergy lounge,55.811158,37.509759,,30
Taam Hummus Bar,55.808361,37.50026,1150,20
Takeshi,55.807044,37.584268,1200,25
tastydish,55.853765,37.497203,600,
The Бык,55.910616,37.542793,700,
The лазать,55.792935,37.519485,550,96
The Рыба,55.777697,37.523619,1300,120
The Хороvац,55.799679,37.584573,1000,30
The Чайхана,55.856166,37.478764,,44
Ti amo,55.948827,37.331001,900,36
Ti amo,55.887252,37.446807,900,
True Cost,55.79393,37.494885,,
Vabene!,55.785521,37.521461,1900,36
Vasilchuki Chaihona №1,55.802079,37.508068,2000,60
Viet Ngon,55.891136,37.447056,,
Viet Ngon,55.833653,37.522322,,
Viet Ngon,55.84605,37.498671,780,40
Vitae healthy food,55.842505,37.460826,,
VK Play,55.826185,37.570947,500,23
Yellowfin,55.791296,37.523876,,12
Yug,55.805784,37.584344,750,40
Zapoy,55.845928,37.477448,1300,65
Zest Coffee&Wine,55.824071,37.495633,1000,48
Zамания,55.908273,37.538458,,
А вот раньше было...,55.864453,37.544764,800,30
Авиакаша,55.790147,37.53117,550,
Азбука Вкуса,55.805984,37.515536,600,18
Азбука Вкуса,55.781939,37.534369,400,
Азбука Вкуса,55.797173,37.52232,900,
Азбука Вкуса,55.793027,37.49356,400,
Азбука Вкуса,55.80184,37.507864,450,6
Азбука Вкуса,55.803654,37.517664,450,7
Азбука Вкуса,55.78873,37.568342,450,10
Азбука Вкуса,55.833388,37.486611,400,5
Азбука Вкуса,55.845741,37.477547,500,16
Азбука Вкуса,55.863688,37.465368,500,15
Азбука Вкуса,55.795976,37.517922,400,6
Азбука Вкуса,55.88805,37.438499,2000,14
Азбука Вкуса,55.845113,37.455311,500,10
Азия плов,55.877621,37.539182,450,40
Азия+,55.939497,37.368788,700,60
Академия,55.805626,37.520125,3000,120
Аланский дворик,55.833074,37.521692,900,
Алло! Пицца,55.854897,37.498577,1000,30
Аляска,55.848433,37.56431,350,24
АндерСон,55.806803,37.517787,1450,100
Антонио,55.799396,37.506824,1200,30
Апамдын Чайы,55.9258,37.39697,420,60
Архондарик,55.846531,37.507952,500,28
Асака,55.808575,37.53098,400,30
Асман,55.945621,37.411066,550,
Ауфф,55.860484,37.48304,550,24
Ача-Чача,55.820506,37.50103,1250,120
Аэрогурмэ,55.789929,37.547524,400,40
Аэрофоб&я,55.787155,37.542264,1450,30
Бази,55.786524,37.571365,,12
Байрам Чайхона,55.861184,37.585269,850,
Баракат,55.804328,37.590092,400,60
БарБошко,55.910246,37.392769,1000,25
Барвиха lounge,55.862635,37.548372,5000,200
Бб крафт,55.878878,37.542331,,50
Безалкогольный бар,55.795719,37.541185,600,6
Белая горячка,55.803453,37.582589,1000,160
Берёзовая роща,55.788934,37.512497,2500,120
Беседа,55.815653,37.518857,1900,150
Беш-Бармак,55.876908,37.449988,450,120
Бешбармак №1,55.925029,37.39621,400,40
БизнесKafe,55.88946,37.579061,450,
Бота,55.852192,37.495311,1000,24
Бригантина,55.833057,37.5222,500,27
Бу-бу,55.821055,37.521463,600,14
Будем Ближе,55.78296,37.509659,,
Бургерная,55.878697,37.479394,,
Буханка,55.839843,37.525363,,
Былинкино,55.786901,37.494837,1200,23
Виват Пицца,55.866914,37.494045,700,136
Виват Пицца,55.793794,37.545132,,
Виктория,55.859843,37.44851,800,60
Вкус хлеба,55.788591,37.519066,1000,25
ВкусВилл,55.786314,37.56207,,
ВкусВилл,55.83692,37.496771,,4
ВкусВилл,55.817935,37.509577,350,
ВкусВилл,55.813039,37.566458,350,5
ВкусВилл,55.78339,37.50948,300,6
ВкусВилл,55.905498,37.552037,380,8
ВкусВилл,55.823233,37.501328,500,4
ВкусВилл,55.806521,37.54441,400,6
ВкусВилл,55.785331,37.567719,,14
ВкусВилл,55.861582,37.541287,,2
ВкусВилл,55.867266,37.493089,400,6
ВкусВилл,55.877455,37.538763,355,4
ВкусВилл,55.842467,37.484461,380,6
ВкусВилл,55.932789,37.381874,,4
ВкусВилл,55.840842,37.487513,400,
ВкусВилл,55.870587,37.555856,300,10
ВкусВилл,55.795728,37.560366,320,12
ВкусВилл,55.805756,37.518924,,3
ВкусВилл,55.808651,37.480677,200,10
ВкусВилл,55.854701,37.557652,400,20
ВкусВилл,55.809646,37.493302,500,10
ВкусВилл,55.839029,37.530272,400,
ВкусВилл,55.827072,37.52022,500,30
ВкусВилл,55.779026,37.532639,400,
ВкусВилл,55.861819,37.562727,350,12
ВкусВилл,55.811845,37.485648,550,9
ВкусВилл,55.798765,37.529196,650,6
ВкусВилл,55.822268,37.514773,500,12
ВкусВилл,55.806895,37.516919,300,8
ВкусВилл,55.826693,37.57912,350,4
ВкусВилл,55.818993,37.573855,500,7
ВкусВилл,55.888791,37.443978,600,8
ВкусВилл,55.864285,37.474439,300,6
ВкусВилл,55.842349,37.547979,500,6
ВкусВилл,55.855378,37.476733,450,4
ВкусВилл,55.778091,37.526156,250,6
ВкусВилл,55.798019,37.539125,650,5
ВкусВилл,55.792645,37.494217,200,
ВкусВилл,55.811893,37.558004,350,6
ВкусВилл,55.786013,37.498938,350,10
ВкусВилл,55.824513,37.529561,560,10
ВкусВилл,55.800228,37.570654,200,
ВкусВилл,55.789594,37.533029,400,3
ВкусВилл,55.821071,37.586984,400,5
ВкусВилл,55.784924,37.5224,400,3
Волконский,55.824161,37.495026,1100,14
Восток,55.842673,37.495743,760,70
Восточная звезда,55.914127,37.540024,800,25
Восточная сказка,55.958382,37.338378,1200,150
Время есть,55.87647,37.447584,550,150
Время есть!,55.848757,37.579719,350,8
Вьетнамский стритфуд,55.866466,37.543128,,
Кафе,55.793265,37.565695,500,36
Гастробар,55.79017,37.523985,1500,30
Гио,55.790722,37.542163,600,30
Главпирог,55.781583,37.559732,1900,30
Гламурная Чифанька,55.804664,37.586011,1400,55
Глобал бин,55.884435,37.444763,280,25
Гончаровъ,55.797594,37.568978,1500,35
Готика,55.87905,37.524435,1200,140
Гофер,55.860598,37.547123,1850,50
Грузинский дворик,55.82142,37.511263,1200,48
Грузинский дом Нана,55.855281,37.484696,3000,70
Грузинское Алаверды,55.925523,37.397612,600,12
Грузинчик,55.786384,37.494888,1100,60
Давайте карбонару,55.805879,37.58508,1650,42
Дангара,55.806429,37.582578,890,30
Динамо,55.792518,37.564389,1000,25
Дом шашлыков,55.89464,37.479471,700,80
ДонерКебаб,55.839464,37.486598,250,
Дринкит,55.911509,37.397123,400,
Дружба,55.851855,37.467269,1700,54
Еда Века,55.828413,37.580551,1100,58
Ёж&Устрица,55.803654,37.59081,1600,20
Ем Том Ям,55.910779,37.396805,1500,53
Ёрш,55.869637,37.47003,400,30
Жара,55.8564,37.558683,350,30
Жужуна,55.793636,37.517333,,
Замок,55.793291,37.565626,1200,90
Занзибар,55.86386,37.545273,790,50
Зарина,55.866593,37.559868,1100,20
Здрасте,55.878727,37.539547,1450,
Здрасте,55.777039,37.526857,1450,10
Здрасте,55.784816,37.562265,1450,10
Здрасте,55.785707,37.495059,1450,10
Здрасте,55.887147,37.525587,1450,1
Здрасте,55.860638,37.54381,1450,12
Здрасте,55.879935,37.512625,1450,
Изи паб,55.782506,37.53117,1550,60
Империя,55.873959,37.551348,2000,120
Ирбис,55.841819,37.57963,500,
Исфисор,55.870283,37.546014,550,44
Итальянские каникулы,55.793619,37.560542,1500,27
Йокиш,55.838127,37.513203,550,12
Калина,55.844381,37.572156,500,50
Калитки,55.856372,37.558574,400,40
Калитки,55.856278,37.476072,350,14
Капучинофф,55.851971,37.470689,,
Капучинофф,55.851624,37.469187,,
Каспий,55.808399,37.52978,,
Кафе,55.831691,37.518796,,25
Кафе,55.894175,37.4773,350,25
Кафе,55.824194,37.518162,,100
Кафе,55.789389,37.561003,750,
Кафе,55.858926,37.467067,1000,4
Кафе,55.890037,37.486508,250,26
Кафе,55.895811,37.501858,700,86
