title,district,city,region,lat,lon
1-й Бабьегородский пер.,Якиманка,Москва,Москва,55.734355,37.612929
1-й Басманный пер.,Басманный,Москва,Москва,55.769758,37.663962
1-й Казачий пер.,Якиманка,Москва,Москва,55.734022,37.61948
1-й Красногвардейский проезд,Пресненский,Москва,Москва,55.753577,37.545749
1-й Краснокурсантский проезд,Лефортово,Москва,Москва,55.75905,37.694163
1-й Краснокурсантский проезд · 1C,Лефортово,Москва,Москва,55.764973,37.701057
1-й Краснокурсантский проезд · 1D,Лефортово,Москва,Москва,55.764414,37.700316
1-й Магистральный проезд,Хорошёвский,Москва,Москва,55.7641,37.520756
1-й Магистральный тупик,Хорошёвский,Москва,Москва,55.76624,37.53398
1-й Магистральный тупик д.5,Хорошёвский,Москва,Москва,55.766644,37.529257
1-й Неопалимовский пер.,Хамовники,Москва,Москва,55.741348,37.584732
1-й Спасоналивковский пер.,Якиманка,Москва,Москва,55.732728,37.619866
1-й Стрелецкий проезд,Марьина Роща,Москва,Москва,55.797219,37.609042
1-й Троицкий пер. · 2D,Мещанский,Москва,Москва,55.777245,37.620739
1-й Электрозаводский пер.,Преображенское,Москва,Москва,55.787484,37.705974
1-я Дубровская,Южнопортовый,Москва,Москва,55.727958,37.6692
1-я Дубровская д.18,Южнопортовый,Москва,Москва,55.7219,37.673798
1-я Рыбинская,Сокольники,Москва,Москва,55.790936,37.656267
1-я Сокольническая,Сокольники,Москва,Москва,55.787576,37.679838
1-я Фрунзенская,Хамовники,Москва,Москва,55.728519,37.583926
1-я Фрунзенская,Хамовники,Москва,Москва,55.725874,37.590406
1-я Ямского Поля,Беговой,Москва,Москва,55.784531,37.585334
1812 года,Дорогомилово,Москва,Москва,55.74189,37.518832
2-й Боткинский проезд,Беговой,Москва,Москва,55.780388,37.559068
2-й Брянский пер.,Дорогомилово,Москва,Москва,55.745734,37.56442
2-й Красносельский пер.,Красносельский,Москва,Москва,55.782563,37.663212
2-й Крестовский пер. · 5A,Мещанский,Москва,Москва,55.790736,37.634477
2-й Лесной пер.,Тверской,Москва,Москва,55.781652,37.586256
2-й Обыденский пер.,Хамовники,Москва,Москва,55.742706,37.600523
2-й Раушский пер.,Замоскворечье,Москва,Москва,55.746281,37.634024
2-й Сетуньский проезд,Раменки,Москва,Москва,55.730965,37.536458
2-й Тружеников пер.,Хамовники,Москва,Москва,55.737018,37.568502
2-й Хорошёвский проезд,Хорошёвский,Москва,Москва,55.774565,37.540383
2-й Щемиловский пер.,Тверской,Москва,Москва,55.776328,37.607381
2-я Звенигородская,Пресненский,Москва,Москва,55.756362,37.555032
2-я Квесисская,Савёловский,Москва,Москва,55.796289,37.582261
2-я Магистральная,Пресненский,Москва,Москва,55.764445,37.533302
2-я Магистральная д.16,Пресненский,Москва,Москва,55.762733,37.530765
2-я Фрунзенская,Хамовники,Москва,Москва,55.724494,37.578452
2-я Фрунзенская,Хамовники,Москва,Москва,55.721419,37.585755
2-я Черногрязская,Пресненский,Москва,Москва,55.764907,37.54741
3-й Голутвинский пер.,Якиманка,Москва,Москва,55.737465,37.614964
3-й Кадашёвский пер.,Якиманка,Москва,Москва,55.742719,37.625007
3-й Люсиновский пер.,Замоскворечье,Москва,Москва,55.722699,37.622238
3-й Люсиновский пер.,Замоскворечье,Москва,Москва,55.722905,37.616887
3-й Павловский пер.,Даниловский,Москва,Москва,55.719433,37.627709
3-й Сыромятнический пер.,Таганский,Москва,Москва,55.7532,37.663816
3-й Хорошёвский проезд,Хорошёвский,Москва,Москва,55.774467,37.532878
3-я Магистральная,Пресненский,Москва,Москва,55.761454,37.52766
3-я Рыбинская,Сокольники,Москва,Москва,55.792227,37.659121
3-я Сокольническая,Сокольники,Москва,Москва,55.785624,37.684653
3-я Фрунзенская,Хамовники,Москва,Москва,55.722268,37.575431
3-я Фрунзенская,Хамовники,Москва,Москва,55.718978,37.582975
3-я Ямского Поля,Беговой,Москва,Москва,55.780522,37.583425
4-й Воробьёвский проезд,Гагаринский,Москва,Москва,55.706014,37.559652
4-й Стрелецкий проезд,Марьина Роща,Москва,Москва,55.797068,37.603011
4-й Сыромятнический пер.,Басманный,Москва,Москва,55.754782,37.671349
4-я Магистральная,Хорошёвский,Москва,Москва,55.768149,37.516139
5-й Котельнический пер.,Таганский,Москва,Москва,55.742284,37.645296
Абельмановская Застава,Таганский,Москва,Москва,55.738867,37.675418
Абрикосовский пер.,Хамовники,Москва,Москва,55.72937,37.565333
Академика Зелинского,Гагаринский,Москва,Москва,55.707289,37.572411
Академика Зелинского,Гагаринский,Москва,Москва,55.707844,37.57387
Академика Петровского,Якиманка,Москва,Москва,55.7207,37.599348
Академия внешней торговли,Раменки,Москва,Москва,55.726998,37.536452
Академия образования,Хамовники,Москва,Москва,55.733937,37.570509
Академия художеств,Хамовники,Москва,Москва,55.74042,37.590715
Александра Лукьянова,Басманный,Москва,Москва,55.766978,37.664372
Александра Солженицына,Таганский,Москва,Москва,55.744955,37.665057
Александровские казармы,Даниловский,Москва,Москва,55.715563,37.624568
Андроньевская пл.,Таганский,Москва,Москва,55.74665,37.671269
Анны Северьяновой,Пресненский,Москва,Москва,55.758567,37.553049
Аптекарский огород,Мещанский,Москва,Москва,55.77713,37.632547
Аптекарский пер.,Басманный,Москва,Москва,55.768545,37.679512
Аптекарский пер.,Басманный,Москва,Москва,55.768534,37.672181
Аптекарский переулок,Басманный,Москва,Москва,55.768695,37.680015
Арбатецкая,Таганский,Москва,Москва,55.727221,37.66284
Арбатские Ворота · 8A,Арбат,Москва,Москва,55.752896,37.602695
Арбатские Ворота · 8B,Арбат,Москва,Москва,55.75306,37.599706
Арбатские Ворота · 8C,Арбат,Москва,Москва,55.750507,37.600878
Арбатские Ворота · 8D,Арбат,Москва,Москва,55.750526,37.60005
Армянский пер.,Басманный,Москва,Москва,55.758469,37.639848
Бакунинская,Басманный,Москва,Москва,55.780856,37.696628
Бакунинская д.7,Басманный,Москва,Москва,55.774106,37.68183
Бакунинская д.84,Басманный,Москва,Москва,55.779385,37.692116
Балакиревский пер.,Басманный,Москва,Москва,55.777786,37.689606
Балчуг,Якиманка,Москва,Москва,55.745616,37.625297
Банный пер.,Мещанский,Москва,Москва,55.78723,37.634945
Барболина,Сокольники,Москва,Москва,55.788109,37.685518
Басманный двор,Басманный,Москва,Москва,55.775177,37.677908
Башни Око и Нева · 2В,Пресненский,Москва,Москва,55.750282,37.534186
Башни Око и Нева · 2С,Пресненский,Москва,Москва,55.750661,37.535006
Белорусский вокзал · 1B,Тверской,Москва,Москва,55.776499,37.584635
Белорусский вокзал · 1C,Тверской,Москва,Москва,55.776018,37.584569
Белорусский вокзал · 1D,Пресненский,Москва,Москва,55.774735,37.584034
Белорусский вокзал · 2A,Тверской,Москва,Москва,55.77663,37.58504
Белорусский вокзал · 4A,Тверской,Москва,Москва,55.777094,37.582358
Белорусский мост,Дорогомилово,Москва,Москва,55.745847,37.522401
Береговой проезд,Филёвский парк,Москва,Москва,55.755032,37.504705
Бережковская набережная,Дорогомилово,Москва,Москва,55.734195,37.55889
Бережковская набережная д.14,Дорогомилово,Москва,Москва,55.737198,37.564588
Бережковская набережная д.8,Дорогомилово,Москва,Москва,55.739316,37.566811
Библиотека им. Грина,Лефортово,Москва,Москва,55.755483,37.681854
Библиотека иностранной литературы,Таганский,Москва,Москва,55.747734,37.650028
Библиотечная · 3C,Таганский,Москва,Москва,55.74509,37.678901
Болотная пл.,Якиманка,Москва,Москва,55.743907,37.614278
Больница Святителя Алексия,Донской,Москва,Москва,55.717155,37.594227
Большая Андроньевская - Покровский женский монастырь,Таганский,Москва,Москва,55.739335,37.67042
Большая Грузинская,Пресненский,Москва,Москва,55.770205,37.58333
Большая Грузинская,Тверской,Москва,Москва,55.77463,37.588213
Большая Переяславская,Мещанский,Москва,Москва,55.785827,37.639824
Большая Семёновская,Соколиная Гора,Москва,Москва,55.78096,37.715707
Большая Спасская,Красносельский,Москва,Москва,55.771679,37.639074
Большая Филёвская,Филёвский парк,Москва,Москва,55.751214,37.508091
Большая Якиманка,Якиманка,Москва,Москва,55.739587,37.61665
Большой Каменный мост,Хамовники,Москва,Москва,55.747439,37.611872
Большой Краснохолмский мост,Замоскворечье,Москва,Москва,55.735939,37.645089
Большой Матросский пер.,Сокольники,Москва,Москва,55.789908,37.694383
Большой Москворецкий мост,Якиманка,Москва,Москва,55.746978,37.62478
Большой Ордынский пер.,Якиманка,Москва,Москва,55.734395,37.624304
Большой Саввинский пер.,Хамовники,Москва,Москва,55.731412,37.565657
Большой Симоновский пер.,Таганский,Москва,Москва,55.729652,37.675717
Большой Строченовский пер.,Замоскворечье,Москва,Москва,55.730445,37.630822
Большой Тишинский пер.,Пресненский,Москва,Москва,55.770128,37.566291
Большой Устьинский мост,Таганский,Москва,Москва,55.748076,37.63838
Большой Факельный пер.,Таганский,Москва,Москва,55.742641,37.662973
Боровицкая пл.,Хамовники,Москва,Москва,55.748175,37.608859
Бородинский мост,Арбат,Москва,Москва,55.745716,37.57855
Бурденко,Хамовники,Москва,Москва,55.74001,37.576683
Бутырская,Бутырский,Москва,Москва,55.79581,37.584045
Бутырский рынок,Савёловский,Москва,Москва,55.79491,37.578266
Ваганьково,Пресненский,Москва,Москва,55.768929,37.557018
Ваганьковское кладбище,Пресненский,Москва,Москва,55.767913,37.554944
Вадковский пер.,Тверской,Москва,Москва,55.787423,37.593349
Варварка,Тверской,Москва,Москва,55.752743,37.627633
Верземнека,Мещанский,Москва,Москва,55.792538,37.627258
Верхняя Красносельская · 1A,Красносельский,Москва,Москва,55.77981,37.665739
Верхняя Сыромятническая,Басманный,Москва,Москва,55.754614,37.659834
Верхняя Сыромятническая · 6C,Таганский,Москва,Москва,55.754556,37.660054
Вишняковский пер.,Замоскворечье,Москва,Москва,55.73568,37.627832
Вишняковский пер.,Замоскворечье,Москва,Москва,55.735888,37.632256
Воловья,Таганский,Москва,Москва,55.737261,37.684041
Воробьёвское шоссе,Раменки,Москва,Москва,55.728865,37.544808
Воротниковский пер.,Тверской,Москва,Москва,55.771569,37.601944
Воротниковский пер. · 2A,Тверской,Москва,Москва,55.771477,37.600642
Высокояузский мост,Таганский,Москва,Москва,55.751032,37.65594
Вятская,Беговой,Москва,Москва,55.792351,37.582509
Гаврикова,Красносельский,Москва,Москва,55.784497,37.664686
Гвоздева,Таганский,Москва,Москва,55.73633,37.659706
Гвоздева,Таганский,Москва,Москва,55.735588,37.656388
Глазная больница,Тверской,Москва,Москва,55.767797,37.599867
Глинистый пер.,Мещанский,Москва,Москва,55.786326,37.636638
Гольяновская,Басманный,Москва,Москва,55.776395,37.705717
Городская больница №1,Якиманка,Москва,Москва,55.724984,37.605713
Госпитальная,Басманный,Москва,Москва,55.76731,37.696293
Госпитальная набережная,Басманный,Москва,Москва,55.768893,37.693373
Госпитальная пл.,Лефортово,Москва,Москва,55.766692,37.698662
Госпитальный Вал,Лефортово,Москва,Москва,55.773062,37.710618
Госпитальный пер.,Басманный,Москва,Москва,55.77074,37.686745
Гостиница Украина,Дорогомилово,Москва,Москва,55.750312,37.565808
Государственный биологический музей,Пресненский,Москва,Москва,55.76477,37.572024
Грузинский пер. д.6,Пресненский,Москва,Москва,55.77213,37.581085
Даниловская пл.,Даниловский,Москва,Москва,55.71566,37.62218
Даниловская пл.,Даниловский,Москва,Москва,55.71578,37.618873
Двинцев,Марьина Роща,Москва,Москва,55.797255,37.598869
Двинцев,Марьина Роща,Москва,Москва,55.792429,37.600911
Дворец детского спорта,Таганский,Москва,Москва,55.739668,37.690184
Дворец спорта Сокольники,Сокольники,Москва,Москва,55.791718,37.672437
Дворец спорта Сокольники,Сокольники,Москва,Москва,55.791884,37.673351
Дворец творчества,Лефортово,Москва,Москва,55.759945,37.702214
Денисовский пер.,Басманный,Москва,Москва,55.766121,37.67494
Дербеневская,Даниловский,Москва,Москва,55.72614,37.652174
Дербеневская набережная,Даниловский,Москва,Москва,55.725624,37.655098
Дербеневская набережная,Даниловский,Москва,Москва,55.727742,37.654109
Дербеневская набережная д.7,Даниловский,Москва,Москва,55.72272,37.656003
Детская больница,Сокольники,Москва,Москва,55.787162,37.690595
Детская поликлиника,Даниловский,Москва,Москва,55.71807,37.625144
Детская поликлиника,Даниловский,Москва,Москва,55.717151,37.622189
Детский сад,Даниловский,Москва,Москва,55.719799,37.651154
Детский театр - Парк Таганский,Таганский,Москва,Москва,55.73971,37.664926
Диагностический центр,Лефортово,Москва,Москва,55.751613,37.682259
Динамовская,Таганский,Москва,Москва,55.729947,37.660926
Динамовская,Таганский,Москва,Москва,55.731393,37.660388
Динамовская,Таганский,Москва,Москва,55.730516,37.659548
ДК Каучук,Хамовники,Москва,Москва,55.735255,37.573914
ДК Метростроя,Таганский,Москва,Москва,55.751056,37.665373
ДК Серп и Молот,Таганский,Москва,Москва,55.748855,37.675742
Добровольческая,Таганский,Москва,Москва,55.745515,37.668248
Доброслободская,Басманный,Москва,Москва,55.764461,37.67418
Доброслободская,Басманный,Москва,Москва,55.763655,37.673152
Долгоруковская,Тверской,Москва,Москва,55.773522,37.604189
Дом ветеранов войны,Мещанский,Москва,Москва,55.785856,37.622384
Дом Кино,Пресненский,Москва,Москва,55.772523,37.587806
Дом книги,Арбат,Москва,Москва,55.752774,37.595494
Дом Музыки,Замоскворечье,Москва,Москва,55.732758,37.64062
Дом Учёных,Хамовники,Москва,Москва,55.742374,37.59541
Дом Шаляпина,Арбат,Москва,Москва,55.755736,37.584006
Дорогомиловская Застава,Дорогомилово,Москва,Москва,55.746208,37.554144
Дорогомиловская Застава,Дорогомилово,Москва,Москва,55.746974,37.554171
Дунаевского,Дорогомилово,Москва,Москва,55.744083,37.545639
Душинская,Лефортово,Москва,Москва,55.748628,37.702481
Еланского,Хамовники,Москва,Москва,55.733746,37.575442
Елизаветинский пер.,Басманный,Москва,Москва,55.76092,37.673116
Елоховская пл.,Басманный,Москва,Москва,55.772567,37.675111
Житная,Якиманка,Москва,Москва,55.730178,37.619171
ЖК Береговой,Филёвский парк,Москва,Москва,55.756398,37.510193
Завод Красный путь,Таганский,Москва,Москва,55.738944,37.69229
Завод механической игрушки,Хорошёвский,Москва,Москва,55.767562,37.530006
Завод СВАРЗ,Сокольники,Москва,Москва,55.788489,37.692387
Заморёнова · 1F,Пресненский,Москва,Москва,55.762056,37.563547
Заморёнова · 1L,Пресненский,Москва,Москва,55.761837,37.564648
Западный порт,Филёвский парк,Москва,Москва,55.750218,37.51571
Зарядье,Тверской,Москва,Москва,55.749864,37.626582
Зачатьевский монастырь,Хамовники,Москва,Москва,55.741305,37.598718
Звенигородское шоссе д.27,Пресненский,Москва,Москва,55.76562,37.542738
Знаменский храм,Мещанский,Москва,Москва,55.791478,37.638456
Золоторожский Вал,Лефортово,Москва,Москва,55.754538,37.690684
Зоологическая,Пресненский,Москва,Москва,55.764518,37.57834
Зоологический пер. д.8,Пресненский,Москва,Москва,55.765221,37.574888
Зубовская пл.,Хамовники,Москва,Москва,55.737914,37.58632
Иверский пер.,Якиманка,Москва,Москва,55.737357,37.624291
Издательский дом Красная звезда,Хорошёвский,Москва,Москва,55.776035,37.533554
Издательство Пресса,Беговой,Москва,Москва,55.786946,37.581161
Издательство Пресса,Беговой,Москва,Москва,55.791676,37.586686
Измайловское шоссе,Соколиная Гора,Москва,Москва,55.780851,37.721892
Ильинские Ворота · 5A,Басманный,Москва,Москва,55.757474,37.632766
Ильинские Ворота · 6A,Басманный,Москва,Москва,55.757411,37.63276
Институт биомедицины Пироговского Университета,Хамовники,Москва,Москва,55.735034,37.578292
Институт глазных болезней,Басманный,Москва,Москва,55.76635,37.653058
Институт им. Академика Семёнова,Гагаринский,Москва,Москва,55.706968,37.567444
Институт им. Вишневского,Замоскворечье,Москва,Москва,55.724982,37.626187
Институт им. Герцена,Беговой,Москва,Москва,55.779705,37.557528
Институт промышленной собственности,Дорогомилово,Москва,Москва,55.730846,37.551509
Институт радиосвязи,Таганский,Москва,Москва,55.737438,37.689056
Казакова,Басманный,Москва,Москва,55.762472,37.657401
Казанский вокзал · 3A,Красносельский,Москва,Москва,55.773627,37.654334
Казанский вокзал · 3B,Красносельский,Москва,Москва,55.773817,37.654165
Каланчёвская · 1B,Красносельский,Москва,Москва,55.776271,37.649747
Каланчёвская · 1C,Красносельский,Москва,Москва,55.77606,37.64971
Калитниковское кладбище,Нижегородский,Москва,Москва,55.732702,37.685532
Калужская пл. · 1D,Якиманка,Москва,Москва,55.728337,37.614213
Калужская пл. · 1E,Якиманка,Москва,Москва,55.728311,37.61451
Камушки,Пресненский,Москва,Москва,55.751904,37.536816
Капельский пер.,Мещанский,Москва,Москва,55.783503,37.63498
Каретный Ряд,Тверской,Москва,Москва,55.772879,37.608955
Киевский вокзал · A1,Дорогомилово,Москва,Москва,55.743599,37.566117
Киевский вокзал · A10,Дорогомилово,Москва,Москва,55.743436,37.567947
Киевский вокзал · A11,Дорогомилово,Москва,Москва,55.74515,37.568634
Киевский вокзал · A12,Дорогомилово,Москва,Москва,55.745447,37.567728
Киевский вокзал · A2,Дорогомилово,Москва,Москва,55.743673,37.566393
Киевский вокзал · A3,Дорогомилово,Москва,Москва,55.743728,37.566112
Киевский вокзал · A4,Дорогомилово,Москва,Москва,55.743843,37.566543
Киевский вокзал · A5,Дорогомилово,Москва,Москва,55.74391,37.566798
Киевский вокзал · A6,Дорогомилово,Москва,Москва,55.743881,37.568011
Киевский вокзал · A7,Дорогомилово,Москва,Москва,55.743972,37.56836
Киевский вокзал · A8,Дорогомилово,Москва,Москва,55.744179,37.567439
Киевский вокзал · A9,Дорогомилово,Москва,Москва,55.743854,37.566222
Кинотеатр Звезда,Басманный,Москва,Москва,55.76056,37.657314
Кинотеатр Иллюзион,Таганский,Москва,Москва,55.74831,37.646102
Кинотеатр Октябрь,Арбат,Москва,Москва,55.752618,37.590216
Кирпичная,Соколиная Гора,Москва,Москва,55.777976,37.720487
Китайгородский проезд,Таганский,Москва,Москва,55.749489,37.633168
Климашкина,Пресненский,Москва,Москва,55.768137,37.572518
Климашкина,Пресненский,Москва,Москва,55.767282,37.579065
Климашкина,Пресненский,Москва,Москва,55.767723,37.56495
Ковров пер.,Таганский,Москва,Москва,55.743558,37.683972
Кожевническая,Даниловский,Москва,Москва,55.729589,37.645703
Комиссариатский мост,Замоскворечье,Москва,Москва,55.744388,37.634454
Комиссариатский пер.,Замоскворечье,Москва,Москва,55.742779,37.640715
Комсомольский проспект,Хамовники,Москва,Москва,55.718669,37.571389
Консерватория,Пресненский,Москва,Москва,55.756883,37.603528
Коровий Вал,Якиманка,Москва,Москва,55.729064,37.617697
Космодамианская набережная д.4,Замоскворечье,Москва,Москва,55.744427,37.640508
Костомаровский мост,Таганский,Москва,Москва,55.747478,37.668557
Котельническая набережная,Таганский,Москва,Москва,55.74796,37.642324
Красная площадь,Тверской,Москва,Москва,55.751882,37.625104
Красногвардейский бульвар,Пресненский,Москва,Москва,55.757308,37.545527
Красногвардейский бульвар,Пресненский,Москва,Москва,55.762169,37.544484
Красноказарменная пл.,Лефортово,Москва,Москва,55.757908,37.68525
Краснопролетарская,Тверской,Москва,Москва,55.774297,37.608394
Краснопрудная,Красносельский,Москва,Москва,55.780703,37.668937
Краснохолмский мост,Таганский,Москва,Москва,55.739512,37.646931
Крестовский мост,Останкинский,Москва,Москва,55.802121,37.635937
Кривоколенный пер.,Красносельский,Москва,Москва,55.760719,37.631732
Крымский мост,Хамовники,Москва,Москва,55.733239,37.596276
Кудринская пл.,Пресненский,Москва,Москва,55.758285,37.585093
Кузнецкий Мост,Мещанский,Москва,Москва,55.761817,37.620143
Курский вокзал · 1B,Басманный,Москва,Москва,55.758087,37.657444
Курский вокзал · 7A,Басманный,Москва,Москва,55.756433,37.657817
Кутузовский проспект д.8,Дорогомилово,Москва,Москва,55.748542,37.55979
Лазаревский пер.,Мещанский,Москва,Москва,55.791802,37.616375
Ленинградский проспект д.12,Беговой,Москва,Москва,55.779954,37.578954
Ленинский проспект д.34,Гагаринский,Москва,Москва,55.707211,37.577429
Лесная,Тверской,Москва,Москва,55.784321,37.59652
Леснорядская,Красносельский,Москва,Москва,55.781955,37.6709
Лефортовская набережная,Басманный,Москва,Москва,55.762865,37.682358
Лефортовская пл.,Басманный,Москва,Москва,55.768783,37.684684
Лефортовский Вал,Лефортово,Москва,Москва,55.760938,37.703862
Лефортовский мост,Лефортово,Москва,Москва,55.761191,37.687311
Литвина-Седого,Пресненский,Москва,Москва,55.761251,37.53959
Лобачика,Сокольники,Москва,Москва,55.789276,37.665442
Лужнецкая набережная,Хамовники,Москва,Москва,55.713692,37.573921
Льва Толстого,Хамовники,Москва,Москва,55.736544,37.581616
Льва Толстого · 1D,Хамовники,Москва,Москва,55.731792,37.591655
Льва Толстого · 1E,Хамовники,Москва,Москва,55.732291,37.592563
Лялин пер.,Басманный,Москва,Москва,55.761765,37.651627
Мажоров пер.,Соколиная Гора,Москва,Москва,55.78193,37.712267
Малая Бронная,Пресненский,Москва,Москва,55.765628,37.590362
Малая Грузинская,Пресненский,Москва,Москва,55.771455,37.573042
Малая Грузинская,Пресненский,Москва,Москва,55.761762,37.570184
Малая Грузинская,Пресненский,Москва,Москва,55.772124,37.571926
Малая Дмитровка,Тверской,Москва,Москва,55.772492,37.604699
Малая Дмитровка · 13A,Тверской,Москва,Москва,55.766774,37.606481
Малая Дмитровка · 13B,Тверской,Москва,Москва,55.767378,37.606427
Малая Калитниковская,Таганский,Москва,Москва,55.735516,37.680393
Малая Никитская,Пресненский,Москва,Москва,55.759998,37.585303
Малая Семёновская,Соколиная Гора,Москва,Москва,55.78529,37.71481
Малый Демидовский пер.,Басманный,Москва,Москва,55.76504,37.664552
Манежная пл.,Тверской,Москва,Москва,55.75502,37.612514
Манежная пл. · 5A,Тверской,Москва,Москва,55.757605,37.616709
Мантулинская,Пресненский,Москва,Москва,55.756079,37.550673
Марины Расковой,Беговой,Москва,Москва,55.790489,37.576468
Марины Расковой,Беговой,Москва,Москва,55.790594,37.576529
Матросская Тишина,Сокольники,Москва,Москва,55.784137,37.689228
МГТУ им. Н.Э. Баумана,Басманный,Москва,Москва,55.766208,37.683273
Мебельная фабрика,Тверской,Москва,Москва,55.792204,37.595748
Мельникова,Южнопортовый,Москва,Москва,55.725922,37.670528
Метро Баррикадная · 2A,Пресненский,Москва,Москва,55.760297,37.580847
Метро Баррикадная · 2B,Пресненский,Москва,Москва,55.759998,37.581137
Метро Баррикадная · 2C,Пресненский,Москва,Москва,55.761777,37.579387
Метро Баррикадная · 2D,Пресненский,Москва,Москва,55.761713,37.579251
Метро Бауманская · 1A,Басманный,Москва,Москва,55.772036,37.678749
Метро Бауманская · 1B,Басманный,Москва,Москва,55.772533,37.678569
Метро Бауманская · 1C,Басманный,Москва,Москва,55.773383,37.679432
Метро Бауманская · 1D,Басманный,Москва,Москва,55.773112,37.677931
Метро Беговая · 1A,Хорошёвский,Москва,Москва,55.773633,37.544164
Метро Беговая · 2A,Хорошёвский,Москва,Москва,55.773849,37.54409
Метро Беговая · 3A,Хорошёвский,Москва,Москва,55.774189,37.548935
Метро Беговая · 5A,Хорошёвский,Москва,Москва,55.773329,37.54824
Метро Белорусская,Тверской,Москва,Москва,55.778459,37.58727
Метро Белорусская · 1E,Тверской,Москва,Москва,55.775054,37.582694
Метро Белорусская · 1F,Пресненский,Москва,Москва,55.7748,37.582146
Метро Белорусская · 2B,Тверской,Москва,Москва,55.7776,37.5851
Метро Белорусская · 2C,Тверской,Москва,Москва,55.778422,37.585258
Метро Библиотека им. Ленина · 1A,Арбат,Москва,Москва,55.751034,37.60981
Метро Библиотека им. Ленина · 2A,Арбат,Москва,Москва,55.752461,37.60993
Метро Библиотека им. Ленина · 3A,Арбат,Москва,Москва,55.752553,37.609947
Метро Библиотека им. Ленина · 4A,Тверской,Москва,Москва,55.753071,37.611569
Метро Волгоградский проспект · 2A,Южнопортовый,Москва,Москва,55.724319,37.686492
Метро Волгоградский проспект · 2B,Южнопортовый,Москва,Москва,55.724144,37.685765
Метро Волгоградский проспект · 3A,Южнопортовый,Москва,Москва,55.725624,37.685531
Метро Волгоградский проспект (западный вход),Южнопортовый,Москва,Москва,55.725824,37.685021
Метро Воробьёвы горы · 2A,Гагаринский,Москва,Москва,55.706408,37.555073
Метро Воробьёвы горы · 2B,Гагаринский,Москва,Москва,55.705979,37.554651
Метро Деловой центр,Пресненский,Москва,Москва,55.75273,37.543145
Метро Деловой центр · 4B,Пресненский,Москва,Москва,55.752318,37.541148
Метро Добрынинская · 1A,Замоскворечье,Москва,Москва,55.728577,37.623316
Метро Добрынинская · 1B,Замоскворечье,Москва,Москва,55.729049,37.624193
Метро Добрынинская · 1C,Замоскворечье,Москва,Москва,55.729618,37.624777
Метро Достоевская,Тверской,Москва,Москва,55.781331,37.613974
Метро Достоевская · 1A,Тверской,Москва,Москва,55.781333,37.613105
Метро Достоевская · 2A,Тверской,Москва,Москва,55.780895,37.615907
Метро Достоевская · 2B,Мещанский,Москва,Москва,55.780551,37.616702
Метро Китай-город · 10A,Тверской,Москва,Москва,55.754248,37.634073
Метро Китай-город · 10B,Тверской,Москва,Москва,55.754259,37.634345
Метро Китай-город · 10C,Тверской,Москва,Москва,55.753991,37.633906
Метро Китай-город · 10D,Тверской,Москва,Москва,55.754008,37.634196
Метро Китай-город · 10E,Тверской,Москва,Москва,55.754197,37.634608
Метро Китай-город · 11A,Таганский,Москва,Москва,55.753605,37.63431
Метро Китай-город · 14A,Тверской,Москва,Москва,55.753055,37.632433
Метро Китай-город · 8A,Таганский,Москва,Москва,55.753763,37.635123
Метро Комсомольская,Красносельский,Москва,Москва,55.77606,37.657834
Метро Комсомольская · 11A,Красносельский,Москва,Москва,55.775323,37.657025
Метро Комсомольская · 9A,Красносельский,Москва,Москва,55.775351,37.655896
Метро Краснопресненская,Пресненский,Москва,Москва,55.759332,37.577536
Метро Краснопресненская,Пресненский,Москва,Москва,55.758786,37.577572
Метро Краснопресненская · 1A,Пресненский,Москва,Москва,55.760746,37.57734
Метро Краснопресненская · 1B,Пресненский,Москва,Москва,55.760832,37.576561
Метро Краснопресненская · 1C,Пресненский,Москва,Москва,55.760359,37.578529
Метро Краснопресненская · 1D,Пресненский,Москва,Москва,55.761015,37.57668
Метро Краснопресненская · 1E,Пресненский,Москва,Москва,55.759129,37.577056
Метро Красносельская · 1B,Красносельский,Москва,Москва,55.779911,37.665486
Метро Красносельская · 1C,Красносельский,Москва,Москва,55.780025,37.666898
Метро Красносельская · 1G,Красносельский,Москва,Москва,55.778599,37.664449
Метро Красные Ворота,Красносельский,Москва,Москва,55.769095,37.65129
Метро Красные Ворота · 1A,Басманный,Москва,Москва,55.768686,37.648699
Метро Красные Ворота · 2A,Красносельский,Москва,Москва,55.769523,37.650773
Метро Красные Ворота · 2B,Красносельский,Москва,Москва,55.769924,37.651891
Метро Красные Ворота · 2C,Красносельский,Москва,Москва,55.768994,37.648962
Метро Кропоткинская,Хамовники,Москва,Москва,55.744086,37.601818
Метро Кропоткинская · 1A,Хамовники,Москва,Москва,55.744879,37.601091
Метро Кропоткинская · 1B,Хамовники,Москва,Москва,55.745362,37.601473
Метро Кропоткинская · 1C,Хамовники,Москва,Москва,55.744758,37.602181
Метро Кропоткинская · 1D,Хамовники,Москва,Москва,55.744388,37.601067
Метро Кропоткинская · 2A,Хамовники,Москва,Москва,55.745759,37.604985
Метро Кропоткинская · 2B,Хамовники,Москва,Москва,55.746055,37.605142
Метро Курская · 1A,Басманный,Москва,Москва,55.758949,37.657994
Метро Кутузовская · 2A,Дорогомилово,Москва,Москва,55.739751,37.534418
Метро Кутузовская · 4A,Дорогомилово,Москва,Москва,55.74018,37.534163
Метро Ленинский проспект,Гагаринский,Москва,Москва,55.706954,37.585455
