house_id,lat,lon,price_per_m2,building_type,object_type,levels,ads_count
597270.0,55.7863723,37.4636181,287532.8465613405,0,0,12,5
597301.0,55.8592579,37.3463901,204715.0234746195,3,0,17,27
597389.0,55.6903107,37.6104468,319018.40490797546,4,0,5,1
597491.0,55.7820699,37.5643903,352094.0237778948,3,0,12,10
597503.0,55.637642,37.516647,218800.64829821716,2,0,9,1
597761.0,55.7595244,37.6464488,450310.23780709604,4,0,4,30
597811.0,55.7831254,37.7100951,261959.25670745445,4,0,5,6
597893.0,55.88402,37.6637,243489.3316662195,0,0,9,15
597970.0,55.766678,37.411877,301358.5677374466,2,0,17,15
598005.0,55.862026,37.475613,267737.5174755972,0,0,17,13
598212.0,55.6965,37.825516,204034.05632462417,3,0,9,19
598225.0,55.8410793,37.4317019,284688.995215311,0,0,4,1
598282.0,55.7408117,37.8594106,226684.91228070174,3,0,14,8
598366.0,55.762447,37.625854,500000.0,4,0,4,2
598514.0,55.8736065,37.5669751,226279.444827951,3,0,17,15
598703.0,55.620169,37.263052,222833.00612694194,0,0,17,63
598911.0,55.7926693,37.5623233,288636.36363636365,0,0,5,1
598923.0,55.7928781,37.8208328,287918.46463986055,0,0,5,7
599002.0,55.564511,37.487038,199474.28111484868,0,0,16,21
599002.0,55.56753,37.480454,202111.61738924778,0,0,16,138
599091.0,55.604285,37.73898,266698.07429741725,3,0,8,4
599149.0,55.685046,37.600046,297997.13365589554,4,0,9,34
599189.0,55.7881603,37.6151258,251093.06411044416,0,0,14,3
599192.0,55.865626,37.570581,219583.36772779826,0,0,9,9
599331.0,55.72974,37.67393,388368.8566615396,5,0,9,2
599367.0,55.7334054,37.482193,264661.85511895217,0,0,5,2
599382.0,55.8408318,37.5357769,247855.4977139832,0,0,9,6
599413.0,55.682808,37.917331,170456.37014291616,3,0,14,10
599476.0,55.8053958,37.6129881,296279.47176448535,5,0,9,3
599505.0,55.71311,37.798267,261213.0298594387,0,0,12,2
599573.0,55.7963103,37.4994572,237491.33749133747,4,0,11,3
599614.0,55.7484563,37.7870182,216068.94287403199,0,0,16,4
599710.0,55.7381959,37.4920957,318358.05706417985,3,0,16,17
599736.0,55.875208,37.524345,227748.69109947642,3,0,18,1
599755.0,55.7936134,37.4564439,244107.7441077441,4,0,5,1
599755.0,55.793667,37.45646,226413.86381285187,4,0,5,4
599761.0,55.877198,37.713854,249020.26870741555,0,0,16,3
599800.0,55.7815805,37.5307659,336178.4628837969,2,0,17,20
599930.0,55.85054,37.63196,285619.9397382879,0,0,12,4
600029.0,55.795018,37.491143,317345.9496089584,0,0,5,12
600111.0,55.7373198,37.6937114,287804.8780487805,0,0,24,1
600111.0,55.737345,37.693624,319995.32065135764,3,0,24,25
600131.0,55.7774851,37.8366443,237837.83783783784,0,0,16,1
600131.0,55.777555,37.83668,237196.76549865227,0,0,16,1
600144.0,55.792407,37.736923,194805.1948051948,4,0,5,1
600159.0,55.832723,37.3583488,301075.2688172043,3,0,5,1
