address,lat,lon,year,total_apartments,inhab_count,under_24_num,between_25_34_num,between_35_44_num,between_45_54_num,between_55_64_num,over_65_num,men_num,women_num,with_children_num,with_pets_num,with_car_num,median_income_pop,avg_hcs_cost_pop
"Россия, Москва, пос. Первомайское, Центральная улица, 28",55.537094,37.157626,2011.0,4.0,8.0,0.5592,1.5232,2.6872,1.752,1.0728,0.4048,4.8672,3.1328,2.2312,1.632,5.0328,956376.0,83864.0
"Россия, Москва, Большая Никитская улица, 45",55.757531,37.590632,1897.0,12.0,25.0,3.8075,6.2075,6.67,4.78,2.3775,1.1575,13.3425,11.6575,5.675,4.5475,10.485,3704025.0,361825.0
"Россия, Москва, Серпуховский Вал улица, 17 к1",55.710819,37.613207,1937.0,14.0,29.0,3.7642,6.881699999999999,8.2476,5.913100000000001,2.7579,1.4413,17.9829,11.0171,6.235,6.881699999999999,14.2564,5095532.0,371084.0
"Россия, Москва, Большая Почтовая улица, 28",55.779597,37.699306,2021.0,18.0,38.0,7.535399999999999,10.7578,10.7426,5.909,2.2952,0.76,27.9034,10.0966,8.113000000000001,6.137,25.6006,4379994.0,465006.0
"Россия, Москва, Казарменный переулок, 3 ст6",55.757274,37.650737,2004.0,19.0,40.0,6.092000000000001,8.38,10.916,7.94,4.192,2.48,22.824,17.176,8.82,8.38,16.596,5394320.0,550960.0
"Россия, Москва, Комсомольский проспект, 7 ст1",55.730969,37.592208,1917.0,19.0,40.0,5.404,6.972,9.351999999999999,8.8,5.832000000000001,3.64,20.272,19.728,9.488,8.228,16.04,5017120.0,472640.0
"Россия, Москва, улица Генерала Донскова, 10",55.493178,36.918465,2018.0,20.0,42.0,4.4562,8.2488,13.797,8.337,4.426799999999999,2.73,22.6254,19.3746,12.39,8.2488,24.4944,4260858.0,254268.0
"Россия, Москва, улица Фадеева, 5",55.774725,37.598052,1917.0,20.0,42.0,6.4596,8.085,11.7726,8.085,4.8552,2.7468,19.8324,22.1676,10.7184,9.3912,16.5564,5862864.0,498414.0
"Россия, Москва, Большая Никитская улица, 17 ст1",55.756812,37.602388,1887.0,20.0,42.0,6.119400000000001,11.6592,10.2438,6.741000000000001,4.5822,2.6544,17.661,24.339,9.8658,9.8406,18.48,8197308.0,598542.0
"Россия, Москва, д. Рогозинино, Луговая улица, 20в к4",55.538976,37.185099,2019.0,20.0,42.0,1.134,5.6742,15.8928,10.2144,6.8124,2.2722,17.0268,24.9732,23.8392,7.946400000000001,35.1876,9689526.0,1062054.0
"Россия, Москва, д. Рогозинино, Луговая улица, 20в к3",55.539067,37.184307,2020.0,20.0,42.0,1.134,5.6742,15.8928,10.2144,6.8124,2.2722,17.0268,24.9732,23.8392,7.946400000000001,35.1876,9689526.0,1062054.0
"Россия, Москва, Старый Толмачёвский переулок, 3",55.739461,37.632017,2001.0,21.0,44.0,5.9884,10.0452,12.6016,8.9452,4.4044,2.0152,24.9172,19.0828,10.0804,9.2224,20.064,6725004.0,583308.0
"Россия, Москва, д. Рогозинино, Луговая улица, 20а ст4",55.539908,37.183335,2012.0,22.0,46.0,1.242,6.214600000000001,17.4064,11.1872,7.461199999999999,2.4886,18.6484,27.3516,26.1096,8.7032,38.5388,10612338.0,1163202.0
"Россия, Москва, Потаповский переулок, 6 ст1",55.761239,37.640222,2023.0,23.0,48.0,13.1712,15.0,10.1376,5.755199999999999,2.827199999999999,1.1088,23.064,24.936,9.134400000000001,9.48,16.3968,7154400.0,555984.0
"Россия, Москва, Восточный, улица 9 Мая, 12",55.816858,37.866112,1957.0,24.0,50.0,5.69,9.195,15.475,11.51,5.29,2.845,28.04,21.96,14.945,8.53,27.645,5063900.0,678900.0
"Россия, Москва, пос. Марьино, Светлый бульвар, 12 к1",55.550506,37.328979,2013.0,25.0,52.0,0.7644,11.4712,24.4712,6.1152,6.1152,3.0576,9.9424,42.0576,32.8848,9.9424,29.822,5539404.0,502268.0
"Россия, Москва, Большой Сухаревский переулок, 24",55.770563,37.630319,2006.0,26.0,55.0,9.839500000000001,15.147,14.6135,8.69,4.73,1.98,27.2305,27.7695,12.463,11.528,22.0715,8907360.0,633820.0
"Россия, Москва, Троицкая улица, 8",55.774463,37.622188,2005.0,26.0,55.0,2.64,7.48,16.72,14.3715,7.771500000000001,6.0115,17.8915,37.1085,14.52,14.08,26.4,10102785.0,760705.0
"Россия, Москва, Погорельский переулок, 5 ст2",55.732038,37.622549,2001.0,27.0,57.0,4.731,10.3626,15.6009,13.0416,8.361899999999999,4.902,21.9678,35.0322,16.9917,14.1417,25.6728,10310787.0,714894.0
"Россия, Москва, Спортивный квартал, улица Харлампиева, 22 к1",55.55222,37.325395,2020.0,27.0,57.0,6.3213,11.0979,19.6593,11.7648,6.0876,2.0691,32.8833,24.1167,15.6123,9.6387,32.2449,5909646.0,477546.0
"Россия, Москва, Большой Головин переулок, 2",55.769129,37.625936,2001.0,28.0,59.0,15.3872,16.8976,12.5493,8.5373,4.059200000000001,1.5753,27.1282,31.8718,11.6289,12.6614,20.7326,8494407.0,715139.0
"Россия, Москва, переулок Печатников, 3 ст1",55.767499,37.625266,1917.0,28.0,59.0,16.7088,17.3814,12.9328,7.5402,3.1978,1.239,21.0748,37.9252,13.0921,12.8443,20.8034,9164942.0,794907.0
"Россия, Москва, Малая Черкизовская улица, 22",55.800873,37.716989,2005.0,29.0,61.0,12.2976,13.6335,15.2256,10.4249,6.112200000000001,3.3123,26.7668,34.2332,13.1272,11.2423,18.3,6392068.0,589626.0
"Россия, Москва, Смоленская-Сенная площадь, 27 ст1а",55.745184,37.582573,1961.0,29.0,61.0,6.130500000000001,12.6209,18.4952,13.0418,7.2773,3.440399999999999,31.2259,29.7741,14.7437,13.908,27.3951,11525767.0,818498.0
"Россия, Москва, проспект Мира, 5 к1",55.774206,37.631951,1917.0,29.0,61.0,8.2533,16.9519,16.0064,11.5839,5.965799999999999,2.2387,21.7282,39.2718,17.1044,14.5668,25.2052,10270448.0,883463.0
"Россия, Москва, Остров фантазий, Островной проезд, 8",55.759772,37.451258,2004.0,29.0,61.0,7.441999999999999,14.8779,14.8779,11.9011,8.9243,2.9768,31.2442,29.7558,16.3663,16.3663,41.65690000000001,14436443.0,969656.0
"Россия, Москва, д. Рогозинино, Луговая улица, 20в к1",55.53924,37.182654,2020.0,30.0,63.0,1.701,8.5113,23.8392,15.3216,10.2186,3.4083,25.5402,37.4598,35.75879999999999,11.9196,52.7814,14534289.0,1593081.0
"Россия, Москва, Серебряническая набережная, 19 / Тессинский переулок, 2-6",55.750022,37.649719,2011.0,30.0,63.0,10.4706,10.8423,17.0478,13.0158,8.152199999999999,3.4713,38.0331,24.9669,13.9923,10.6092,28.35,7372890.0,602469.0
"Россия, Москва, Патриаршие пруды м-н, Сытинский переулок, 7/14 / Большой Палашёвский переулок, 14/7 ст1",55.76463,37.600807,1910.0,31.0,65.0,8.281,14.001,17.602,13.039,7.9105,4.1665,26.988,38.012,17.1405,15.665,27.703,10368410.0,830635.0
"Россия, Москва, улица Арбат, 24",55.750069,37.592285,2014.0,32.0,67.0,11.2426,13.9092,17.688,13.4469,7.2963,3.417,33.8283,33.1717,16.5423,13.3598,25.594,8773985.0,770165.0
"Россия, Москва, 3-й Самотёчный переулок, 11 ст2",55.778523,37.614731,1999.0,32.0,67.0,8.8574,13.1923,17.4267,13.6077,9.500599999999999,4.415299999999999,31.3024,35.6976,17.0515,12.3213,25.4332,8009515.0,819209.0
"Россия, Москва, Дубининская улица, 59 ст1",55.718901,37.634658,2023.0,32.0,67.0,9.7552,16.6495,24.2004,11.189,3.6448,1.5611,39.4161,27.5839,17.1721,11.7116,33.3057,11107126.0,846813.0
"Россия, Москва, пос. Рогово, улица Берёзки, 8 к1",55.214533,37.068111,2016.0,33.0,69.0,1.4973,7.500299999999999,26.9997,18.0021,11.9991,3.0015,40.503,28.497,23.9982,13.5033,50.9979,8392815.0,790119.0
"Россия, Москва, улица Усачёва, 11г",55.727275,37.572601,0.0,33.0,69.0,7.514100000000001,15.8976,19.0992,16.8774,6.7758,2.835900000000001,31.6641,37.3359,18.7266,14.9109,37.4601,16843107.0,1730244.0
"Россия, Москва, 3-я Фрунзенская улица, 5 к1",55.719676,37.578312,2007.0,34.0,71.0,5.9001,8.8537,17.5441,16.7276,12.6238,9.3436,27.8746,43.1254,18.2044,20.1711,33.9451,11095454.0,857183.0
"Россия, Москва, Нижняя Первомайская улица, 1",55.791118,37.791238,1950.0,34.0,71.0,19.7806,10.2595,15.9466,13.8876,6.3474,4.778300000000001,38.2406,32.7594,17.3027,22.0526,22.365,6286411.0,730803.0
"Россия, Москва, д. Горчаково, Школьная улица, 1 к3",55.519623,37.216189,2014.0,36.0,76.0,7.501199999999999,13.8016,27.6412,15.8004,7.5848,3.6708,39.482,36.518,25.5968,18.43,44.2776,8173268.0,817076.0
"Россия, Москва, 1-й Спасоналивковский переулок, 20",55.733802,37.614042,1997.0,36.0,76.0,14.3412,15.4432,20.1628,15.3064,7.486000000000001,3.268,32.4064,43.5936,19.684,16.5072,24.7836,10033368.0,873544.0
"Россия, Москва, улица Гиляровского, 62",55.787878,37.633199,2002.0,36.0,76.0,10.8832,18.8252,22.0628,14.44,6.346,3.4352,43.092,32.90799999999999,18.8632,16.3324,32.4368,10406908.0,836000.0
"Россия, Москва, Мосфильмовская улица, 1 ст А",55.724371,37.534167,2020.0,38.0,80.0,12.784,15.72,23.712,15.216,8.224,4.352,47.944,32.056,17.272,14.808,36.456,10237040.0,1127680.0
"Россия, Москва, пос. Рогово, Юбилейная улица, 12 к1",55.21454,37.072066,2023.0,40.0,84.0,1.8144,7.249200000000001,21.756,15.7164,17.5224,19.9416,41.6976,42.3024,22.9656,14.5068,57.41399999999999,9687804.0,294588.0
"Россия, Москва, улица Космонавта Волкова, 5Б",55.817046,37.508409,2020.0,40.0,84.0,7.4676,14.4396,24.3096,19.1772,12.4572,6.1572,38.3208,45.6792,24.1668,17.4468,34.8516,10073784.0,859992.0
"Россия, Москва, Погодинская улица, 4",55.734706,37.57149,2013.0,41.0,86.0,22.9448,16.9678,17.7074,15.4972,9.158999999999999,3.7238,37.7454,48.2546,19.264,18.7738,36.4812,11683960.0,1749326.0
"Россия, Москва, 1-й Тверской-Ямской переулок, 14",55.772897,37.598225,1934.0,44.0,92.0,14.1496,17.71,25.7876,17.71,10.6352,6.0168,43.4424,48.5576,23.4784,20.5712,36.2664,12842464.0,1091764.0
"Россия, Москва, улица Станиславского, 11",55.744989,37.660387,2008.0,46.0,97.0,19.9238,25.6274,23.8717,15.5394,8.1771,3.8703,50.5273,46.4727,19.6716,22.2712,34.0179,12572364.0,1158083.0
"Россия, Москва, Большая Почтовая улица, 18/20 к16",55.773695,37.693087,1926.0,46.0,97.0,19.3321,19.885,24.8029,18.3039,9.6806,4.9858,61.595,35.405,18.7113,15.5879,38.0822,10018548.0,1288645.0
"Россия, Москва, Большая Черкизовская улица, 5а",55.797306,37.718723,1975.0,47.0,99.0,11.4246,17.9784,26.1558,21.3345,15.1272,6.969600000000001,37.8675,61.1325,23.2353,24.255,29.9772,10905543.0,921690.0
"Россия, Москва, пос. Рогово, улица Берёзки, 10 к3",55.215704,37.067412,2016.0,48.0,101.0,2.1917,10.9787,39.5213,26.3509,17.5639,4.3935,59.28700000000001,41.71299999999999,35.1278,19.7657,74.6491,12285135.0,1156551.0
"Россия, Москва, д. Горчаково, Школьная улица, 5 к1",55.520792,37.214853,2014.0,48.0,101.0,9.968699999999998,18.3416,36.7337,20.9979,10.0798,4.878299999999999,52.46950000000001,48.53049999999999,34.0168,24.4925,58.8426,10861843.0,1085851.0
"Россия, Москва, пос. Рогово, улица Берёзки, 10 к1",55.214299,37.067576,2016.0,48.0,101.0,2.1917,10.9787,39.5213,26.3509,17.5639,4.3935,59.28700000000001,41.71299999999999,35.1278,19.7657,74.6491,12285135.0,1156551.0
"Россия, Москва, д. Горчаково, Школьная улица, 15",55.520991,37.21134,2014.0,48.0,101.0,2.2422,17.9578,29.1789,29.1789,13.4633,8.978900000000001,78.5578,22.4422,26.9367,31.4211,94.2633,18805493.0,553682.0
"Россия, Москва, пос. Рогово, улица Берёзки, 10 к2",55.214947,37.067239,2016.0,48.0,101.0,2.1917,10.9787,39.5213,26.3509,17.5639,4.3935,59.28700000000001,41.71299999999999,35.1278,19.7657,74.6491,12285135.0,1156551.0
"Россия, Москва, д. Горчаково, Школьная улица, 17",55.52131,37.210357,2014.0,48.0,101.0,2.2422,17.9578,29.1789,29.1789,13.4633,8.978900000000001,78.5578,22.4422,26.9367,31.4211,94.2633,18805493.0,553682.0
"Россия, Москва, Подсосенский переулок, 3",55.759077,37.651109,2008.0,50.0,105.0,15.9915,21.9975,28.6545,20.8425,11.004,6.51,59.913,45.087,23.1525,21.9975,43.5645,14160090.0,1446270.0
"Россия, Москва, 4-й Верхний Михайловский проезд, 10 к2",55.707187,37.602463,1935.0,50.0,105.0,7.245,14.196,36.078,33.726,9.575999999999999,4.178999999999999,35.637,69.363,35.1225,25.914,28.938,9520560.0,2266845.0
"Россия, Москва, Большая Пироговская улица, 8",55.728409,37.561131,2009.0,51.0,107.0,13.3215,19.8485,25.9689,22.8445,14.1347,10.8819,52.0769,54.9231,24.0643,22.9729,52.751,17280393.0,1481950.0
"Россия, Москва, квартал 2-й Капотня, 1",55.638686,37.796955,1937.0,52.0,109.0,15.5761,25.2989,39.14189999999999,19.4456,6.213000000000001,3.3245,75.4607,33.5393,30.2802,18.0286,57.4212,10678839.0,1097957.0
"Россия, Москва, 2-й Мосфильмовский переулок, 5",55.723765,37.523411,2024.0,54.0,113.0,7.9552,22.2836,37.7985,30.2388,9.548499999999999,5.1754,76.3993,36.6007,,,,25249059.0,
"Россия, Москва, 2-я Фрунзенская улица, 12",55.723998,37.580851,2003.0,57.0,120.0,16.188,19.752,29.028,25.932,17.556,11.544,55.89599999999999,64.104,29.796,26.46,46.716,15624600.0,1541040.0
"Россия, Москва, пос. ЛМС, Центральный м-н, 7",55.314423,37.176508,1973.0,58.0,122.0,15.128,24.4122,36.69759999999999,26.6204,12.993,6.1488,70.1744,51.82559999999999,31.2686,18.1902,61.90280000000001,11934894.0,1321016.0
"Россия, Москва, Большой Ордынский переулок, 4 ст4",55.735494,37.626156,2020.0,58.0,122.0,20.1422,32.3544,36.295,19.2028,9.9918,4.0138,57.4132,64.5868,31.2442,28.2186,52.31360000000001,20465134.0,1575264.0
"Россия, Москва, Внуково, Спортивная улица, 6/18 / 2-я Рейсовая улица, 18",55.611025,37.302129,1959.0,60.0,126.0,8.2152,27.3924,32.8734,30.1266,19.1772,8.2152,54.7848,71.21520000000001,41.0886,21.9114,46.5696,15299550.0,727776.0
"Россия, Москва, Ферсмана улица, 11",55.693566,37.570034,2003.0,60.0,126.0,4.9392,32.1174,44.4654,27.1782,17.2998,,51.8868,74.11319999999999,49.4172,22.239,41.9958,16759386.0,1109052.0
"Россия, Москва, Внуково, Спортивная улица, 4",55.611558,37.301192,1960.0,60.0,126.0,15.4476,30.8322,36.7794,24.0408,13.167,5.733,84.0672,41.9328,23.8266,17.0856,61.614,13651344.0,1316070.0
"Россия, Москва, Весковский тупик, 3",55.780788,37.596959,2005.0,61.0,128.0,32.4096,38.8352,32.7552,15.5008,6.0544,2.432,73.024,54.97600000000001,30.1184,26.2272,59.04640000000001,21086336.0,1688320.0
"Россия, Москва, Большая Академическая улица, 35",55.831563,37.531245,1985.0,61.0,128.0,8.5248,21.8624,38.912,26.4576,18.3296,13.9136,54.4896,73.5104,38.72,31.2704,52.63359999999999,14295168.0,1434368.0
"Россия, Москва, улица Ивана Бабушкина, 13 к1",55.685579,37.562398,1955.0,61.0,128.0,10.0608,21.7728,37.0816,27.0208,18.9312,13.1328,68.928,59.072,33.8048,29.76,65.9712,18467072.0,1287296.0
"Россия, Москва, Банный переулок, 4 ст2",55.785711,37.637706,1965.0,63.0,132.0,20.9088,33.198,31.42919999999999,24.5784,14.1108,7.774799999999999,70.026,61.974,26.862,24.9084,47.25599999999999,13774992.0,1273404.0
"Россия, Москва, Троицк, Прибрежная улица, 1",55.494937,37.307977,2024.0,64.0,134.0,8.71,26.1434,51.10760000000001,27.0814,14.8338,6.1238,65.70020000000001,68.29979999999999,58.6384,41.2184,86.18879999999999,20068376.0,
"Россия, Москва, 1-й Стрелецкий проезд, 18",55.799508,37.608643,2020.0,64.0,134.0,19.6176,31.2622,38.9538,25.8084,13.3866,4.9714,76.8892,57.1108,30.8736,29.7078,55.65020000000001,15073124.0,1609340.0
"Россия, Москва, Большая Почтовая улица, 28 к6",55.7792,37.698902,0.0,66.0,139.0,27.5637,39.3509,39.2953,21.6145,8.3956,2.78,102.0677,36.9323,29.6765,22.4485,93.6443,16021557.0,1700943.0
"Россия, Москва, проезд Энтузиастов, 17",55.755662,37.718806,1961.0,66.0,139.0,13.622,40.8799,51.7775,19.0847,8.1732,5.4488,81.7598,57.24019999999999,27.2579,27.2579,59.9646,23466258.0,1233486.0
"Россия, Москва, Большая Почтовая улица, 28 к5",55.779419,37.698414,2021.0,66.0,139.0,27.5637,39.3509,39.2953,21.6145,8.3956,2.78,102.0677,36.9323,29.6765,22.4485,93.6443,16021557.0,1700943.0
"Россия, Москва, Ладожская улица, 13",55.771871,37.685308,1974.0,67.0,141.0,52.9737,31.3866,27.495,17.1033,8.2908,3.7506,85.40370000000001,55.5963,25.7889,25.5351,41.82060000000001,13969857.0,1596402.0
"Россия, Москва, 1-я Ватутинская улица, 12 к1",55.502971,37.321038,2023.0,69.0,145.0,16.1965,30.943,44.0945,28.188,19.082,6.5105,71.9925,73.0075,48.285,32.6685,78.93799999999999,17047215.0,1356040.0
"Россия, Москва, Щербинка, Новомосковский м-н, Южный квартал, 8",55.493959,37.55537,2019.0,70.0,147.0,30.9288,38.6904,41.307,25.1958,7.438199999999999,3.4398,87.61200000000001,59.38800000000001,29.2824,18.5661,35.7504,11390883.0,1594068.0
"Россия, Москва, Бутырская улица, 53 к3",55.800923,37.58262,1962.0,71.0,149.0,54.4893,26.1793,31.7221,21.9179,11.0707,3.620700000000001,96.41789999999999,52.5821,32.78,22.35,47.8886,12628644.0,1639596.0
"Россия, Москва, Спортивный квартал, улица Харлампиева, 22 к2",55.551872,37.324042,2020.0,72.0,151.0,15.7342,29.3544,53.4842,28.3125,16.7761,7.3386,125.8283,25.1717,26.2136,20.9739,96.4739,16544466.0,1367003.0
"Россия, Москва, 1-й Смоленский переулок, 13",55.747882,37.579957,1967.0,72.0,151.0,14.3752,31.5439,40.6039,32.7972,20.0981,11.5817,47.0365,103.9635,39.07879999999999,36.84399999999999,59.1769,25031572.0,2111584.0
"Россия, Москва, Люблинская улица, 111Б к2",55.680937,37.738836,2022.0,72.0,151.0,17.8784,38.5201,48.1992,27.1951,13.6202,5.587000000000001,98.2708,52.7292,32.2385,22.2423,67.9953,14512157.0,1423024.0
"Россия, Москва, Большая Почтовая улица, 30 ст1 к12",55.779,37.701428,2019.0,75.0,158.0,16.8428,26.6072,34.3176,39.342,26.6072,14.2674,69.55160000000001,88.4484,36.3874,34.71259999999999,50.402,18815904.0,1543502.0
"Россия, Москва, Большая Почтовая улица, 32 к8",55.780326,37.699236,2020.0,80.0,168.0,33.3144,47.5608,47.49359999999999,26.124,10.1472,3.36,123.3624,44.6376,35.868,27.132,113.1816,19364184.0,2055816.0
"Россия, Москва, пос. Марьино, Жемчужная улица, 1 к9",55.551374,37.334666,2020.0,80.0,168.0,20.0088,46.5696,71.4168,21.7392,5.1744,3.108,93.1392,74.8608,67.2672,32.424,103.152,22379784.0,998088.0
"Россия, Москва, Шелепихинская набережная, 38 к8",55.766912,37.499968,0.0,80.0,168.0,35.11199999999999,60.17760000000001,37.6152,32.592,2.5032,,92.7696,75.2304,35.11199999999999,27.5856,77.73360000000001,17449152.0,
"Россия, Москва, 4-я Тверская-Ямская улица, 22 к2",55.774573,37.595519,2003.0,83.0,174.0,30.624,35.7048,40.2462,34.4346,21.1236,11.8668,78.3696,95.63040000000001,37.584,38.0712,68.57339999999999,25766442.0,2159340.0
"Россия, Москва, Петровско-Разумовский проезд, 24 к3",55.802583,37.564417,1955.0,84.0,176.0,17.6528,31.8032,48.1888,38.632,25.8192,13.904,95.3568,80.6432,40.67359999999999,34.672,66.2288,19690176.0,2013616.0
"Россия, Москва, улица Бехтерева, 29 к1",55.624785,37.647323,2024.0,84.0,176.0,20.1696,40.97280000000001,56.9008,32.1728,18.4096,7.392,117.8672,58.1328,37.8048,26.312,98.8064,16655936.0,1735360.0
"Россия, Москва, улица Скульптора Мухиной, 11 к1",55.637251,37.341355,2022.0,84.0,176.0,21.296,36.8544,62.44479999999999,29.48,17.2304,8.712,107.1312,68.86880000000001,56.1088,43.6656,103.3648,20537264.0,1788688.0
"Россия, Москва, Погонный проезд, 13",55.820075,37.712477,0.0,90.0,189.0,22.2264,41.4099,50.4252,36.0045,27.7263,11.2077,104.139,84.861,45.0009,38.76390000000001,79.62570000000001,18850104.0,1706859.0
"Россия, Москва, улица Шкулёва, 9 к2",55.693794,37.742914,2004.0,91.0,191.0,26.0524,44.33110000000001,53.2317,36.3282,20.1123,10.9634,102.5861,88.4139,45.9164,50.5004,65.1119,20068370.0,2082091.0
"Россия, Москва, Комсомольский проспект, 11",55.730584,37.590162,1961.0,91.0,191.0,25.8041,33.2913,44.6558,42.02,27.8478,17.381,96.79879999999999,94.20120000000001,45.30519999999999,39.2887,76.59100000000001,23956748.0,2256856.0
"Россия, Москва, Олеко Дундича улица, 29",55.738173,37.483664,1959.0,93.0,195.0,29.4645,44.499,53.8005,36.6795,20.943,9.633000000000001,100.6005,94.39949999999999,46.9365,44.4405,73.28099999999999,25195170.0,2252835.0
"Россия, Москва, Комсомольский проспект, 23/7 к2",55.726705,37.584075,1962.0,93.0,195.0,35.66549999999999,41.028,50.0955,35.9775,21.2745,10.9785,108.381,86.619,44.1675,40.365,72.15,23796630.0,2285985.0
"Россия, Москва, Московский, Град Московский, Радужная улица, 19 к2",55.588884,37.37424,2010.0,94.0,197.0,20.1925,39.4394,62.25200000000001,42.65049999999999,20.8032,11.6821,103.819,93.18099999999998,66.2905,36.6026,103.622,22020069.0,1930206.0
"Россия, Москва, Большая Почтовая улица, 32",55.780154,37.6982,2021.0,96.0,202.0,40.0566,57.1862,57.1054,31.411,12.2008,4.04,148.3286,53.67140000000001,43.12700000000001,32.623,136.0874,23283126.0,2471874.0
"Россия, Москва, пос. Коммунарка, Скандинавский бульвар, 9 к1",55.562761,37.502791,2019.0,99.0,208.0,17.8048,64.91680000000001,86.2784,26.1248,8.507200000000001,4.3472,134.784,73.21600000000001,76.19040000000001,54.43360000000001,113.1936,34075808.0,2395536.0
"Россия, Москва, Нахимовский проспект, 11 к1",55.663512,37.6054,1973.0,101.0,212.0,37.8208,49.0356,53.0,40.8736,21.2636,10.0064,111.0668,100.9332,46.9792,38.6264,62.07360000000001,20690352.0,2056400.0
"Россия, Москва, улица Новаторов, 34 к7",55.664551,37.521124,2001.0,102.0,214.0,13.9528,46.52359999999999,79.09440000000001,51.1674,23.2618,,83.73819999999999,130.2618,88.38199999999999,55.8326,74.4292,28128374.0,1885554.0
"Россия, Москва, Шепелюгинская улица, 16а",55.745207,37.701341,2024.0,102.0,214.0,31.8218,50.31140000000001,59.813,41.6016,22.2988,8.1534,116.9296,97.07039999999999,45.4108,33.7264,71.5188,22673514.0,1997476.0
"Россия, Москва, переулок Посланников, 6",55.770072,37.682554,0.0,103.0,216.0,41.0832,49.11839999999999,59.724,37.5408,20.088,8.4456,111.4344,104.5656,49.788,47.7144,81.4104,29293488.0,2499336.0
"Россия, Москва, Петрозаводская улица, 13 к1",55.866228,37.4925,1973.0,103.0,216.0,23.0688,43.3512,59.076,48.924,28.8792,12.7008,106.6824,109.3176,60.9552,50.19839999999999,94.7808,25900776.0,2332368.0
"Россия, Москва, Николоямский переулок, 2",55.749185,37.662309,1980.0,104.0,218.0,18.8352,51.46979999999999,69.869,41.0494,27.468,9.308599999999998,132.326,85.67399999999999,60.1026,52.0366,142.8554,47185228.0,3794072.0
"Россия, Москва, пос. Шишкин Лес, посёлок Шишкин Лес, 21 к1",55.410555,37.183674,2019.0,104.0,218.0,27.1846,42.1176,73.03,46.9136,20.2522,8.5238,114.6026,103.3974,55.4374,37.2998,115.6708,19988202.0,1757952.0
"Россия, Москва, Мосфильмовская улица, 1Б",55.718502,37.524426,2021.0,105.0,220.0,76.076,55.22,46.948,26.092,12.166,3.476,112.618,107.382,56.518,33.044,153.912,49028760.0,4605260.0
"Россия, Москва, Дмитровское шоссе, 107а к5",55.877521,37.53888,2020.0,105.0,220.0,31.482,49.434,70.642,38.148,19.47,10.846,124.036,95.964,65.56,46.31,91.25599999999999,25501740.0,2007940.0
"Россия, Москва, улица Сокольнический Вал, 8",55.792131,37.660687,1996.0,107.0,225.0,40.41,53.8425,54.18,43.6275,23.76,9.18,156.69,68.31,33.3,26.9775,78.8625,20016000.0,2242575.0
"Россия, Москва, Ангарская улица, 33а",55.878626,37.521279,2020.0,112.0,235.0,29.892,51.6295,66.1525,41.9945,31.5605,13.7945,125.678,109.322,59.0555,46.22450000000001,78.255,22366595.0,2092910.0
"Россия, Москва, улица Рогожский Вал, 11",55.742069,37.677276,2016.0,112.0,235.0,29.8215,49.35,65.4475,48.1515,28.623,13.583,127.8165,107.1835,54.05,51.9115,101.7785,29260320.0,2481600.0
"Россия, Москва, улица Шаболовка, 23/3",55.722543,37.613728,0.0,113.0,237.0,22.9416,61.16969999999999,83.47139999999999,48.4191,14.6466,6.375299999999999,158.0079,78.9921,51.5949,48.4191,114.6843,39190083.0,3229599.0
"Россия, Москва, улица Шаболовка, 23 к2",55.723029,37.613746,2006.0,113.0,237.0,22.9416,61.16969999999999,83.47139999999999,48.4191,14.6466,6.375299999999999,158.0079,78.9921,51.5949,48.4191,114.6843,39190083.0,3229599.0
"Россия, Москва, улица Корнейчука, 54",55.894223,37.627918,1980.0,115.0,242.0,27.3944,50.5054,64.85600000000001,59.4836,23.8128,15.9478,130.317,111.683,62.46019999999999,51.2072,99.1232,21378038.0,2457994.0
"Россия, Москва, Севастопольский проспект, 79а",55.653107,37.569555,2022.0,115.0,242.0,29.76600000000001,53.2884,69.6234,44.64899999999999,28.3382,16.335,125.3318,116.6682,70.59140000000001,52.82859999999999,83.5384,23766094.0,1608816.0
"Россия, Москва, улица Плеханова, 32/7 / Кусковская улица, 7/32",55.738728,37.768854,1989.0,115.0,242.0,30.9518,50.941,70.4462,48.64200000000001,27.9752,13.068,144.9338,97.0662,53.4336,45.73799999999999,90.82260000000001,21314392.0,2193730.0
"Россия, Москва, Шенкурский проезд, 11",55.894939,37.58983,2007.0,117.0,246.0,37.8348,57.072,66.9612,50.0364,23.9358,10.1352,132.0282,113.9718,67.281,53.0868,96.8994,25221642.0,2470086.0
"Россия, Москва, Костянский переулок, 13",55.769153,37.635417,2023.0,118.0,248.0,35.6376,60.2144,67.084,48.16160000000001,26.7592,10.1432,122.6112,125.3888,58.528,53.1464,98.53039999999999,34644360.0,2997576.0
"Россия, Москва, Троицк, Солнечный м-н, Троицкий бульвар, 5",55.467205,37.289173,2014.0,118.0,248.0,24.8744,37.944,80.6496,57.412,28.9664,18.1536,115.4936,132.5064,87.5192,63.8104,131.5144,29158104.0,1586704.0
"Россия, Москва, улица Нижние Мнёвники, 12",55.747762,37.455112,2025.0,119.0,250.0,33.325,111.1,88.9,16.675,,,200.0,50.0,100.0,61.1,200.0,56329500.0,2413250.0
"Россия, Москва, Николо-Хованская улица, 16 к1",55.588596,37.45756,2014.0,120.0,252.0,28.8036,57.60720000000001,122.3964,28.8036,14.3892,,151.2,100.8,100.8,93.59280000000001,187.2108,46329948.0,
