address,lat,lon,year,total_apartments,inhab_count,under_24_num,between_25_34_num,between_35_44_num,between_45_54_num,between_55_64_num,over_65_num,men_num,women_num,with_children_num,with_pets_num,with_car_num,median_income_pop,avg_hcs_cost_pop
"Россия, Москва, Вернадского проспект, 64а",55.672428,37.496731,1969.0,105.0,461.4607655502393,202.3966917703349,117.4417648325359,63.95846210526316,48.22265,23.07303827751197,6.275866411483255,377.5671983732058,83.89356717703349,91.23079334928231,62.94324842105264,233.8683159808613,55096108.10287081,5037305.716746412
"Россия, Москва, улица Маршала Малиновского, 6 к2",55.791476,37.49356,1973.0,105.0,243.233014354067,37.48220751196173,56.40573602870814,63.87298956937801,44.94946105263158,27.46100732057416,13.03728956937799,115.3167721052632,127.9162422488039,59.68938172248804,53.36532334928231,76.1805800956938,27229449.4909091,2568054.16555024
"Россия, Москва, Мантулинская улица, 9 к1",55.754714,37.546246,2019.0,105.0,379.6253588516747,70.98994210526317,90.76842330143543,124.441192631579,59.79099401913877,24.90342354066986,8.769345789473686,226.6363392344498,152.9890196172249,130.5151983732058,77.10191038277513,261.7896474641149,54555201.06985647,6162838.075598087
"Россия, Москва, Новокузнецкая улица, 6",55.73855,37.63002,1969.0,105.0,171.0,29.2752,45.2808,46.0845,29.7369,14.5863,6.0363,86.01299999999999,84.98700000000001,36.9702,36.1494,58.995,24983613.0,1908873.0
"Россия, Москва, Новодевичий проезд, 4",55.729001,37.558706,1962.0,105.0,180.0,22.41,33.39,43.68600000000001,38.43000000000001,23.778,18.306,87.60600000000001,92.39399999999999,40.482,38.646,88.74,29069820.0,2493000.0
"Россия, Москва, улица Павла Корчагина, 5",55.815349,37.65768,1972.0,105.0,238.6866028708134,46.73483684210527,47.2122100478469,59.26588349282297,43.15453779904306,26.54195023923445,15.7294471291866,123.8544782296651,114.8321246411484,57.78602655502394,53.7283543062201,92.0852913875598,25645204.67224881,2489023.894736842
"Россия, Москва, Матвеевское м-н, Веерная улица, 22 к3",55.709299,37.483356,2003.0,105.0,240.9598086124402,30.14407205741627,48.55340143540671,66.69767502392345,51.05938344497608,30.96333540669857,13.5178452631579,125.7810200956938,115.1787885167464,63.70977339712919,51.85455081339714,105.5885881339713,26478591.44880383,2380682.909090909
"Россия, Москва, Южнобутовская улица, 50 к1",55.538866,37.531664,1999.0,105.0,238.6866028708134,20.02580598086125,50.98345837320575,73.63481698564595,47.95213851674642,31.7214495215311,14.34506483253589,115.5720531100479,123.1145497607656,73.27678708133972,52.48718397129187,90.62930311004786,24147923.61244019,2378989.370813398
"Россия, Москва, улица Сталеваров, 14 к2",55.758506,37.83882,1977.0,105.0,240.9598086124402,21.05988727272727,48.07148181818182,79.66131272727274,49.37266478468899,30.28864794258373,12.50581406698565,163.2743663157895,77.68544229665072,84.93833253588518,61.22788736842106,173.1537184688995,28485545.69473685,2824048.956937799
"Россия, Москва, Ладожская улица, 10",55.771313,37.683855,1986.0,105.0,220.0,82.654,48.97200000000001,42.9,26.686,12.936,5.852,133.254,86.74600000000001,40.238,39.842,65.252,21796940.0,2490840.0
"Россия, Москва, Зеленоград, 18-й микрорайон м-н, Зеленоград, к1823",55.98127,37.168039,1995.0,105.0,276.0,38.4468,55.6416,79.9848,50.9496,37.2876,13.7172,143.2992,132.7008,81.3372,67.1232,112.4148,28046568.0,2836728.0
"Россия, Москва, улица Гришина, 18 к2",55.724595,37.41731,1977.0,105.0,238.6866028708134,24.96661866028709,45.75622177033494,70.38867918660287,52.22462870813398,32.17495406698565,13.1755004784689,114.1876708133972,124.4989320574163,65.6388157894737,47.88053253588517,100.8450897129187,25186687.70813397,2258213.949760766
"Россия, Москва, улица Лескова, 26",55.894277,37.613468,1987.0,105.0,247.7794258373206,34.41656224880384,50.72044846889953,66.70222143540671,56.27070760765551,25.07527789473685,14.61898612440192,130.7284250717703,117.0510007655503,61.7466329186603,45.02152167464116,93.09073028708136,22279830.4124402,2318719.866985647
"Россия, Москва, Горлов тупик, 13 ст1",55.784895,37.59155,1979.0,105.0,238.6866028708134,39.21620885167464,57.35639066985647,62.34494066985647,38.47628038277512,30.16998660287082,11.09892703349283,138.3904923444976,100.2961105263158,44.22862751196173,35.89846507177034,77.9073071770335,26272234.37799044,2236016.09569378
"Россия, Москва, улица Чаянова, 12",55.775957,37.595858,1964.0,105.0,223.0,60.3661,47.3429,46.8746,36.3044,20.1146,11.9974,94.55199999999999,128.448,48.614,49.952,79.09809999999999,30279386.0,3171283.0
"Россия, Москва, Средняя Калитниковская улица, 10",55.736052,37.682503,1972.0,105.0,245.5062200956938,21.57999674641149,56.85924057416268,78.70929416267944,45.19769511961723,29.95175885167464,13.20823464114833,116.2717458373206,129.2344742583732,71.85967062200957,61.69571311004785,133.0398206698565,48904102.52440192,3179305.550239235
"Россия, Москва, улица 26 Бакинских Комиссаров, 7 к5",55.656675,37.485044,1970.0,105.0,245.5062200956938,45.76235942583733,41.39234870813398,56.3682281339713,53.29940038277513,30.3936700478469,18.26566277511962,112.1717919617225,133.3344281339713,77.23625684210528,54.67423521531101,104.561099138756,28321843.05645933,2640419.397129187
"Россия, Москва, Волоколамское шоссе, 92 к2",55.825259,37.435134,1981.0,105.0,245.5062200956938,38.54447655502393,62.67773799043064,75.78777014354068,43.13544287081341,18.48661837320574,6.898724784688997,146.3217071770335,99.18451291866029,63.73341473684211,49.24854775119618,107.9490849760766,29285945.98277512,2744268.528229665
"Россия, Москва, улица Пресненский Вал, 8 к2",55.764967,37.565479,1966.0,106.0,243.233014354067,35.29311038277513,58.22998363636365,67.69174789473685,43.34412315789475,25.51514320574163,13.15890607655503,121.8354168899522,121.3975974641148,54.4598719138756,52.12483497607656,93.2798610047847,34889586.81196173,3070087.107177034
"Россия, Москва, Елизаветинский переулок, 6 к1",55.76259,37.672783,1960.0,106.0,236.4133971291866,50.19056421052633,58.37046775119618,67.70879693779906,34.4454319617225,16.3361657416268,9.338329186602873,168.1135666985646,68.29983043062202,54.87154947368423,32.10493933014354,109.7430989473685,22043185.14832536,2631281.110047847
"Россия, Москва, Вишнёвая улица, 8/16 / улица Долгова, 16",55.830495,37.448209,1940.0,106.0,328.0,32.8328,63.66480000000001,102.4672,65.3704,43.3944,20.2704,172.692,155.308,103.3528,81.93440000000001,151.3064,36860968.0,3111736.0
"Россия, Москва, улица Юных Ленинцев, 85 к5",55.701712,37.773913,1996.0,106.0,252.3258373205742,23.1130466985646,48.97644502392345,75.11740177033494,48.69888660287083,37.41992167464115,18.97490296650718,125.2040804784689,127.1217568421053,64.9486705263158,47.33632708133972,95.20253842105265,21402529.84736843,2907550.623444977
"Россия, Москва, проспект Мира, 198 к2",55.837308,37.661891,1986.0,106.0,293.0,32.6402,69.9391,93.26189999999998,53.61900000000001,27.9815,15.5583,176.7962,116.2038,91.3281,67.6244,183.0371,49419724.0,
"Россия, Москва, Скаковая улица, 34 к4",55.777089,37.571156,1977.0,106.0,243.233014354067,39.52536483253589,71.38888971291867,65.308064354067,38.79566578947369,17.80465665071771,10.43469631578947,177.5114538755981,65.72156047846892,45.75213000000001,32.56890062200958,120.5949285167464,22081422.74210527,2644429.332057417
"Россия, Москва, Херсонская улица, 12 к4",55.651298,37.572086,1980.0,106.0,245.5062200956938,30.19726507177034,54.06046966507178,70.6321395215311,45.2958976076555,28.74877837320575,16.57166985645933,127.1476713875598,118.358548708134,71.61416440191388,53.59400784688995,84.74874717703351,24110429.3569378,1632125.351196172
"Россия, Москва, Дубнинская улица, 69 к1",55.87609,37.556516,1976.0,106.0,245.5062200956938,3.55984019138756,28.45417090909091,49.81321205741627,67.61241301435408,71.17225320574163,24.89433071770335,53.37305224880383,192.13316784689,,,,20987099.22488039,
"Россия, Москва, Псковская улица, 6",55.90178,37.552415,1986.0,106.0,283.0,28.7811,53.8266,89.1167,61.3544,34.7241,15.1971,160.0082,122.9918,70.467,53.09080000000001,144.9809,30106389.0,3353267.0
"Россия, Москва, 4-й Стрелецкий проезд, 7а",55.797068,37.601218,1981.0,106.0,245.5062200956938,31.74395425837321,51.72816057416269,73.774619138756,50.00961703349283,26.73562736842106,11.53879234449761,136.5260089952153,108.9802111004785,59.06879655502393,50.91799004784689,107.2371169377991,29720246.4861244,2675281.280382775
"Россия, Москва, Минская улица, 14 к1",55.737821,37.485796,1959.0,106.0,263.6918660287081,27.79312267942584,55.16433837320574,76.44427196172249,53.52944880382775,32.72416057416268,18.03652363636364,133.0589155980861,130.632950430622,65.29010602870814,58.69780937799043,104.8966243062201,33912619.81435407,2824930.96076555
"Россия, Москва, Большая Очаковская улица, 42 к1",55.677,37.44444,2005.0,106.0,250.0526315789474,25.35533684210527,47.63502631578948,79.51673684210527,56.66192631578948,29.0061052631579,11.9025052631579,144.8054789473684,105.247152631579,71.64007894736842,47.63502631578948,140.3795473684211,31244576.42105263,2658059.473684211
"Россия, Москва, улица Куусинена, 21а",55.788641,37.51052,1999.0,106.0,1.0,0.079,0.164,0.3047,0.2543,0.1347,0.0632,0.5869,0.4131,0.2746,0.2137,0.5365,160031.0,12229.0
"Россия, Москва, улица Маршала Савицкого, 4 к2",55.50445,37.576735,2009.0,106.0,245.5062200956938,56.66283559808613,56.66283559808613,100.7312021052632,25.18893818181818,,6.284959234449762,144.7750179904307,100.7312021052632,81.82722315789474,69.25730468899523,119.610630430622,28792478.48038278,3654114.579904307
"Россия, Москва, Вернадского проспект, 24а",55.674534,37.500576,1968.0,106.0,245.5062200956938,31.62120114832536,42.59532918660287,61.05739693779905,53.1520966507177,34.69002889952154,22.39016727272727,119.4633266985646,126.0428933971292,61.05739693779905,53.1520966507177,97.93243119617226,28382237.58660287,2057587.63062201
"Россия, Москва, 1-я Новокузьминская улица, 9",55.716286,37.78748,1965.0,106.0,245.5062200956938,38.8145333971292,56.56463311004785,66.53218564593303,45.49230258373206,26.2200643062201,11.85795043062201,122.5812556937799,122.9249644019139,61.99032057416269,53.52035598086125,86.54094258373206,25220362.97799043,2525767.992344498
"Россия, Москва, улица Академика Анохина, 46 к1",55.655651,37.470644,1992.0,106.0,243.233014354067,54.92201464114832,47.43043779904306,53.55990976076556,54.58148842105265,22.52337712918661,10.24010990430622,132.0268801913876,111.2061341626794,61.07580990430623,51.17622622009569,113.930343923445,31194634.0909091,2561730.107177034
"Россия, Москва, улица Фридриха Энгельса, 43-45",55.775812,37.688016,1974.0,106.0,245.5062200956938,39.37919770334928,54.62513397129187,61.76936497607656,48.34017473684211,27.49669665071771,13.84655081339713,128.9889680382775,116.5172520574163,52.61198296650718,54.57603272727273,93.34146488038279,33120507.63444977,2887644.160765551
"Россия, Москва, 3-я Владимирская улица, 6",55.76214,37.784641,1963.0,106.0,231.0,27.1425,49.2261,64.8186,46.3848,29.4525,13.9986,120.3048,110.6952,,,,25384128.0,
"Россия, Москва, 5-я улица Соколиной Горы, 27",55.766344,37.743211,1982.0,106.0,245.5062200956938,37.56245167464115,48.43837722488038,69.0363490909091,49.02759215311006,29.2643414354067,12.17710851674641,150.0288511004785,95.47736899521533,52.31737550239235,46.81803617224881,116.3208470813397,22955813.60382775,2185496.371291866
"Россия, Москва, Малая Филёвская улица, 48",55.734281,37.451461,1971.0,106.0,247.7794258373206,20.49135851674641,48.96121454545456,74.48249540669858,55.1061443062201,34.61478578947369,14.12342727272728,153.7223557894737,94.0570700478469,64.67043014354068,49.40721751196173,172.8509274641149,36780873.53014354,3165629.944497608
"Россия, Москва, Большая Пироговская улица, 37-43 к А",55.728584,37.564096,1938.0,106.0,310.0,65.844,76.756,71.517,45.942,31.465,18.445,171.368,138.632,70.46300000000001,57.04,145.762,52271270.0,4918150.0
"Россия, Москва, Михалковская улица, 20",55.839173,37.530157,1968.0,107.0,245.5062200956938,42.30072172248804,49.59225645933014,65.72201511961723,48.56113033492824,27.05478545454546,12.27531100478469,138.9565205741627,106.5496995215311,55.99996880382775,47.21084612440193,80.18233148325359,23963616.63732058,2637227.816267943
"Россия, Москва, улица Академика Ильюшина, 1 к1",55.803651,37.538395,1963.0,107.0,245.5062200956938,13.84655081339713,37.70975540669857,82.5882924401914,59.14244842105264,33.70800401913876,18.53571961722488,117.6220300478469,127.8841900478469,78.78294602870815,70.97584822966508,118.2848968421053,36076893.53684211,2810555.207655502
"Россия, Москва, Серебрянический переулок, 8",55.750166,37.647093,2021.0,107.0,250.0526315789474,65.76384210526317,66.21393684210527,66.21393684210527,32.65687368421053,14.57806842105263,4.625973684210527,164.4096052631579,85.64302631578948,50.53563684210527,55.6117052631579,96.22025263157894,32144765.89473685,2884357.105263158
"Россия, Москва, улица Удальцова, 77",55.679428,37.497773,2005.0,107.0,245.5062200956938,34.17446583732058,46.76893492822968,62.4567823923445,52.66108421052633,30.76192937799043,18.65847272727273,100.0192340669857,145.4869860287081,77.06440248803828,55.58260822966508,97.78512746411484,32925084.68325359,2609731.119617225
"Россия, Москва, Симферопольский бульвар, 20а",55.648713,37.604462,1976.0,107.0,243.233014354067,23.81251210526316,56.13817971291866,76.30219660287082,50.68976019138757,24.83409076555024,11.45627497607656,128.3297383732058,114.9032759808613,74.42930239234451,60.27314095693782,124.7298897607656,39369695.70334928,3048682.601913876
"Россия, Москва, улица Толбухина, 8 к1",55.719012,37.402297,1953.0,107.0,259.1454545454546,27.44350363636364,53.69493818181819,78.96162000000001,55.56078545454547,30.03495818181819,13.47556363636364,145.1473690909091,113.9980854545455,66.91135636363637,50.74068,113.8685127272727,28023212.01818182,2656759.2
"Россия, Москва, Измайловский бульвар, 58",55.796433,37.812182,2007.0,107.0,1.0,0.0802,0.1756,0.2942,0.214,0.1423,0.09380000000000001,0.3856,0.6144,0.3238,0.2842,0.3896,116649.0,9934.0
"Россия, Москва, Болотниковская улица, 31",55.658347,37.592599,2008.0,107.0,250.0526315789474,23.20488421052632,54.43645789473685,75.46588421052633,51.18577368421052,31.65666315789474,14.10296842105263,161.784052631579,88.26857894736843,61.36291578947369,47.28495263157895,187.3644368421053,25171798.21052632,2585544.210526316
"Россия, Москва, 3-я Фрунзенская улица, 14/37 / Комсомольский проспект, 37",55.722375,37.576554,1958.0,107.0,270.0,29.133,49.545,74.493,57.78,36.747,22.302,123.984,146.016,68.36399999999999,68.36399999999999,123.903,46636830.0,3868560.0
"Россия, Москва, Танковый проезд, 3",55.757435,37.688471,1959.0,107.0,243.233014354067,35.31743368421053,53.24370684210528,87.41794535885168,39.79292114832536,20.74777612440192,6.71323119617225,136.1861647368421,107.0468496172249,,,,27163776.5770335,
"Россия, Москва, проспект Мира, 70",55.78855,37.635306,1944.0,107.0,176.0,15.6464,44.0,70.4,32.2608,12.7072,0.9856,101.6928,74.3072,69.4144,61.6,95.81439999999999,42416704.0,2405744.0
"Россия, Москва, Отрадная улица, 10",55.856776,37.60937,2000.0,107.0,250.0526315789474,31.3566,45.05948421052631,69.78968947368422,56.63692105263158,27.40576842105263,19.82917368421053,129.7523105263158,120.3003210526316,65.43877368421053,48.53521578947369,79.3917105263158,25381092.2631579,2476521.263157895
"Россия, Москва, улица Михайлова, 29 к3",55.72677,37.771565,1969.0,107.0,177.0,25.0455,41.7189,52.215,31.6122,18.9567,7.4517,86.8893,90.1107,49.8432,38.2851,70.8531,19751076.0,2017269.0
"Россия, Москва, улица Демьяна Бедного, 4",55.770353,37.486973,1979.0,107.0,327.3416267942584,20.98259827751196,46.351574354067,102.0323850717704,70.18204478468901,48.93757320574164,38.85545110047848,179.2195406698565,148.1220861244019,84.68327885167466,65.01004708133972,180.2342997129187,47613803.66698565,3245264.888038278
"Россия, Москва, Зоологическая улица, 32",55.767398,37.586095,1969.0,107.0,243.233014354067,25.34488009569379,60.80825358851676,60.80825358851676,55.74900688995217,20.26131009569378,20.26131009569378,70.95107028708135,172.2819440669857,70.95107028708135,81.06956368421054,101.3551970813397,26090389.284689,2520380.494736842
"Россия, Москва, Профсоюзная улица, 114 к1",55.639184,37.520699,1968.0,107.0,243.233014354067,27.36371411483254,55.8949466985646,75.69411406698566,45.48457368421054,25.17461698564593,13.59672550239235,136.478044354067,106.75497,99.04448344497608,58.74077296650719,129.0837607177034,30399991.83301436,2548352.29138756
"Россия, Москва, 3-я Парковая улица, 30",55.79736,37.783261,1957.0,107.0,251.0,26.0287,43.8999,67.6445,59.1105,35.6671,18.6744,136.1675,114.8325,68.0461,69.527,127.1315,29705097.0,2721342.0
"Россия, Москва, улица Горчакова, 5",55.546703,37.526591,2001.0,107.0,252.3258373205742,19.42908947368421,47.91667650717704,80.64333760765552,51.09598205741628,33.81166220095695,19.42908947368421,134.1364151196173,118.189422200957,79.86112751196173,51.3735404784689,107.7935977033493,25655986.48708135,2405422.207177034
"Россия, Москва, улица Фридриха Энгельса, 36 ст1",55.775831,37.689065,1975.0,107.0,245.5062200956938,39.37919770334928,54.62513397129187,61.76936497607656,48.34017473684211,27.49669665071771,13.84655081339713,128.9889680382775,116.5172520574163,52.61198296650718,54.57603272727273,93.34146488038279,33120507.63444977,2887644.160765551
"Россия, Москва, Зеленоград, 15-й микрорайон м-н, Зеленоград, к1544",55.978134,37.158846,1993.0,107.0,422.0,35.5746,71.4868,137.1922,82.24779999999998,65.03020000000001,30.5106,201.8426,220.1574,162.048,115.7968,224.4618,49498912.0,4320436.0
"Россия, Москва, Мироновская улица, 24",55.787771,37.73359,1973.0,108.0,254.599043062201,16.62531751196173,40.17572899521532,82.66830928229665,62.19854622009571,31.2902223923445,21.64091866028708,133.6644976076555,120.9345454545455,73.01900555023924,47.5081814354067,127.8850993301435,38788164.21052632,3103562.33492823
"Россия, Москва, Аминьевское шоссе, 12",55.712376,37.454605,1972.0,108.0,245.5062200956938,41.34324746411484,63.4142566507177,72.7189423923445,43.35639846889953,18.46206775119617,6.235857990430622,152.2138564593302,93.29236363636365,50.91799004784689,34.88643387559809,80.35418583732057,23122757.83349283,2437876.765550239
"Россия, Москва, Сторожевая улица, 29",55.765147,37.715942,1980.0,108.0,245.5062200956938,28.50327215311005,50.96709129186603,71.14770258373206,50.96709129186603,28.6996771291866,15.19683502392345,133.3589787559809,112.1472413397129,54.30597588516747,48.68388344497608,96.53304574162681,23766229.63636364,2904338.583732058
"Россия, Москва, Зеленоград, 1-й микрорайон м-н, Зеленоград, к107Б",56.007441,37.209246,1996.0,108.0,302.0,22.0158,59.7658,62.9066,84.9224,69.2184,3.1408,128.9842,173.0158,91.2342,75.5,122.6724,36226108.0,3343140.0
"Россия, Москва, улица Василисы Кожиной, 8 к3",55.737207,37.500692,1970.0,108.0,245.5062200956938,15.93335368421053,51.01619253588517,98.84080421052633,35.08283885167464,19.12493454545455,25.50809626794259,47.82461167464115,197.6816084210527,102.0323850717703,82.90745052631581,102.0323850717703,37928501.44880383,2483786.428708134
"Россия, Москва, Бойцовая улица, 29",55.816365,37.724866,1956.0,108.0,245.5062200956938,32.62777665071771,55.53350698564594,78.46378794258374,46.27792248803829,21.60454736842106,11.02322928229665,143.6947906220096,101.8114294736842,59.95261894736843,57.74306296650719,82.41643808612442,26919020.51483254,2299902.269856459
"Россия, Москва, Хабаровская улица, 16",55.82367,37.825823,1976.0,108.0,234.0,37.323,62.96939999999999,72.6102,39.5694,15.3738,6.154199999999999,143.1378,90.86219999999999,57.213,44.2962,84.4974,18537714.0,2786940.0
"Россия, Москва, улица Фабрициуса, 30",55.843763,37.438206,1984.0,108.0,245.5062200956938,32.94693473684211,58.65143598086125,70.09202583732058,46.89168803827751,25.87635559808612,11.04777990430622,153.3186344497608,92.18758564593301,51.94911617224881,47.80006105263158,91.05825703349285,21881723.89090909,2356368.700478469
"Россия, Москва, Нижегородская улица, 3",55.739549,37.676412,1957.0,108.0,268.2382775119618,36.74864401913876,53.48671253588518,65.2355490909091,59.06606870813398,35.7829862200957,17.89149311004785,125.6428091866029,142.5954683253589,63.11646669856461,66.20120688995216,99.30181033492825,32276575.45645934,2817574.866985647
"Россия, Москва, Татьянин Парк улица, 13 к1",55.658116,37.423104,2017.0,108.0,42.0,6.6276,11.0964,12.8352,6.9888,3.381,1.071,21.273,20.727,12.2892,7.534800000000001,18.4296,5971854.0,479010.0
"Россия, Москва, Лётная улица, 95Б к2",55.820506,37.424011,2021.0,108.0,1709.450717703349,182.3983915789474,502.9204011483255,643.6081952153111,226.6731651674641,114.7041431578947,39.14642143540671,1097.12547062201,612.3252470813397,562.9221213397129,333.5138350239235,917.2912551196173,337291721.1100479,27971742.09377991
"Россия, Москва, Лукинская улица, 4",55.651673,37.343392,2009.0,108.0,254.599043062201,13.34098985645933,49.31583464114833,118.6431540669857,46.64254468899522,18.66210985645933,7.994409952153111,95.98383923444979,158.6152038277512,133.3080589473684,75.97235444976077,171.9561936842105,41343320.20669857,3079120.826794259
"Россия, Москва, улица 1812 года, 4/45 к2",55.736549,37.526151,1971.0,108.0,245.5062200956938,30.56552440191388,67.95612172248804,78.68474354066986,40.87678564593301,18.53571961722488,8.887325167464116,143.5229362679426,101.9832838277512,62.84959234449762,51.01619253588517,126.8039626794258,51246968.38277513,3485697.312918661
"Россия, Москва, Сколковское шоссе, 20",55.709222,37.398828,1984.0,108.0,245.5062200956938,17.60279598086125,36.8750342583732,82.95655177033494,46.08151751196173,38.54447655502393,23.47039464114833,94.69174909090911,150.8144710047847,91.3283138755981,59.48615712918662,109.7658310047847,24075076.46124402,1960612.673684211
"Россия, Москва, Ярославское шоссе, 57",55.862763,37.694507,1975.0,108.0,252.3258373205742,42.79446200956939,35.50224531100479,61.74413239234451,54.45191569377991,33.53410377990431,24.2989781339713,118.1389570334928,134.1868802870814,73.90623775119619,37.9245733492823,96.74172602870816,19331944.02631579,2796779.580861244
"Россия, Москва, Ленинградское шоссе, 86",55.849034,37.476133,1965.0,108.0,245.5062200956938,34.51817454545455,67.31780555023924,68.10342545454546,43.82286028708135,21.77640172248804,9.967552535885169,162.1323077511962,83.37391234449763,57.49755674641149,47.01444114832536,108.6119517703349,29632846.27177034,2601138.401913876
"Россия, Москва, улица Правды, 5",55.784288,37.574893,1975.0,108.0,245.5062200956938,35.47564880382775,54.846089569378,68.56988727272729,46.64618181818182,26.5392223923445,13.42919023923445,142.2708545454546,103.2353655502392,56.49098124401915,52.07186928229666,108.8574579904306,31089189.16937799,2632317.691866029
"Россия, Москва, Велозаводская улица, 6а",55.711621,37.664095,1956.0,108.0,281.8775119617225,30.04814277511962,61.50567311004786,82.73104976076556,56.93925741626795,36.164884784689,14.46031636363636,146.6044939712919,135.2730179904306,,,,36337675.69952153,
"Россия, Москва, улица Удальцова, 87 к5",55.684097,37.48658,2001.0,108.0,245.5062200956938,23.76500210526316,32.84873224880383,71.7614681339713,70.46028516746412,26.36736803827752,20.30336440191388,111.0915645933014,134.4146555023923,89.4624666028708,61.8184662200957,114.9705628708134,33281805.22105264,2777657.37416268
"Россия, Москва, Миллионная улица, 13 к2",55.818339,37.698818,1972.0,108.0,245.5062200956938,29.77990449760766,50.10781952153111,74.68299215311006,50.10781952153111,28.50327215311005,12.3489628708134,128.2278987559808,117.2783213397129,67.48965990430622,47.92281416267943,116.590903923445,28710233.89665072,3058025.477511962
"Россия, Москва, улица Академика Янгеля, 4",55.596102,37.593235,1982.0,108.0,247.7794258373206,30.12997818181819,44.99674373205742,71.85603349282297,52.67790593301437,33.37588866028709,14.76765377990431,116.059883062201,131.7195427751196,72.52503794258374,62.24219177033494,96.83219961722489,25668709.61961723,2349196.736363637
"Россия, Москва, улица Василисы Кожиной, 8 к2",55.737275,37.501647,1969.0,108.0,245.5062200956938,36.7277305263158,69.77286775119619,73.11175234449762,43.4546009569378,16.96447980861244,5.474788708133972,133.8745418181819,111.631678277512,76.6470419138756,57.76761358851675,141.6570889952153,52494630.99330144,3000331.515789474
"Россия, Москва, Мариупольская улица, 8",55.674519,37.744682,1973.0,108.0,245.5062200956938,21.11353492822967,46.64618181818182,64.42083215311006,51.08984440191388,41.09774124401913,21.11353492822967,121.0836677511962,124.4225523444976,48.88028842105264,45.5414038277512,111.0915645933014,26495031.27272728,
"Россия, Москва, Ленинградский проспект, 76 к2",55.806437,37.515305,2003.0,108.0,1.0,0.1863,0.211,0.2316,0.1838,0.1226,0.0647,0.4471,0.5529,0.2239,0.22,0.3152,119896.0,10892.0
"Россия, Москва, улица Твардовского, 14 к2",55.794209,37.405058,2006.0,108.0,250.0526315789474,23.62997368421053,57.91218947368422,82.06727368421053,54.53647894736842,20.4293,11.47741578947369,197.2165105263158,52.83612105263158,57.0620105263158,51.48583684210527,222.6968736842105,29779768.10526316,2659059.684210527
"Россия, Москва, Измайловский проезд, 10 к1",55.792928,37.769933,2014.0,108.0,261.4186602870814,55.70831650717703,44.02290239234451,74.5566019138756,52.10073899521532,22.45586291866029,12.57423755980861,115.8868921052632,145.5317681818182,,,,39431345.0430622,
"Россия, Москва, Студёный проезд, 9",55.893605,37.663638,2005.0,108.0,250.0526315789474,25.48036315789474,45.58459473684211,70.31480000000002,55.36165263157896,37.40787368421053,15.90334736842106,113.0988052631579,136.9538263157895,79.01663157894738,62.03805789473685,100.8462263157895,24755710.63157895,2391253.315789474
"Россия, Москва, Варшавское шоссе, 75 к1",55.658611,37.620294,1956.0,108.0,254.599043062201,91.60473569377992,69.86197741626796,58.99059827751197,23.29581244019139,10.87137913875598,,156.8075506220096,97.79149244019139,62.09670660287082,49.67227330143542,104.0037090909091,29304349.85645933,2101460.501435407
"Россия, Москва, улица Большая Набережная, 11 к3",55.829552,37.45778,2003.0,108.0,250.0526315789474,27.03068947368422,71.8151157894737,65.88886842105263,51.53584736842105,21.95462105263158,11.82748947368421,162.1841368421053,87.86849473684211,49.83548947368422,25.35533684210527,104.7470473684211,23998301.21052632,1729614.052631579
"Россия, Москва, улица 26 Бакинских Комиссаров, 7 к1",55.659598,37.485911,1970.0,108.0,245.5062200956938,44.46117645933015,47.8737129186603,61.72026373205743,49.10124401913876,25.6554,16.71897358851675,129.3817779904306,116.1244421052632,,,,25953935.56363637,
"Россия, Москва, улица Каховка, 23 к5",55.653615,37.575276,2020.0,108.0,245.5062200956938,44.60848019138757,54.64968459330144,58.67598660287081,46.05696688995216,28.72422775119617,12.76632344497608,124.0542930143541,121.4519270813397,58.30772727272728,47.48090296650718,77.50631368421054,25307763.1923445,2172239.035406699
"Россия, Москва, Ленинградское шоссе, 78",55.847609,37.477157,1965.0,108.0,245.5062200956938,35.47564880382775,62.53043425837321,73.40635980861244,43.15999349282297,22.19376229665072,8.715470813397129,146.9845739712919,98.52164612440193,68.02977358851676,59.16699904306221,136.6242114832536,39087536.3138756,3876297.709090909
"Россия, Москва, Душинская улица, 14",55.746196,37.704801,1976.0,108.0,225.0,29.1825,48.1275,64.4625,45.45,25.695,12.105,119.4525,105.5475,60.4575,45.2925,102.375,27839250.0,2527875.0
"Россия, Москва, Ферганский проезд, 7 к6",55.694444,37.825496,1984.0,108.0,247.7794258373206,28.96541488038278,53.12390889952154,74.0364924401914,53.89202511961724,23.66293516746412,14.09864933014354,143.7864008133972,103.9930250239235,63.45631095693781,49.35766162679427,116.332440430622,21467361.67511962,2594746.147368421
"Россия, Москва, Южнобутовская улица, 68",55.535322,37.523531,1999.0,108.0,245.5062200956938,17.35728976076555,39.42829894736842,66.92499559808613,61.37655502392344,43.33184784688995,17.08723291866029,119.8315860287082,125.6746340669857,79.42126220095696,70.11657645933015,115.3879234449761,27724771.9291866,2346793.957894737
"Россия, Москва, Павелецкая набережная, 4",55.713478,37.646732,1956.0,108.0,349.0,89.0299,94.928,87.5292,52.24530000000001,19.3346,5.933,189.856,159.144,82.5036,64.7744,101.7684,34341251.0,3609358.0
"Россия, Москва, Большая Переяславская улица, 13",55.785293,37.640661,1972.0,108.0,245.5062200956938,38.8881852631579,61.74481435406698,58.45503100478469,45.71325818181819,26.24461492822967,14.46031636363636,130.2410497607656,115.2651703349282,49.9605157894737,46.32702373205743,87.89122679425839,25620047.10430622,2368398.505263158
