lat,lon,price_per_m2,building_type,object_type,levels,ads_count
55.68698,37.460367,352250.5386421117,1,1,19,4
55.686985,37.589734,375565.6108597285,1,1,5,1
55.687,37.720933,289189.1891891892,1,1,9,1
55.687005,37.645124,535423.0187650281,2,1,17,2
55.687005,37.923574,281761.16786215693,1,1,17,3
55.687081,37.691549,79086.11599297012,3,1,9,1
55.6871218824944,37.6433687777682,470009.2059233541,2,1,7,2
55.68713866468541,37.64169058301121,591113.8891161643,2,1,9,2
55.687157,37.638611,491715.96637790016,2,1,7,5
55.687188,37.653451,421554.3071161049,0,1,22,2
55.687208,37.54568,488000.0,3,1,9,1
55.687208,37.640524,513620.4233699149,0,1,14,2
55.6872136816672,37.4679107880809,612275.6487887274,2,1,24,17
55.687279,37.660862,322580.6451612903,2,1,2,2
55.687289,37.459882,353574.40724306396,1,1,19,3
55.687289,37.592527,388316.1512027491,3,1,5,1
55.687294,37.639312,516232.0383182544,2,1,3,1
55.687325,37.549848,386023.16602316604,3,1,8,5
55.68734,37.564132,484878.0487804878,0,1,12,1
55.68734,37.643525,493838.5599798052,0,1,15,9
55.687365,37.562488,600287.9825653798,2,1,29,6
55.68737,37.598411,397101.4492753623,1,1,16,1
55.6873718117877,37.6274086064968,690300.0,0,1,29,1
55.687421,37.464221,387931.0344827586,1,1,25,1
55.687431,37.572198,815692.398794426,2,1,19,29
55.687446,37.48455,391832.19532381545,0,1,16,2
55.6874552321729,37.6435618968177,453339.0693929886,0,1,17,5
55.687457,37.626969,610789.1592076253,0,1,20,8
55.687497,37.543318,266228.0701754386,3,1,9,2
55.687538,37.535898,647123.3505450373,3,1,8,3
55.687558,37.656182,553923.9502816732,0,1,18,16
55.687563,37.640947,494210.24272725685,0,1,9,4
55.687594,37.46547,450740.24226110365,1,1,17,1
55.6876130862933,37.638709372631,411126.0269541779,0,1,2,1
55.687644,37.469341,648869.5085114965,0,1,20,8
55.68767,37.472117,574453.3051876406,2,1,30,17
55.687675,37.473213,587883.6025131149,2,1,53,17
55.687684912196,37.4692932539665,552922.5908372828,0,1,20,1
55.687685,37.554124,309507.9365079365,0,1,5,1
55.687705,37.473456,682203.3898305084,0,1,54,1
55.687705,37.680014,526315.7894736843,1,1,23,1
55.687721,37.652247,625949.2239950813,0,1,20,3
55.6877349170148,37.4713976598013,553846.1538461539,2,1,54,1
55.68774378125142,37.47324809267938,606660.1785239943,2,1,54,10
55.687746,37.591216,343750.0,3,1,5,1
55.68774681079001,37.471982090023374,632616.1765670159,2,1,30,10
55.687751,37.470285,609187.4886315098,0,1,37,12
55.687759,37.654699,448844.8844884488,2,1,10,1
55.68777125213338,37.47023481348985,589107.2773287686,2,1,37,6
55.687776,37.471111,587451.0527867374,0,1,45,31
55.687807,37.653783,543680.2635672839,2,1,8,5
55.6878169535959,37.471064731014,557977.9591959896,2,1,45,5
55.687817,37.493093,348391.42091152817,1,1,17,1
55.687832,37.494656,441558.44155844155,1,1,17,1
55.687847,37.919469,215801.88679245286,0,1,23,3
55.687893,37.640273,573628.9507865492,0,1,28,2
55.6879014550734,37.6402560446651,465589.0410958904,0,1,12,3
55.687918,37.599956,430637.01531443466,2,1,9,2
55.6879261486147,37.653771394195,491811.0148789696,0,1,35,2
55.687969,37.472548,474576.27118644066,2,1,42,1
55.6879693634522,37.6453611038786,552879.0048092235,0,1,27,5
55.6879716485081,37.6462718452253,475008.274983362,2,1,19,7
55.687984,37.472611,595222.4847461444,0,1,42,8
55.687995,37.644594,571532.8467153285,2,1,17,2
55.688015,37.484397,581936.2290691857,2,1,28,3
55.68803,37.460924,367738.9040768333,1,1,21,3
55.6880385467695,37.4726109999994,598119.7859115875,2,1,42,9
55.688055,37.530157,513157.8947368421,3,1,8,1
55.688061,37.65293,667434.2330322934,0,1,20,4
55.6880799479899,37.4843500456454,548635.0294646951,2,1,28,9
55.688091,37.555301,472222.2222222222,3,1,9,2
55.688101,37.483975,535602.1184222681,0,1,28,2
55.688177,37.639779,547744.2917484363,2,1,28,22
55.6882065043391,37.6446839774899,528410.7065540472,0,1,17,8
55.688223,37.86319,325047.8011472275,1,1,12,1
55.688253,37.483705,663780.6637806639,0,1,28,2
55.688253,37.595168,405092.5925925926,3,1,5,1
55.6882977293109,37.4836410958472,594570.020782081,2,1,28,13
55.688299,37.855177,275590.20241839037,0,1,12,2
55.688304,37.862112,239735.09933774834,1,1,14,1
55.688345,37.724256,321507.76053215074,4,1,12,1
55.68839,37.698421,630678.52411777,2,1,19,8
55.688456,37.469404,447860.96256684494,1,1,14,1
55.6884846143259,37.69732120674676,398920.5159060755,2,1,13,3
55.688487,37.653451,533565.7562333526,2,1,20,6
55.688492,37.689024,424954.79204339965,1,1,14,1
55.688502,37.658814,640768.1930596553,2,1,20,20
55.688507,37.473231,582646.573131144,2,1,42,4
55.688522,37.850757,278205.1282051282,1,1,10,1
55.688527,37.555903,587628.8659793815,0,1,22,1
55.688532,37.659003,514787.95869039773,2,1,20,1
55.688553,37.547405,625966.8508287293,3,1,8,2
55.688553,37.687542,424623.1155778895,4,1,12,1
55.688558,37.465901,430824.4916003536,1,1,21,2
55.688558,37.468398,457894.7368421053,1,1,17,2
55.688609,37.640533,470588.23529411765,2,1,17,1
55.688639,37.462999,350000.0,1,1,25,1
55.688649,37.597729,300000.0,4,1,12,1
55.688669,37.7206,346534.65346534655,2,1,25,1
55.688675,37.731272,313883.29979879275,1,1,9,1
55.6887645452211,37.6413080297153,544741.5027697033,2,1,17,4
55.688827,37.56317,275641.0256410256,4,1,5,1
55.688872,37.529223,526642.0602265951,3,1,8,2
55.688913,37.684542,380886.4265927978,4,1,23,1
55.688933,37.654376,670502.3764258556,2,1,15,2
55.6889395463041,37.6407608590757,468975.468975469,2,1,6,1
55.688954,37.549759,527616.8902058415,3,1,8,8
55.689025,37.494629,506283.2786161613,1,1,17,2
55.68906,37.655796,568591.1383810753,0,1,14,5
55.689126,37.592707,375394.32176656154,3,1,5,1
55.689152,37.58977,353488.37209302327,3,1,5,1
55.689162,37.598286,366854.143232096,1,1,12,2
55.689182,37.585251,354113.9240506329,4,1,5,2
55.689194395738,37.6399257386987,580000.0,0,1,7,1
55.689216365371,37.6391411925628,492647.0588235294,2,1,9,1
55.689238,37.487901,591614.1919940512,2,1,24,4
55.689304,37.593794,416666.6666666666,3,1,5,1
55.689319,37.64251,459548.6913420013,2,1,12,3
55.689329,37.535942,571428.5714285715,3,1,8,1
55.689395,37.50778,486394.2253857062,0,1,15,15
55.689451,37.686707,460526.3157894737,0,1,20,1
55.689456,37.554349,509803.92156862747,3,1,14,1
55.689461,37.656631,409335.7271095152,2,1,15,1
55.689486,37.531523,446020.12808783166,3,1,9,1
55.689486,37.561877,730238.297070041,2,1,16,3
55.689517,37.693723,373641.3043478261,3,1,14,1
55.689522,37.65505,691779.879275654,2,1,20,3
55.689537,37.557816,683128.4891980409,2,1,11,4
55.689629,37.639078,498574.8218527316,0,1,25,1
55.689629,37.858312,326129.66601178783,4,1,14,1
55.68967426614119,37.63387681216281,581265.1592900214,2,1,43,75
55.6897,37.469404,608695.6521739131,2,1,44,1
55.6897125739815,37.6387402023154,478228.4312398957,2,1,17,5
55.68973183712953,37.647727984657536,562732.7484108065,0,1,9,8
55.68975,37.467518,407130.5799934832,2,1,25,3
55.689811,37.657224,459837.5451263538,2,1,15,2
55.689826,37.488475,422051.28205128206,1,1,17,1
55.689832,37.655796,756565.6565656565,0,1,20,1
55.689847,37.585053,339622.641509434,4,1,5,1
55.689882,37.554187,526245.2413220855,0,1,8,2
55.689913,37.852266,382540.8102850376,3,1,14,2
55.689938,37.565776,428404.5393858478,2,1,5,2
55.689958,37.507735,482731.6259722936,2,1,17,9
55.68998275115468,37.64556414536656,548519.3558175055,0,1,10,7
55.689984,37.572944,528125.0,3,1,5,1
55.689999,37.555184,426587.3015873016,3,1,14,1
55.689999,37.58084,574514.3112701252,1,1,10,2
55.69003486110344,37.64897252963961,628258.7948898217,0,1,7,5
55.690055,37.640354,553206.6508313539,2,1,17,1
55.690085,37.654888,564676.6169154228,2,1,12,1
55.6901,37.726,320005.87544065807,1,1,9,2
55.690106,37.489724,414905.6603773585,1,1,17,1
55.690106,37.640776,558194.0001969956,0,1,17,16
55.690116,37.71786,353846.1538461539,3,1,15,1
55.6901766862731,37.6451135342525,597943.4880803011,0,1,10,1
55.690187,37.657781,439295.8218137923,2,1,15,5
55.69021667496376,37.648457545509046,480737.0184254606,2,1,19,1
55.690253058041016,37.64648131939873,518350.818823606,0,1,14,2
55.690278,37.691899,384615.3846153846,0,1,22,1
55.6903221368399,37.6447702114987,538217.8156206094,0,1,10,9
55.690334,37.494081,469061.87624750496,1,1,17,1
55.690386367141,37.6480069343948,600313.5092155107,0,1,27,13
55.69039,37.655634,806451.6129032258,2,1,10,1
55.69041,37.611248,417721.5189873418,2,1,23,1
55.69042,37.656586,601747.2903204933,2,1,17,8
55.6904320474199,37.6619031045027,458258.9889159232,0,1,35,3
55.69045919627841,37.638852929885736,494117.64705882355,2,1,28,1
55.690465172801446,37.64597706410407,568476.4974167787,0,1,14,6
55.690522,37.668606,608607.967333259,0,1,6,16
55.690537,37.658347,473684.2105263158,2,1,15,1
55.69057434382427,37.63982925396723,655041.6462000813,2,1,11,2
55.690598,37.488889,526455.0264550265,1,1,17,1
55.690608,37.574525,388372.0930232558,3,1,5,1
55.690628,37.667276,610556.3224976506,0,1,24,19
55.69066642240172,37.45953000271307,536388.3096121702,2,1,13,19
55.6906894074972,37.645494266482,644585.3451114666,0,1,9,2
55.690704,37.466808,407834.1013824885,0,1,32,1
55.69070767215277,37.64022622090143,582954.7538469234,0,1,4,2
55.690735,37.573214,520357.8643578643,3,1,5,3
55.690755,37.532511,536573.1707317074,3,1,9,1
55.690785,37.607996,319352.97187890956,3,1,5,2
55.6907861146551,37.4587333866353,542612.4137931034,2,1,13,5
55.690811,37.469081,441110.68507157464,0,1,25,2
55.69084121089082,37.661022447519606,528271.8289685197,2,1,35,8
55.69087677940277,37.662682276532685,505964.28613588185,0,1,35,8
55.690892,37.640039,611112.9944314576,0,1,12,11
55.690897,37.65894,438388.625592417,2,1,15,1
55.690907,37.657458,810810.8108108108,0,1,17,1
55.690994,37.853317,287128.71287128713,1,1,10,1
55.691009,37.452642,434375.0,2,1,9,1
55.691014,37.49692,436586.7913500876,1,1,17,2
55.691024,37.857099,279369.99138104933,1,1,12,2
55.691065,37.467593,569555.2800624147,2,1,32,16
55.69107068915252,37.641818137631546,678711.5831134565,0,1,9,1
55.691075,37.560197,580063.348041611,3,1,12,5
55.691075,37.65646,750000.0,0,1,13,1
55.69107700969841,37.46011472427647,542164.6243899671,2,1,13,9
55.69108307151977,37.458027965665046,585255.8151178093,2,1,13,8
55.6911,37.494045,69333.33333333333,1,1,17,1
55.69112,37.612982,390052.3560209424,0,1,16,1
55.691131,37.542958,611152.5898331878,3,1,10,4
55.691136,37.607448,397123.85441960825,0,1,9,2
55.691161,37.667591,694779.1164658634,2,1,23,2
55.691217,37.598438,350851.37002072297,1,1,14,2
55.691232,37.590874,403173.9082258092,1,1,16,3
55.691242,37.811078,291780.16858183197,1,1,17,4
55.691262,37.667429,632726.0127085897,0,1,24,17
55.691273,37.620186,430744.4042673998,3,1,8,2
55.691282798539376,37.64033755825437,626627.5068835805,0,1,9,10
55.69131006937796,37.64289370344508,653465.8742361586,0,1,19,5
55.69132827195836,37.66177032546733,449221.1988233592,0,1,19,2
55.691339,37.577597,395225.4641909814,3,1,4,1
55.69135275412621,37.45838738167294,602772.7539527578,2,1,13,12
55.6913529685698,37.7156096537156,589962.2654487813,0,1,29,18
55.691379,37.604906,580645.1612903225,3,1,9,1
55.69141915478038,37.64161428974614,614450.7785103959,0,1,19,3
55.691435,37.729359,310192.023633678,1,1,22,1
55.69145392531855,37.46031254989938,558071.5185052102,2,1,27,23
55.69146,37.574831,421217.3202614379,3,1,5,2
55.69146,37.587712,335483.87096774194,3,1,5,1
55.69150854443117,37.64370373056999,607541.6401284719,0,1,19,7
55.691516,37.552732,472557.3491928632,3,1,10,2
55.691526,37.538134,537388.5906872975,3,1,9,4
55.6915949014654,37.6421829180573,602007.1309842624,0,1,19,6
55.691597,37.721076,360717.93375164166,1,1,16,2
55.691618,37.582682,419642.85714285716,4,1,5,1
55.69163152508515,37.45874679768081,553987.0451908809,2,1,13,7
55.691643645407495,37.45974457943379,585243.7860408399,2,1,4,3
55.6916524738002,37.6409222798204,643465.4893479014,0,1,19,4
55.691663,37.612398,349178.08219178085,3,1,5,1
55.691689,37.713908,563172.0430107526,2,1,29,1
55.69169610066932,37.457059712891215,564875.0,2,1,13,8
55.6917202267427,37.7151165811087,606529.8575738816,2,1,22,12
55.691775,37.728766,323529.4117647059,4,1,16,1
55.6917809279313,37.7137826448328,652545.9992672344,2,1,21,13
55.6917868267932,37.7145178187358,662730.6186705801,2,1,15,15
55.691805,37.607969,355992.8443649374,3,1,5,1
55.6918054941774,37.643239708409,677209.6651126818,0,1,9,5
55.69183889211693,37.4592963867396,535048.3246018537,2,1,27,25
55.691866,37.496749,494805.9361685109,1,1,17,3
55.691871,37.503019,762378.3748277472,2,1,18,2
55.69188328031375,37.64773659321742,601465.6764140746,0,1,5,2
55.691887,37.495366,145333.33333333334,1,1,17,1
55.69196880862298,37.45635160970998,592989.067071296,2,1,25,19
55.691993,37.482088,1041071.5297499388,2,1,12,37
55.69199790481508,37.64152845905779,632798.1830949949,0,1,19,4
55.692003,37.481172,1123888.9950629082,2,1,16,7
55.692013,37.530939,969919.7724917881,0,1,19,16
55.6920645669031,37.6428051905493,624780.6107298272,0,1,19,6
55.69206577208584,37.45755323935059,607098.6784140968,2,1,13,9
55.692079,37.604259,474522.2929936306,3,1,9,1
55.6920987046915,37.7141044691397,609208.8940332953,2,1,25,23
55.692105,37.452678,89285.71428571429,1,1,12,1
55.69213303131941,37.45586575722261,560833.3333333334,2,1,14,3
55.692173859999,37.4768693801301,620204.3000810515,0,1,52,10
55.692206,37.564087,236237.92499494104,0,1,5,4
55.692283250363765,37.64709286305387,681227.226331952,3,1,21,3
55.6922900144048,37.7130027450014,573361.6782859236,2,1,25,24
55.692303,37.491143,360530.612244898,1,1,17,1
55.6923312126854,37.6420809941153,610971.2657674891,0,1,9,6
55.69243,37.806785,270398.14814814815,0,1,9,3
55.692435,37.466575,911713.2867132868,0,1,10,2
55.69247,37.483903,1089352.5951705256,0,1,12,28
55.69247,37.551726,474504.2492917847,3,1,10,1
55.692485,37.539679,511697.87417226966,3,1,9,3
55.692501,37.61123,329545.45454545453,3,1,5,1
55.6925077470783,37.6449931555385,552550.1245453571,0,1,14,3
55.692514220916536,37.45789656210437,630893.9989459031,2,1,31,30
55.69255420881954,37.45621444439443,557275.0053728777,2,1,14,11
55.692627,37.498087,500000.00000000006,1,1,17,1
55.692643,37.821697,313390.31339031336,1,1,16,1
55.692744,37.453405,342319.1489361702,4,1,12,1
55.69279298399292,37.45724210310559,638218.1818181818,2,1,15,11
55.6928031911557,37.6829861204365,693725.3983730391,0,1,24,10
55.69282411343174,37.64534138056792,594462.6205917782,0,1,19,17
55.692846,37.476788,669466.5574859043,2,1,51,50
55.692850178597,37.6441444824863,517711.67650482204,0,1,12,3
55.692851,37.487595,405405.4054054054,1,1,22,1
55.692851,37.562766,471281.0945273632,3,1,8,2
55.692876,37.610745,276851.85185185185,3,1,5,1
55.692906,37.454834,355735.5960200956,1,1,9,3
55.69294751528845,37.45675394106544,602308.421836827,2,1,26,21
55.69296,37.462987,426666.6666666667,1,1,24,1
55.692993,37.735889,303571.4285714286,2,1,12,1
55.6930075552769,37.7119876084583,561023.6126323876,2,1,29,20
55.693064,37.47907,692550.8774722071,0,1,32,62
55.693135,37.856551,366477.2727272727,1,1,17,1
55.693145,37.546525,494456.5086258898,3,1,8,2
55.693145,37.718795,333333.3333333333,1,1,16,1
55.693155,37.594486,318110.23622047243,1,1,17,1
55.6931607316797,37.6838283340667,680272.9975550167,0,1,27,13
55.6931674016412,37.4789747883903,666044.208872383,0,1,32,4
55.693206,37.503648,461311.5667064313,1,1,17,3
55.693211,37.470383,465236.848470385,2,1,24,5
55.69321952915202,37.64456622216298,559696.6914248398,0,1,19,13
55.693226,37.620761,328388.6085075703,2,1,10,2
55.69323425087546,37.64600036441804,538738.4207214535,0,1,19,21
55.693287,37.493587,411971.8309859155,1,1,17,1
55.693292,37.471524,350000.0,2,1,24,1
55.693317,37.823529,217391.30434782608,4,1,14,1
55.6933243349251,37.6432027810209,536282.1849961609,0,1,14,3
55.693368,37.462451,427992.8764039593,0,1,25,9
55.693389,37.463655,649939.2430278885,0,1,33,4
55.693394,37.557511,496052.63157894736,3,1,9,1
55.693434,37.571803,401851.85185185185,3,1,5,1
55.69347,37.560763,497500.0,3,1,11,1
55.693495,37.489616,450949.36708860757,1,1,12,1
55.693546,37.455579,290155.44041450776,1,1,9,1
55.693551,37.505525,443103.4482758621,1,1,17,1
55.693566,37.570034,839694.6564885495,2,1,17,3
55.693591,37.532439,766718.1211415373,2,1,19,11
55.693597,37.577678,465833.3333333333,2,1,17,1
55.693602,37.610628,386847.19535783364,2,1,5,1
55.693617,37.565461,272277.2277227723,0,1,5,1
55.693617,37.593282,379854.0563743025,1,1,16,2
55.693622,37.469189,465996.7198595189,0,1,24,5
55.69362251511835,37.64529578301518,556068.9093914905,0,1,19,18
55.69364614600909,37.64372313128178,554531.2507304156,0,1,19,17
55.693683,37.460259,597789.5180785664,2,1,21,14
55.693703,37.605849,387931.0344827586,3,1,9,2
55.693744,37.742842,189256.19834710745,4,1,16,1
55.6937636952199,37.6834152738785,637361.2963722097,0,1,26,25
55.693789,37.547836,534393.4261901247,3,1,8,6
55.6938491431458,37.4763408591365,651836.8071596149,2,1,49,3
55.693901,37.818723,284848.48484848486,1,1,16,1
55.693962,37.583365,338939.16035139887,1,1,17,3
55.693992,37.554457,453038.67403314915,3,1,8,1
55.694013,37.60169,442307.6923076923,1,1,17,1
55.694018,37.586392,371702.63788968825,1,1,9,1
55.694023,37.745636,381470.4356846473,3,1,4,2
55.6940451922971,37.64463059518021,525007.4259850549,0,1,19,33
55.694053,37.74463,358527.1317829457,3,1,9,1
55.694073,37.582125,386660.505237215,1,1,3,2
55.694079,37.504483,497354.4973544974,1,1,17,1
55.694104,37.750146,299465.2406417112,3,1,5,1
55.694114,37.61017,365805.79064587975,1,1,12,2
55.694134,37.46413,734782.6086956522,2,1,30,1
55.694139,37.665677,591295.6335960783,2,1,24,10
55.694145,37.462361,567172.7251580132,0,1,33,3
55.69416,37.47783,668581.6708364537,2,1,33,44
55.69416,37.54418,597435.9902944266,1,1,6,3
55.694205,37.498662,483333.3333333333,0,1,17,1
55.694226,37.742645,307272.7272727273,3,1,16,1
55.6942715512714,37.4774996686475,739910.3139013452,2,1,33,1
55.694287,37.528621,941329.8436587556,0,1,24,11
55.694388,37.470554,507859.18086122215,2,1,24,2
55.694398,37.60266,469811.320754717,1,1,17,1
55.694454,37.491009,486301.3698630137,1,1,16,1
55.69449,37.821984,279591.8367346939,1,1,9,1
55.694561,37.572737,316901.40845070424,3,1,8,1
55.694632,37.582745,451159.64731155883,1,1,9,4
55.694657,37.816953,283731.2687312687,1,1,12,2
55.694667,37.613503,323058.3501006036,0,1,16,2
55.694667,37.747639,379746.83544303797,3,1,5,2
55.694784,37.581559,370662.4605678234,1,1,16,1
55.694804,37.489904,485769.23076923075,4,1,14,2
55.694814,37.607915,451702.62462351716,1,1,17,2
55.694819,37.720376,312073.8255033557,2,1,17,1
55.694855,37.558508,445161.29032258067,3,1,6,1
55.694992,37.815857,322323.4624145786,0,1,24,1
55.69500513367039,37.4601842539664,586133.3333333334,2,1,17,3
55.695012,37.462056,596464.1237261845,0,1,33,5
55.695012,37.856057,249122.80701754385,1,1,14,1
55.695017,37.571956,391111.1111111111,2,1,5,1
55.695053,37.579385,509459.9989665806,2,1,37,10
55.695073,37.475953,607644.7495120364,2,1,38,106
55.695134,37.605526,370000.0,1,1,9,2
55.695139,37.49824,93843.67816091955,1,1,17,5
55.695149,37.744343,373287.6712328767,3,1,9,1
55.695195,37.530229,844344.3121821352,0,1,22,10
55.695235,37.612623,427728.6135693216,4,1,14,1
55.695246,37.45955,640000.0,0,1,33,1
55.695246,37.85073,324324.3243243243,1,1,17,1
55.695276,37.504995,296052.63157894736,1,1,17,1
55.695296,37.575648,433838.2089857045,2,1,25,3
55.695327,37.825065,284000.0,1,1,9,1
55.695357,37.496614,414097.39328952326,1,1,17,5
55.695372,37.574148,518148.72893737216,3,1,8,2
55.695438,37.812785,329131.6526610644,2,1,12,1
55.695459,37.614231,394466.1547602724,4,1,14,3
55.695509,37.746112,416666.6666666667,2,1,20,1
55.695521698464,37.6379786641524,641285.7568384048,2,1,43,111
55.69555,37.546695,432950.19157088123,4,1,7,1
55.69556,37.755077,287356.3218390804,1,1,14,1
55.69556,37.797658,176470.58823529413,0,1,5,1
55.695573,37.461501,587391.6476863067,0,1,17,9
55.695591,37.604717,366022.09944751376,1,1,17,1
55.695611,37.47351,618881.6241259692,0,1,18,5
55.69565286377923,37.46021799140091,562300.0,2,1,17,1
55.695662,37.478037,632567.8985510451,2,1,16,39
55.695798,37.484326,531655.5697160616,2,1,52,6
55.695804,37.485664,721813.8515161516,2,1,52,51
55.695824,37.551367,540426.5161761361,3,1,14,7
55.695925,37.811519,355333.755809041,0,1,24,2
55.695956,37.742968,346813.24433974613,4,1,14,1
55.695981,37.501285,469000.0,1,1,22,1
55.696052,37.469535,642915.918409216,2,1,39,33
55.696098,37.558158,471408.1983398545,3,1,9,2
55.696149414881,37.647929712267,604890.6048906049,2,1,12,1
55.696164,37.476788,724688.9114065995,0,1,43,10
55.696179,37.737776,345733.0415754923,3,1,8,1
55.69621,37.571686,472155.6010529394,3,1,14,3
55.69623,37.763189,393169.10499139415,2,1,14,2
55.696265,37.471884,641489.989960726,2,1,39,9
55.696341,37.85002,279947.9166666667,1,1,9,1
55.696372,37.740606,320566.03773584904,3,1,14,1
55.696387,37.494827,317993.47398185474,1,1,12,9
55.696423,37.47377,625011.9561901242,0,1,25,14
55.696428,37.816172,367132.8671328671,2,1,25,1
55.696433,37.743902,354251.012145749,3,1,5,1
55.696453,37.549022,610800.3511775152,3,1,11,4
55.696458,37.570492,573331.3436219619,2,1,19,6
55.696478,37.62475,471937.14821763604,0,1,24,4
55.696489,37.612748,429687.5,1,1,16,1
55.696499,37.825514,294437.7641421018,0,1,9,2
55.696534,37.499408,407043.3181101911,4,1,19,10
55.696555,37.795304,390835.5795148248,0,1,12,1
55.696565,37.742959,369230.76923076925,1,1,14,1
55.69658,37.561553,518181.8181818182,3,1,8,1
55.69661,37.748232,353846.1538461539,0,1,3,1
55.696626,37.486778,750893.9213349224,2,1,53,2
55.696697,37.812983,283966.8904805614,1,1,14,2
55.696712,37.507457,508004.6746132804,1,1,17,2
55.696854,37.624292,543546.935131707,2,1,24,4
55.696864,37.82016,258333.33333333334,1,1,9,1
55.696889,37.501438,403754.94071146246,1,1,22,4
55.696935,37.750397,278688.5245901639,3,1,5,1
55.69702890173238,37.724676461653935,492853.77832971123,2,1,13,12
55.697042,37.808312,248287.67123287672,1,1,9,1
55.697047,37.654942,511627.9069767442,2,1,7,1
55.697052,37.635386,649953.7105917829,0,1,16,7
55.697072,37.55381,534055.944055944,3,1,10,2
55.697072,37.815705,301886.7924528302,0,1,9,1
55.697077,37.470746,528594.6276972789,2,1,39,9
55.697179,37.512577,488332.7852131473,3,1,23,3
55.697219,37.633526,765540.4575356878,3,1,9,5
55.69725,37.476752,621930.8077200697,2,1,41,11
55.697265,37.660566,508684.86352357327,2,1,13,1
55.69727,37.62466,497931.54185584467,2,1,24,6
55.6972783892523,37.4767407803636,498007.4719800747,2,1,25,1
55.6972793468811,37.7237961031792,474283.0282582762,2,1,19,6
55.69728,37.744909,396551.724137931,1,1,12,2
55.69731,37.473725,677891.16446191,2,1,10,13
55.697326,37.851943,368421.05263157893,1,1,10,1
55.69733725340734,37.6333362386168,633802.8169014085,3,1,16,1
55.697351,37.473833,590277.7777777778,2,1,36,1
55.69748536394426,37.72394094246616,516608.44012089685,2,1,21,6
55.6974914227686,37.7242735363829,557262.5698324023,2,1,21,2
55.697559,37.51255,420544.55445544556,0,1,23,1
55.697589,37.637713,478260.8695652174,0,1,23,1
55.69764,37.797038,341379.3103448276,1,1,17,1
55.69765,37.506927,518590.99804305285,1,1,18,1
55.697655,37.501582,450000.0,1,1,22,1
55.6976606839484,37.6376889855788,654259.5142035015,2,1,28,67
55.697661,37.623555,387805.2642445212,0,1,3,11
55.697666,37.613242,408450.7042253521,3,1,5,1
55.697691,37.842618,332199.54648526077,2,1,5,1
55.697701,37.630751,903614.4578313254,2,1,16,1
55.6977307651145,37.7241179682608,564380.1409806879,2,1,23,8
55.697747,37.780994,318212.1111111111,1,1,9,1
55.697767,37.458535,270051.5463917526,0,1,12,1
55.697782,37.747047,290637.1911573472,3,1,5,1
55.697833,37.843328,344554.45544554456,1,1,5,1
55.697853,37.944029,280851.06382978725,0,1,25,1
55.697904,37.471093,649122.8070175438,0,1,29,1
55.69798,37.505283,380470.28494331124,1,1,18,11
55.69799,37.925623,332031.25,1,1,19,1
55.698016,37.617303,277150.30408340576,0,1,8,1
55.698026,37.474435,626058.8231021881,0,1,37,10
55.698031,37.635781,722505.8045323059,0,1,11,5
55.698071,37.634092,637089.9238593302,0,1,16,3
55.698082,37.80877,341942.5968768074,0,1,25,2
55.698148094233,37.4715435786797,796206.7580119168,2,1,11,14
55.698173,37.619827,321428.5714285714,3,1,8,1
55.698178,37.457061,357142.85714285716,4,1,12,1
55.698183,37.471381,683770.8827877925,2,1,11,8
55.6982060157819,37.6400707871847,507093.5251798561,2,1,22,1
55.6982083392694,37.476234373954,542719.4317643082,0,1,25,8
55.698224,37.511257,506028.3268236872,0,1,23,3
55.698262,37.640111,734313.8586605671,2,1,22,8
55.698285,37.497872,586458.4427887307,0,1,23,12
55.698295,37.503352,508717.89565657265,1,1,17,2
55.69834,37.492931,442953.02013422817,4,1,9,1
55.69834,37.734443,271780.10471204185,0,1,12,2
55.69835,37.467697,496882.8036076971,0,1,29,6
55.6984268775844,37.4718028445907,755534.9639820233,2,1,29,26
55.698477,37.488556,351893.09576837416,1,1,9,1
55.698523,37.941307,275237.2945623511,2,1,17,4
55.698533,37.935513,291595.19725557463,1,1,27,1
55.698553,37.8449,320172.2752666623,0,1,27,7
55.698574,37.932189,302362.20472440944,1,1,19,1
55.69864,37.809354,332251.578209025,1,1,16,3
55.69868,37.92679,335534.92484526965,1,1,17,3
55.698695,37.494494,446899.0384615385,1,1,12,2
55.698711,37.63252,846153.8461538461,2,1,13,1
55.698767,37.630732,735985.9295012947,2,1,15,12
55.698767,37.638458,644541.2779607996,2,1,20,14
55.698782,37.930887,340760.15727391874,0,1,25,1
55.698822,37.789573,498866.2131519274,1,1,5,1
55.698883,37.468326,532673.4080464913,0,1,29,2
55.698903,37.921499,329815.3034300792,1,1,19,1
55.698939,37.56317,468316.9079149985,0,1,8,2
55.698964,37.809174,230413.1926121372,0,1,14,1
55.698985,37.928336,259917.92065663476,1,1,19,1
55.699,37.431756,256427.3703819403,3,1,5,3
55.699,37.640785,707815.2984241323,2,1,40,30
55.69902,37.636401,530474.0406320542,2,1,28,1
55.69902,37.914205,274733.8193850733,1,1,19,3
55.699025,37.788019,504643.96284829726,1,1,5,1
55.69903,37.938711,354755.7840616967,2,1,25,1
55.699037,37.474547,636957.5008860974,2,1,38,8
55.699051,37.509837,565486.6648058478,0,1,17,2
55.699061,37.636428,634526.1187701252,2,1,14,7
55.699127,37.775613,339682.5396825397,1,1,9,1
55.699218,37.854449,324925.03106655146,1,1,14,4
