lat,lon,price_per_m2,building_type,object_type,levels,ads_count
55.52966,37.445347,246153.84615384616,1,1,9,1
55.52995,37.443057,196850.3937007874,3,1,9,1
55.5305073303849,37.3767079366673,447918.6053725417,0,1,16,2
55.53073,37.502974,311387.9003558719,1,1,14,1
55.530831,37.44691,183641.975308642,3,1,9,1
55.530852,37.447836,160610.76604554866,3,1,7,2
55.530918,37.51821,278000.0,1,1,11,1
55.530923,37.523285,275862.0689655172,1,1,6,1
55.531127,37.530804,289829.49267327925,0,1,15,2
55.5312132173379,37.3764263047223,479563.49206349207,0,1,16,3
55.531285,37.513431,270833.3229166667,1,1,10,1
55.531305,37.386535,278609.1549295775,2,1,14,2
55.5313577416306,37.3754204763453,269333.3333333333,0,1,17,1
55.53157,37.446749,232075.4716981132,3,1,9,1
55.5319845072848,37.3758281721166,315415.8040027605,0,1,15,3
55.531993,37.384702,302973.0877068278,0,1,15,2
55.5324408847502,37.374393190297,299958.9637829079,0,1,16,2
55.532518,37.377471,278559.89233214146,2,1,12,9
55.532564,37.526393,320000.0,1,1,9,1
55.5326416891009,37.3721508635615,331632.65306122444,2,1,16,1
