lat,lon,price_per_m2,levels,ads_count
55.607829,37.579394,780.4878048780488,25,1
55.607845,37.530831,1209.6774193548388,9,1
55.607855,37.716782,1818.1818181818182,12,1
55.607921,37.733581,1447.3684210526317,16,1
55.607972,37.740156,1553.1914893617022,9,1
55.608053,37.710809,1666.6666666666667,9,1
55.608094,37.3621,1444.4444444444443,22,2
55.608119,37.409064,1703.091327957197,16,8
55.608119,37.412613,1786.4721485411142,17,2
55.608139,37.58597,1272.7272727272727,14,1
55.60815,37.610431,1401.7185821697099,12,2
55.608241,37.715372,1271.1864406779662,9,1
55.608272,37.583239,1481.4814814814815,9,1
55.608307,37.584999,1488.888888888889,9,1
55.608317,37.546498,1052.6315789473683,22,1
55.608338,37.725756,1526.3157894736842,9,1
55.608384,37.593318,1632.6530612244899,24,1
55.608445,37.756623,1300.0,17,1
55.60845,37.735494,1508.9514066496163,12,1
55.608506,37.411786,1875.0,18,1
55.608531,37.58164,1469.6969696969697,9,2
55.608623,37.526546,1685.1851851851852,16,1
55.608729,37.603918,1416.6666666666667,16,3
55.608816,37.535403,2109.44840920364,23,5
55.608877,37.410951,2695.4314720812185,17,1
55.608917,37.591539,1388.888888888889,14,1
55.609075,37.73332,1250.0,12,1
55.609233,37.529412,2564.102564102564,9,1
55.609278,37.759587,1057.6923076923076,17,1
55.609299,37.716495,1771.4285714285713,12,1
55.609314,37.71345,1624.726955002184,9,3
55.60936,37.724131,1589.041095890411,17,1
55.609477,37.601771,1777.7777777777778,12,1
55.609482,37.549768,1392.857142857143,9,1
55.609619,37.328845,2294.1176470588234,3,1
55.609675,37.725164,1625.0,17,1
55.609975,37.54109,1525.4237288135594,9,1
55.610173,37.533032,1691.3319238900635,9,1
55.610534,37.324407,1545.4545454545455,4,1
55.610809,37.325252,2160.5899572028807,4,3
55.610901,37.71274,1474.5762711864406,9,1
55.610906,37.545105,1333.3333333333333,18,1
55.610926,37.592231,1470.5882352941176,9,1
55.61118,37.757754,1250.0,17,1
55.611343,37.254087,945.9459459459459,16,1
55.611541,37.703927,1600.0,9,2
55.611577,37.588692,1439.0017141694996,9,3
55.611592,37.540353,855.2631578947369,16,1
55.611668,37.70691,1347.0149253731342,12,2
55.61176,37.306899,1132.4786324786323,12,2
55.611831,37.715219,1472.8924754092538,12,3
55.612029,37.411122,1595.7792207792209,25,2
55.612085,37.552462,1266.6666666666667,9,1
55.612095,37.580679,1072.1247563352827,12,1
55.612146,37.291457,1000.0,5,1
55.612207,37.412415,2246.9840344438157,24,43
55.612217,37.256441,1116.9950738916257,17,2
55.612217,37.302282,1044.4444444444443,5,1
55.612263,37.702715,1240.2597402597403,9,2
55.612456,37.711976,1156.5836298932384,9,1
55.612493,37.74874,1870.3241895261845,30,1
55.612502,37.577364,941.1764705882352,25,1
55.612599,37.517114,2375.0,14,1
55.612609,37.751116,1984.610917537747,30,2
55.612619,37.518425,2329.039899326375,12,3
55.612634,37.541108,1264.386189258312,22,2
55.612665,37.252147,934.5794392523364,17,1
55.612746,37.411562,1663.0414747326513,24,6
55.612746,37.697684,1842.1052631578948,17,1
55.612868,37.546767,1471.0939179024288,9,3
55.612904,37.578963,1428.5714285714287,18,1
55.613,37.292445,1113.6363636363637,5,1
55.613041,37.413295,3000.0,24,1
55.613061,37.593102,1382.9787234042553,14,1
55.613087,37.703361,1447.3684210526317,17,1
55.613138,37.387541,1464.4351464435147,22,1
55.613255,37.603711,1595.7446808510638,12,1
55.613316,37.722091,2750.0,12,1
55.613463,37.4152,1333.3333333333333,14,1
55.613524,37.712596,1304.2521994134897,9,2
55.613804,37.535727,1500.0,22,1
55.613926,37.530768,1599.3589743589741,22,2
55.613926,37.544342,1701.0040404040403,9,3
55.613941,37.386813,1373.6116313102993,22,4
55.61417,37.412415,1663.5748071400417,25,4
55.614312,37.385448,1350.9901981021724,23,3
55.614338,37.597118,1547.6190476190477,9,2
55.614358,37.549777,1340.3482533917318,9,2
55.614485,37.739698,1666.6666666666667,9,1
55.614536,37.580697,1935.483870967742,12,1
55.614587,37.746517,1205.128205128205,16,1
55.614653,37.492042,1421.7391304347825,12,1
55.614724,37.384954,1559.5238095238096,22,2
55.614836,37.749643,1415.0943396226414,12,1
55.614841,37.49515,1818.1818181818182,9,1
55.614948,37.703847,1254.5252018936228,12,3
55.614983,37.735449,1401.9340531501073,12,3
55.615044,37.596049,1250.0,9,1
55.615177,37.582826,961.5384615384615,16,1
55.615258,37.701484,1329.8245614035086,9,2
55.615258,37.74313,1222.2222222222222,22,1
55.615309,37.64825,1012.987012987013,17,1
55.615319,37.710045,1100.9174311926606,16,1
55.615476,37.407618,1528.088806118982,25,4
55.615797,37.746894,1666.6666666666667,9,1
55.615848,37.494476,1426.2626262626263,9,2
55.615944,37.703146,2080.0,6,1
55.615949,37.761572,764.7058823529412,2,1
55.616005,37.587946,1285.7142857142858,9,1
55.616051,37.753901,1230.7692307692307,14,1
55.616056,37.407501,2001.617720258835,25,2
55.616183,37.709766,1306.9908814589667,9,1
55.616188,37.731488,1034.4827586206898,18,1
55.616209,37.706452,1000.0,9,1
55.616239,37.414823,1687.5,25,2
55.616254,37.414805,2571.4285714285716,25,1
55.616356,37.721418,1226.4150943396226,16,1
55.616427,37.739321,1846.1538461538462,9,1
55.616564,37.541988,1304.3478260869565,9,1
55.616651,37.492742,1400.8342813803565,9,2
55.61688,37.407304,1774.3890446280554,25,5
55.616895,37.489985,1300.0,17,1
55.61693,37.755751,1282.051282051282,15,1
55.617017,37.583077,1323.5294117647059,16,1
55.617037,37.581721,1384.6153846153845,16,1
55.617103,37.264346,1406.25,16,1
55.617185,37.491826,1206.896551724138,17,1
55.617225,37.417473,1581.104769129259,25,11
55.617236,37.265262,1180.0,16,1
55.617281,37.417446,1634.920634920635,15,2
55.617281,37.497593,1237.1681415929204,9,1
55.617393,37.411463,1893.2860901214544,25,8
55.61779,37.708796,1223.4482758620688,9,2
55.6178,37.264454,1501.5015015015017,16,1
55.617907,37.70691,1200.0,9,1
55.617932,37.436616,1180.0,2,1
55.618095,37.701206,1153.8461538461538,12,1
55.618125,37.647109,1538.4615384615383,9,1
55.618181,37.660772,1500.0,9,2
55.618181,37.710476,1025.6410256410256,17,1
55.618196,37.407573,1733.5766423357666,26,1
55.618262,37.748574,1395.3488372093022,9,1
55.618268,37.742196,1449.2753623188405,22,1
55.618379,37.739034,1424.2424242424242,9,1
55.618415,37.582116,1315.7894736842106,16,1
55.61842,37.60319,1847.8260869565217,14,1
55.618471,37.723115,2222.222222222222,9,1
55.618486,37.760548,1226.4150943396226,14,1
55.618573,37.434047,2500.0,2,1
55.618695,37.262145,1285.7142857142858,19,1
55.618761,37.263564,1428.5714285714287,19,1
55.618827,37.660117,1270.0534759358288,17,1
55.618857,37.41114,1802.5705574458768,15,7
55.618883,37.414409,2065.384757800977,15,4
55.618883,37.751601,1285.7142857142858,9,1
55.618949,37.755625,1442.3076923076924,14,1
55.618964,37.705167,1439.706688354166,16,2
55.61905,37.408094,1747.7096295569202,25,3
55.619076,37.412945,1824.3516432738404,15,5
55.619111,37.658176,1246.1538461538462,16,1
55.619147,37.497872,1846.1538461538462,14,1
55.619269,37.695914,1192.0529801324503,24,1
55.619467,37.415344,1482.142857142857,25,1
55.619472,37.544189,1255.7692307692307,25,2
55.619518,37.741306,1184.2105263157894,16,1
55.619523,37.658248,1527.7777777777778,16,1
55.619544,37.698358,1211.4537444933922,9,1
55.619549,37.41626,1949.5327102803737,25,1
55.619605,37.417167,1666.7613636363635,25,2
55.619691,37.73191,1451.6129032258063,9,1
55.619691,37.761905,1412.5,14,2
55.619854,37.7509,1346.2135319677218,17,2
55.619874,37.722451,1214.6050670640834,9,2
55.61995,37.586068,2233.357711628212,9,3
55.620133,37.69622,1381.244990649212,14,2
55.620169,37.263052,1166.6666666666667,17,1
55.620174,37.705598,1333.3333333333333,12,1
55.620199,37.49056,1363.6363636363637,9,1
55.620199,37.602633,1100.0,9,1
55.62027,37.267014,1389.728096676737,17,1
55.620321,37.472701,1166.6666666666667,13,1
55.620357,37.310735,2249.1666666666665,3,1
55.620403,37.702454,1382.9787234042553,9,1
55.620611,37.723762,1111.111111111111,9,1
55.620662,37.304878,1395.6810631229237,17,2
55.620774,37.598923,1400.0,9,1
55.620886,37.601627,3636.3636363636365,9,1
55.620886,37.740058,1272.7272727272727,9,1
55.621074,37.744684,1138.888888888889,16,2
55.621226,37.72219,1091.703056768559,12,1
55.621241,37.265307,1500.0,16,1
55.621241,37.732323,1369.5652173913043,12,1
55.621333,37.303602,1062.5,18,1
55.621333,37.735728,1134.6153846153845,17,1
55.621338,37.704224,1410.2564102564102,16,1
55.621374,37.30574,1052.6315789473683,17,1
55.621384,37.6577,1529.051987767584,9,1
55.621526,37.585574,1590.2964959568733,23,1
55.621567,37.434496,2000.0,3,1
55.621607,37.71804,1669.7588126159555,16,1
55.621648,37.266169,1052.6315789473683,16,1
55.621668,37.497081,1000.0,16,1
55.621673,37.604574,1764.7058823529412,9,1
55.621724,37.756632,1250.0,14,1
55.621775,37.489787,1409.6185737976784,9,1
55.621882,37.43057,2326.6666666666665,3,1
55.621882,37.495797,1041.6666666666667,12,1
55.621902,37.302497,1224.4897959183672,17,1
55.621994,37.752014,1175.9299516908213,12,4
55.622029,37.429851,2066.0,3,1
55.62206,37.70541,1339.2857142857142,16,1
55.622136,37.602184,1333.3333333333333,22,1
55.622197,37.593983,1144.7368421052631,9,1
55.622217,37.656398,1153.8461538461538,16,1
55.62235,37.737614,1475.4098360655737,9,1
55.622472,37.720771,923.0769230769231,9,1
55.622517,37.301617,1578.9473684210527,17,1
55.622583,37.591629,1567.5675675675675,9,1
55.622604,37.495698,1818.1818181818182,23,1
55.622766,37.706353,2071.68458781362,22,3
55.622771,37.474812,1195.6521739130435,17,1
55.622787,37.48358,1230.7692307692307,12,1
55.622965,37.753667,1307.142857142857,12,2
55.62301,37.307411,1176.923076923077,17,2
55.623036,37.654583,1657.7540106951872,12,1
55.623295,37.613737,1240.0,17,1
55.623305,37.659721,1406.25,5,1
55.623346,37.590291,1818.1818181818182,9,1
55.623432,37.697972,1317.5253437022636,17,2
55.623473,37.708347,1296.2962962962963,17,1
55.623509,37.311256,1055.5555555555557,16,1
55.623529,37.303126,1221.014492753623,17,2
55.623595,37.309172,1585.3658536585365,17,1
55.623605,37.749499,1132.4786324786323,12,2
55.623697,37.30539,1447.3684210526317,17,1
55.623702,37.720241,1312.5,9,1
55.623717,37.611042,1384.6153846153845,17,1
55.623864,37.736222,1078.4313725490197,12,1
55.6239,37.670851,2106.430155210643,9,1
55.624037,37.485134,1330.3769401330376,9,1
55.624083,37.750837,1111.111111111111,12,1
55.624174,37.311229,1351.3513513513512,17,1
55.62421,37.746463,1515.1515151515152,12,1
55.624261,37.309585,1321.1184210526317,17,2
55.624281,37.664958,1254.6296296296296,14,2
55.624342,37.508149,1973.6842105263158,17,1
55.624383,37.747882,1935.483870967742,12,1
55.624434,37.343101,1855.741586344087,24,7
55.62449,37.314831,1260.8695652173913,25,1
55.624601,37.700074,1375.0,16,1
55.624637,37.672936,1412.509534706331,5,3
55.624652,37.304204,1361.7521367521367,18,3
55.624693,37.649346,1944.4444444444443,5,1
55.624728,37.660727,1529.4117647058824,5,1
55.6248,37.658006,857.1428571428571,12,1
55.624876,37.70178,1150.0,22,2
55.624876,37.75152,1644.2307692307693,12,2
55.624911,37.600846,1714.2857142857142,16,1
55.624916,37.469961,1333.3333333333333,3,1
55.624958,37.341675,1750.0,11,1
55.624967,37.30654,1166.6666666666667,20,1
55.625003,37.703155,1250.0,18,1
55.625013,37.598492,1015.625,9,1
55.625049,37.736761,1234.567901234568,16,1
55.62512,37.713063,1179.4871794871794,22,1
55.625196,37.674139,1363.6363636363637,5,1
55.625303,37.743543,1200.0,12,1
55.625308,37.309441,1292.3666371942234,24,3
55.625328,37.605373,1470.2380952380952,9,2
55.625333,37.670438,1315.7894736842106,23,1
55.625343,37.312549,1628.2051282051284,15,2
55.625613,37.303997,1888.1782945736434,13,4
55.625659,37.708626,1527.7777777777778,17,1
55.625709,37.314112,1540.2843601895734,25,1
55.62574,37.344269,1809.0271766809806,11,5
55.625745,37.749777,865.3846153846154,12,1
55.625755,37.594962,1842.1052631578948,14,1
55.625755,37.722882,1262.2549019607843,22,2
55.625786,37.718202,1375.0,14,1
55.625823,37.340476,1370.5264987200765,22,6
55.625867,37.737533,1369.86301369863,16,1
55.625892,37.524219,1184.2105263157894,12,1
55.626045,37.521183,1250.0,22,1
55.626055,37.311283,1534.4173856678308,19,9
55.626147,37.310196,1279.4715447154472,19,3
55.626208,37.667707,1226.4150943396226,12,1
55.626238,37.747918,1274.5098039215686,17,1
55.626289,37.597639,1289.4736842105262,9,1
55.626314,37.343218,1519.0972222222224,11,3
55.62639,37.739348,1041.6666666666667,12,1
55.626401,37.74551,1497.545582047686,9,2
55.626543,37.720582,1111.111111111111,14,1
55.626579,37.313502,1292.063492063492,25,2
55.626594,37.343919,1859.478055819519,11,5
55.626629,37.521947,1710.5263157894738,17,1
55.62666,37.481163,1548.489666136725,9,2
55.62666,37.676879,1000.0,5,1
55.62667,37.519899,1293.103448275862,17,1
55.626787,37.482115,1240.0,9,1
55.626858,37.610062,1422.6190476190477,24,3
55.627066,37.509685,1818.1818181818182,9,2
55.627188,37.675559,1263.157894736842,5,1
55.627265,37.342427,1751.2762336925696,10,3
55.627316,37.468129,1750.0,3,1
55.627361,37.743687,1538.4615384615386,21,2
55.627377,37.330363,1750.0,3,1
55.627397,37.718471,1277.8443188017657,14,5
55.627407,37.641566,1720.183486238532,23,1
55.627417,37.610314,1280.946065428824,24,2
55.627427,37.720888,1156.8123393316196,14,1
55.627544,37.648043,1463.4146341463415,16,1
55.627615,37.518389,1550.3432494279177,17,2
55.627661,37.488952,1714.2857142857142,16,1
55.627702,37.467311,1366.6666666666665,4,2
55.627727,37.342984,1593.4378763171933,9,6
55.627753,37.678146,1384.6153846153845,12,1
55.627875,37.511984,1597.5274725274726,17,2
55.62792,37.670052,1515.1515151515152,5,1
55.628098,37.641782,2175.1219869143574,33,24
55.628195,37.519791,1590.0383141762454,17,2
55.628225,37.639581,2168.6990575148066,33,12
55.628241,37.506487,1576.5765765765766,9,1
55.628271,37.672136,1195.6521739130435,5,1
55.628286,37.795511,1307.6923076923076,16,1
55.628388,37.668615,1066.6666666666667,5,1
55.628484,37.653038,1622.1374045801526,18,1
55.62849,37.341287,1556.269441153162,9,6
55.62852,37.663827,1190.379403794038,17,2
55.628591,37.648178,1426.3659551617666,17,2
55.628647,37.475531,1247.983870967742,14,2
55.628667,37.461014,1111.111111111111,2,1
55.628703,37.795008,1063.8297872340424,16,1
55.62883,37.512937,1090.909090909091,17,1
55.628932,37.341843,1312.2484036500484,9,3
55.628937,37.665542,1454.13870246085,12,1
55.62911,37.667941,1111.111111111111,5,1
55.629125,37.797837,1282.051282051282,12,1
55.629155,37.598061,1018.1818181818182,9,2
55.629191,37.736428,1181.8181818181818,17,1
55.629221,37.518542,1442.7013045434098,17,3
55.62947,37.445159,1043.4782608695652,3,1
55.629577,37.509541,1851.851851851852,9,1
55.629684,37.745367,2000.0,17,1
55.629714,37.794145,1125.0,12,1
55.62974,37.5933,1405.4054054054054,14,1
55.629755,37.520321,1435.5256624216424,17,3
55.629816,37.486939,2023.8095238095239,14,1
55.63005,37.462128,1178.5714285714287,1,1
55.630101,37.519629,1571.4285714285713,17,1
55.630111,37.748232,1538.4615384615386,17,1
55.630146,37.514572,2227.154491433724,18,7
55.630151,37.507924,1666.6666666666667,9,1
55.630162,37.431693,800.0,2,1
55.630162,37.521551,1536.7305458768874,17,2
55.630279,37.617123,1546.5116279069766,18,2
55.630309,37.593138,1413.0434782608695,14,1
55.630319,37.667609,1786.5429234338746,19,1
55.630334,37.334459,818.1818181818181,3,1
55.630492,37.461068,1071.4285714285713,4,1
55.630497,37.511104,1592.5925925925926,16,1
55.630558,37.762291,1000.0,17,1
55.630726,37.430965,1500.0,2,1
55.630843,37.609865,1333.3333333333333,9,1
55.630863,37.601358,2313.7771918259723,6,2
55.630914,37.65373,1485.5875831485587,5,1
55.63098,37.763764,1476.510067114094,17,1
55.63101,37.612084,1521.7391304347825,12,1
55.631036,37.456666,1568.2656826568266,23,1
55.631046,37.593174,1600.0,17,1
55.631066,37.509487,1590.1442307692307,16,2
55.631102,37.514383,1416.6666666666667,9,1
55.631148,37.797873,988.1422924901185,16,1
55.631224,37.525297,1250.0,22,1
55.631244,37.508679,1566.6666666666667,9,1
55.631315,37.472836,1100.0,16,1
55.631346,37.655445,1481.4814814814815,5,1
55.631366,37.66274,1230.3675856307436,15,3
55.631447,37.455121,2208.3333333333335,24,1
55.631651,37.656209,1363.6363636363637,5,1
55.631686,37.472414,1539.2889492753625,16,2
55.631717,37.448375,1333.3333333333333,3,1
55.631717,37.512811,1875.0,9,1
55.631798,37.412056,1891.7823131542873,22,11
55.631803,37.41926,1406.25,22,1
55.631803,37.419269,1550.9147745193368,22,7
55.631803,37.673439,1134.020618556701,5,1
55.631879,37.663153,1000.0,15,1
55.631884,37.452498,761.9047619047619,3,1
55.63193,37.520994,1918.158567774936,22,1
55.63193,37.602678,2238.095238095238,9,1
55.631935,37.454537,2358.490566037736,23,1
55.63194,37.48322,1565.5577299412917,16,2
55.631966,37.4546,1820.896284516214,23,9
55.631991,37.535619,1571.2759462759464,9,2
55.632052,37.456549,1930.1470588235295,23,1
55.632062,37.456513,1886.808434847066,23,9
55.632072,37.671902,1000.0,5,1
55.632093,37.675541,1388.888888888889,14,1
55.632139,37.755392,1375.0,19,1
55.632372,37.454681,2077.9945279465583,23,5
55.632413,37.415694,1749.7772938786763,22,7
55.632443,37.607637,1000.0,9,1
55.632464,37.670564,1342.2818791946308,5,1
55.632499,37.752374,1230.7692307692307,17,1
55.63252,37.531487,1528.0135823429541,9,1
55.632545,37.597082,1857.142857142857,9,1
55.632571,37.525082,1719.5767195767196,17,1
55.632586,37.476752,1420.9320091673035,9,3
55.632606,37.45601,1856.1507936507937,16,2
55.632626,37.760719,1282.051282051282,18,1
55.632642,37.481451,1401.1799410029498,17,1
55.632647,37.606352,1153.8461538461538,9,1
55.632753,37.474004,1923.076923076923,9,1
55.632809,37.471255,1290.3225806451612,12,1
55.632814,37.612506,1076.012529137529,22,4
55.632825,37.744549,1063.2771063385794,17,2
55.632982,37.47951,1090.909090909091,16,1
55.633013,37.515838,1637.9310344827586,9,1
55.63314,37.45531,2202.8861733565973,16,5
55.63316,37.661446,1618.7996575342465,15,2
55.63317,37.673672,1250.0,5,1
55.633191,37.415398,1789.3048128342248,16,2
55.633348,37.427435,1078.4313725490197,3,1
55.633373,37.417832,1388.888888888889,25,1
55.63346,37.53906,1333.3333333333333,14,1
55.633475,37.667968,1406.25,5,1
55.633485,37.413089,1557.7345425419219,21,3
55.633516,37.683473,1562.5,9,1
55.633536,37.760845,1363.0689429922168,25,3
55.633567,37.682404,1222.2222222222222,9,1
55.633582,37.45469,1972.2222222222224,16,3
55.633622,37.514275,1638.888888888889,9,1
55.633638,37.614707,1679.6875,17,2
55.63376,37.7396,1250.0,12,1
55.6338,37.324263,1153.8461538461538,20,1
55.633821,37.486823,1867.9245283018868,16,1
55.633831,37.415523,1657.8982867934708,18,3
55.633851,37.41405,1268.6567164179105,21,1
55.633856,37.42439,1731.0930248430245,2,5
55.633882,37.656146,1718.75,5,1
55.633885,37.328899,1889.669390646657,24,24
55.633948,37.455004,2016.8527028567285,15,4
55.634004,37.517644,1685.7142857142858,16,1
55.634009,37.524219,1626.984126984127,9,2
55.634019,37.747262,1025.6410256410256,12,1
55.634054,37.79304,1759.2592592592594,12,1
55.634085,37.320068,1353.6585365853657,17,2
55.634125,37.328468,2400.0,28,1
55.634126,37.328468,2000.0,23,1
55.634197,37.66035,1794.871794871795,15,1
55.634237,37.332169,1743.005945777083,23,11
55.634278,37.673475,1521.7391304347825,5,1
55.634334,37.65355,1428.5714285714287,5,1
55.634364,37.425378,2045.4545454545455,2,1
55.634364,37.769064,1387.7338877338877,17,2
55.63439,37.797065,961.5384615384615,12,1
55.634471,37.531038,1682.9268292682927,22,1
55.634634,37.537137,1394.7368421052631,9,1
55.634639,37.328899,1412.3376623376623,22,1
55.634715,37.61538,1565.5577299412917,17,1
55.634761,37.606307,1478.2013239815958,9,3
55.634791,37.670905,1558.073654390935,12,1
55.634796,37.319493,1179.9315361574668,17,2
55.634812,37.539715,2000.0,9,1
55.634847,37.541171,1569.0376569037658,14,1
55.634878,37.345643,1447.3684210526317,17,1
55.634959,37.758455,1066.6666666666667,14,1
55.634984,37.680472,1290.9961685823755,9,2
55.634994,37.737956,1250.0,17,1
55.63502,37.753649,1000.0,14,1
55.635086,37.592599,3062.5,15,1
55.635157,37.746624,1225.135975135975,17,3
55.635193,37.79242,1239.193083573487,16,1
55.635198,37.529726,1428.5714285714287,16,1
55.635223,37.330552,1333.3333333333333,24,1
55.635243,37.658122,1500.0,15,1
55.635274,37.513431,1493.1927200902935,12,2
55.635304,37.380525,1160.7142857142858,9,1
55.635335,37.591809,1562.5,16,1
55.635401,37.654017,1315.7894736842106,5,1
55.635426,37.757045,1481.4814814814815,14,1
55.635492,37.617285,1351.3513513513512,17,1
55.635559,37.795565,1500.0,9,1
55.635599,37.319996,1367.5213675213674,17,1
55.635665,37.316493,1093.75,17,1
55.635716,37.534352,1547.3809523809523,22,1
55.635752,37.312729,1125.8046096345515,19,2
55.635762,37.591539,1261.6822429906542,16,1
55.635889,37.512469,1739.1304347826087,16,1
55.635899,37.793885,1458.3333333333333,12,1
55.635929,37.32694,1442.3076923076924,17,1
55.636001,37.311238,1322.751322751323,19,1
55.636006,37.324623,1598.297213622291,19,2
55.636011,37.742438,1261.419796174787,17,5
55.636021,37.663099,1271.1864406779662,9,1
55.636189,37.769217,1410.2564102564102,25,1
55.636234,37.713602,1495.4545454545455,22,2
55.636255,37.678649,1481.4814814814815,14,1
55.636285,37.323042,1375.0,17,1
55.636285,37.589922,1355.9322033898304,15,1
55.636361,37.600235,1413.4615384615386,22,2
55.636422,37.534703,1234.5555555555557,5,1
55.636433,37.360888,1282.051282051282,14,1
55.636458,37.591297,1969.6969696969697,16,1
55.636473,37.715713,1681.818181818182,22,2
55.636524,37.348392,1617.9201719476769,17,3
55.63659,37.605436,3333.3333333333335,12,1
55.6366,37.524121,1500.0,14,1
55.636646,37.331216,1250.0,20,1
55.636656,37.317481,1442.3076923076924,17,1
55.636656,37.358094,1000.0,14,1
55.636671,37.319808,1354.442970822281,17,2
55.636692,37.315424,1285.2226720647773,17,2
55.636692,37.594593,1250.0,24,1
55.636702,37.750712,1508.9009787340983,17,3
55.636829,37.617132,1379.3103448275863,17,1
55.636839,37.590542,2096.7741935483873,16,1
55.63688,37.725128,1617.9167430772054,17,2
55.63692,37.333292,1483.5349462365593,14,2
55.637017,37.31767,1175.523349436393,12,1
55.637058,37.514077,1271.8600953895073,9,1
55.637078,37.698088,1281.655844155844,22,2
55.637098,37.667743,1410.2564102564102,14,1
55.637174,37.801943,1406.25,9,1
55.63719,37.59869,1311.4754098360656,38,1
55.6372,37.524399,2000.0,9,1
55.637256,37.426384,705.6451612903226,9,1
55.637271,37.325961,1447.3684210526317,17,1
55.637307,37.537694,1366.6666666666667,16,1
55.637398,37.600397,1550.0,44,4
55.637408,37.348455,1206.896551724138,17,1
55.637428,37.680194,1708.860759493671,17,1
55.637434,37.610251,1076.923076923077,16,1
55.637459,37.660575,1046.5116279069769,14,1
55.6375,37.363565,1538.4615384615386,14,1
55.63751,37.328503,1412.8728414442699,20,1
55.63752,37.324407,1390.4970760233919,17,3
55.637525,37.590389,2173.913043478261,25,1
55.63755,37.528972,1447.3684210526317,17,1
55.63755,37.542096,1888.888888888889,25,1
55.637581,37.319763,1160.7142857142858,9,1
55.637581,37.428073,1900.0,9,1
55.637596,37.333462,1540.6283856988082,27,2
55.637718,37.315038,1457.4707470747076,12,2
55.637733,37.278809,1266.6666666666667,1,1
55.637733,37.321443,1555.5555555555557,9,1
55.637804,37.696696,1794.871794871795,17,1
55.637855,37.763396,916.6666666666666,14,1
55.637855,37.77184,1122.7144155975352,14,2
55.63786,37.429815,1619.983277591973,9,2
55.638069,37.332735,1596.467391304348,25,2
55.638079,37.51238,2424.242424242424,9,1
55.638099,37.769451,1219.5121951219512,14,1
55.638155,37.400171,1312.6491646778043,9,1
55.638175,37.329042,1500.5048340228536,24,4
55.638211,37.363726,1851.851851851852,14,1
55.638231,37.695384,1578.9473684210527,17,1
55.638241,37.756551,1250.0,14,1
55.638287,37.697873,1180.5555555555557,17,1
55.638318,37.539509,1309.4405594405594,25,2
55.638338,37.534757,1392.4050632911392,22,1
55.638429,37.665309,1448.7848965655753,17,2
55.63847,37.51061,1521.7391304347825,9,1
55.638485,37.42562,2191.235059760956,6,1
55.638536,37.332151,1555.5555555555557,25,1
55.638536,37.59065,1206.4343163538874,25,1
55.638546,37.599831,1182.7956989247311,14,1
55.638617,37.31723,1625.0,16,1
55.638689,37.327641,1325.0,19,1
55.63875,37.306603,1625.0,19,1
55.638755,37.661347,1162.2549019607843,17,2
55.638861,37.349174,1111.111111111111,17,1
55.638872,37.668749,1028.2720690615429,17,2
55.638912,37.361642,1381.7307692307693,14,2
55.638938,37.42721,944.8818897637794,7,1
55.638978,37.324524,1279.0697674418604,9,1
55.639014,37.678334,1280.0324675324675,17,2
55.639065,37.326078,1578.9473684210527,17,1
55.63907,37.600424,1333.3333333333333,15,1
55.639242,37.360259,1581.0276679841897,14,1
55.639253,37.6926,1315.7894736842106,17,1
55.639339,37.516862,1384.6153846153845,9,1
55.639359,37.600136,1625.0,15,1
55.63941,37.528765,1500.0,5,1
55.639425,37.65911,1277.6384201404726,17,2
55.63943,37.591476,2782.931354359926,15,1
55.639451,37.519593,1387.7551020408164,9,1
55.639456,37.328414,1242.165242165242,17,2
55.639456,37.607143,1660.15625,17,1
55.639527,37.352003,1583.11345646438,17,1
55.639527,37.544027,1666.6666666666667,14,1
55.639578,37.671076,1072.2222222222224,17,3
55.639603,37.35345,1500.0,17,1
55.639684,37.664653,1300.0,14,1
55.63973,37.32668,946.3722397476341,19,1
55.639751,37.506298,1410.8851674641148,16,2
55.639756,37.341592,1436.0313315926894,17,1
55.639817,37.656236,1557.0175438596493,22,2
55.639913,37.599301,1842.1052631578948,16,1
55.639918,37.593749,963.855421686747,16,1
55.639928,37.34523,1037.7358490566037,14,1
55.640045,37.400432,1500.0,19,1
55.64005,37.516431,1406.25,9,1
55.640076,37.51361,1259.877085162423,12,2
55.640121,37.365406,1479.1666666666665,14,2
55.640127,37.511769,2000.0,16,1
55.640152,37.595806,2362.2047244094488,25,1
55.640213,37.614276,1327.2727272727273,17,1
55.640315,37.530858,2197.8205904387887,17,4
55.640335,37.309199,1000.0,19,1
55.640365,37.357887,1679.1044776119402,17,1
55.640386,37.610476,2000.0,17,1
55.640416,37.764465,1236.4351600651112,14,2
55.640421,37.656739,2343.75,22,1
55.640467,37.359423,1203.7037037037037,17,1
55.640497,37.321595,1597.8011356771776,9,2
55.640497,37.546848,1527.7777777777778,16,1
55.640508,37.662883,1842.1052631578948,17,1
55.640589,37.770573,1285.7142857142858,14,1
55.640604,37.341367,887.0967741935484,14,1
55.640609,37.340056,1199.9777777777779,17,1
55.640645,37.34302,1458.8859416445623,17,1
55.640833,37.514473,1578.9473684210527,16,1
55.640843,37.528711,1397.712833545108,17,1
55.640843,37.76009,1078.4313725490197,17,1
55.640848,37.50275,1280.9420064322023,8,3
55.640848,37.67254,1531.6377171215881,14,2
55.640853,37.345437,1140.3508771929824,14,1
55.64095,37.354833,1296.2962962962963,17,1
55.641,37.540371,1177.9661016949153,5,1
