lat,lon,price_per_m2,levels,ads_count
55.540012,37.573708,1037.7358490566037,12,1
55.540231,37.482493,1841.0852713178294,18,1
55.540272,37.453783,1316.4750224228803,12,3
55.540373,37.457205,1291.0355759070094,8,2
55.540409,37.516153,1546.0526315789475,7,1
55.540424,37.483319,1474.300074907516,19,3
55.54045,37.145481,1276.1020881670534,3,1
55.540541,37.484577,1648.252713470105,9,3
55.540572,37.47695,2022.0474308300395,9,5
55.540592,37.5175,1818.1818181818182,14,1
55.540623,37.456298,1387.0708748615725,15,3
55.540628,37.144124,1043.6893203883494,3,1
55.54073,37.489967,1000.0,14,1
55.540811,37.562685,1393.2590996168583,9,2
55.540817,37.495204,1147.5409836065573,17,1
55.540822,37.45504,1077.1992818671454,19,1
55.540832,37.53658,1000.0,9,1
55.540929,37.145463,1171.875,3,1
55.540939,37.452678,1557.238307349666,14,2
55.540939,37.523645,1355.4720133667504,14,3
55.540954,37.478783,1302.0833333333335,18,1
55.540954,37.486553,1278.0732860520095,9,4
55.541112,37.47554,2034.5601106929482,9,11
55.541168,37.504843,1246.65820642978,9,3
55.541214,37.45955,1767.9842900730569,16,5
55.541285,37.47987,2120.0,19,1
55.541413,37.509748,1197.0041033743669,16,5
55.541499,37.517464,1075.4901960784314,16,3
55.541504,37.57545,1125.0,17,1
55.541739,37.479259,1666.6666666666667,19,1
55.541825,37.519279,1071.4285714285713,14,1
55.541856,37.492293,1190.4761904761904,17,1
55.541937,37.456864,1129.032258064516,14,1
55.541988,37.522243,666.6666666666666,17,1
55.542003,37.455355,1374.1141186631278,12,3
55.542171,37.497683,1120.6896551724137,17,1
55.542187,37.483068,2202.6431718061676,10,1
55.542361,37.476705,1865.3846153846155,19,1
55.542457,37.48428,1534.7638885396323,10,5
55.542457,37.491161,1299.3498817966904,19,2
55.542487,37.491161,1111.111111111111,21,1
55.542681,37.485116,1272.7272727272727,18,1
55.542686,37.485116,1182.9257487152224,18,3
55.542752,37.525836,1368.421052631579,14,1
55.542767,37.518282,1093.6675461741424,12,2
55.542813,37.477938,2037.037037037037,18,1
55.542854,37.146217,1136.3636363636363,3,1
55.54289,37.486122,1138.2766160651454,18,2
55.542971,37.565793,1187.5,13,2
55.542981,37.523429,973.6842105263158,17,1
55.542986,37.478729,1309.5238095238096,16,1
55.543007,37.479735,1544.502617801047,17,1
55.543175,37.459882,2150.1255103166723,16,5
55.54318,37.48146,1825.349956255468,17,3
55.543236,37.151868,1764.7058823529412,9,1
55.543379,37.539131,1250.0,22,1
55.543414,37.487604,1293.103448275862,18,1
55.54347,37.521246,1052.6315789473683,16,1
55.543531,37.52474,1246.2908011869436,16,1
55.54373,37.483463,1977.9850746268658,17,2
